Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
631;1352;1;1352;S-P20362;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SW;NA;15;1972;-8.715038524;42.23638179;3 - UTM10x10 + Elevation;40;V1
632;1389;1;1389;S-P20400;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SE;NA;2;1972;-8.760167041;42.19990945;3 - UTM10x10 + Elevation;20;V1
633;1709;1;1709;T-P36779;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;35;1993;-7.421790987;42.59080268;1 - UTM1x1 + Elevation;390;V1
634;1090;1;1090;Q-P10083;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Comunidad de Lamium amplexicaule y Stellaria media;;NA;2;2000;-6.761711225;41.86344897;3 - UTM10x10 + Elevation;630;V1
635;1079;1;1079;Q-P10069;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;ESE;4.5;4;2000;-6.639224308;41.82777945;3 - UTM10x10 + Elevation;830;V1
636;1116;1;1116;Q-P14985;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;NA;25;1982;-6.873981065;42.38751452;4 - UTM10x10 + Centroid;663;V1
637;1553;1;1553;T-P22458;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-5.9930734;43.38805252;3 - UTM10x10 + Elevation;100;V1
638;1674;1;1674;T-P33557;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;N;4;NA;1959;-8.555585336;42.84378757;3 - UTM10x10 + Elevation;350;V1
639;1091;1;1091;Q-P10084;V15;V;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Comunidad de Lamium amplexicaule y Stellaria media;;NA;6;2000;-6.731706991;41.88604061;3 - UTM10x10 + Elevation;650;V1
640;1712;1;1712;T-P36782;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;30;1993;-7.352759013;42.64927296;1 - UTM1x1 + Elevation;590;V1
641;1107;1;1107;Q-P14976;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;NA;20;1982;-7.706338961;42.61545689;3 - UTM10x10 + Elevation;370;V1
642;1619;1;1619;T-P32594;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;NA;40;1995;-7.485371056;42.49123445;2 - UTM1x1 + Centroid;300;V1
643;1616;1;1616;T-P32591;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;40;1995;-7.537947173;42.51242418;3 - UTM10x10 + Elevation;290;V1
644;1713;1;1713;T-P36783;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;50;1993;-7.54560456;42.41668386;1 - UTM1x1 + Elevation;530;V1
645;1247;1;1247;R-P27082;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;20;1985;-8.927698183;42.76504137;4 - UTM10x10 + Centroid;100;V1
646;2327;1;2327;T-P36846;U37;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;N;90;12;1993;-7.507624686;42.52798861;2 - UTM1x1 + Centroid;360;V1
647;1615;1;1615;T-P32590;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;25;1995;-7.433705561;42.51831349;3 - UTM10x10 + Elevation;390;V1
648;1614;1;1614;T-P32589;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;35;1995;-7.517978838;42.471799;3 - UTM10x10 + Elevation;390;V1
649;1213;1;1213;R-P24016;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;SW;5;25;1986;-6.867644676;42.37857876;3 - UTM10x10 + Elevation;600;V1
650;1015;1;1015;NEW-OMAR-BA06;V15;NA;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;0;50;1981;-5.707241301;43.32530597;500;190;V1
651;1089;1;1089;Q-P10082;V15;V;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Comunidad de Lamium amplexicaule y Stellaria media;;NA;2;2000;-6.800658553;41.91079012;3 - UTM10x10 + Elevation;1000;V1
652;1088;1;1088;Q-P10081;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Comunidad de Lamium amplexicaule y Stellaria media;;NA;4;2000;-6.727942574;41.90417254;3 - UTM10x10 + Elevation;660;V1
653;1590;1;1590;T-P23952;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Oxalidi latifoliae-Veronicetum persicae;;NA;20;1982;-2.410312515;43.11595792;3 - UTM10x10 + Elevation;160;V1
654;1733;1;1733;T-P36803;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;50;1993;-7.528987429;42.69104574;2 - UTM1x1 + Centroid;290;V1
655;1686;1;1686;T-P33569;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum crus galli-Spergula arvensis;N;NA;NA;1959;-8.536833901;42.63404724;3 - UTM10x10 + Elevation;400;V1
656;1772;1;1772;U-P10348;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum crus galli-Spergula arvensis;;NA;NA;1968;-8.578106204;42.63203883;3 - UTM10x10 + Elevation;200;V1
657;1685;1;1685;T-P33568;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum crus galli-Spergula arvensis;E;NA;NA;1959;-8.552807352;42.86732839;3 - UTM10x10 + Elevation;250;V1
658;1315;1;1315;S-P15106;V15;V15;Weed;V15A;0;NA;NA;NA;;;NA;100;NA;-1.865987453;43.30455734;1 - UTM1x1 + Elevation;80;V1
659;1622;1;1622;T-P32597;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;40;1995;-7.427131223;41.60572943;4 - UTM10x10 + Centroid;400;V1
660;1311;1;1311;S-P15102;V15;V15;Weed;V15A;0;NA;NA;NA;;;NA;100;NA;-2.254177506;43.21950215;1 - UTM1x1 + Elevation;80;V1
661;1732;1;1732;T-P36802;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;50;1993;-7.594477336;42.48675836;1 - UTM1x1 + Elevation;300;V1
662;1731;1;1731;T-P36801;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;SE;10;40;1993;-7.35825285;42.65806717;1 - UTM1x1 + Elevation;760;V1
663;1629;1;1629;T-P32604;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;NA;1995;-7.384577706;42.58124494;2 - UTM1x1 + Centroid;500;V1
664;1710;1;1710;T-P36780;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;25;1993;-7.480197365;42.48769066;1 - UTM1x1 + Elevation;390;V1
665;1289;1;1289;S-P12071;V15;V37;Weed;V15A;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;SE;5;10;1975;-6.696716828;43.54931699;3 - UTM10x10 + Elevation;85;V1
666;2232;1;2232;S-P20230;U37;V15;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Oxali-Parietarietum diffusae;S;NA;10;1972;-8.82620396;42.25957595;3 - UTM10x10 + Elevation;50;V1
667;1303;1;1303;S-P15094;V15;V15;Weed;V15A;0;NA;NA;NA;;;NA;100;NA;-2.209646581;43.04450955;1 - UTM1x1 + Elevation;160;V1
668;1358;1;1358;S-P20369;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;W;NA;10;1972;-8.83493295;42.27533393;3 - UTM10x10 + Elevation;150;V1
669;1357;1;1357;S-P20368;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;W;NA;10;1972;-8.831525551;42.26470565;3 - UTM10x10 + Elevation;80;V1
670;1620;1;1620;T-P32595;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;60;1995;-7.59002046;42.49233933;1 - UTM1x1 + Elevation;310;V1
671;1618;1;1618;T-P32593;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;50;1995;-7.436027698;42.44799597;3 - UTM10x10 + Elevation;530;V1
672;1354;1;1354;S-P20365;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;N;NA;5;1972;-8.741504596;42.42049594;3 - UTM10x10 + Elevation;100;V1
673;1672;1;1672;T-P33555;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;3;NA;1959;-8.542415896;42.86063173;3 - UTM10x10 + Elevation;250;V1
674;1617;1;1617;T-P32592;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;30;1995;-7.482994553;42.45876992;3 - UTM10x10 + Elevation;590;V1
675;1673;1;1673;T-P33556;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;W;NA;NA;1959;-8.497958348;42.82857336;1 - UTM1x1 + Elevation;200;V1
676;1275;1;1275;S-P12057;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;10;1975;-6.233777994;43.59232175;4 - UTM10x10 + Centroid;90;V1
677;1656;1;1656;T-P33539;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;5;NA;1959;-8.516963469;42.82225509;3 - UTM10x10 + Elevation;150;V1
678;1309;1;1309;S-P15100;V15;V15;Weed;V15A;0;NA;NA;NA;;;NA;200;NA;-2.209577214;43.04991205;1 - UTM1x1 + Elevation;180;V1
679;2218;1;2218;R-P24472;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;100;4;2012;-6.628567767;42.40261375;1 - UTM1x1 + Elevation;876;V1
680;1310;1;1310;S-P15101;V15;V15;Weed;V15A;0;NA;NA;NA;;;NA;100;NA;-2.266941998;43.1817648;1 - UTM1x1 + Elevation;100;V1
681;1249;1;1249;R-P27085;V38;V33;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;SE;NA;25;1985;-8.939600765;42.85817381;4 - UTM10x10 + Centroid;281;V1
682;1655;1;1655;T-P33538;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;NA;NA;1959;-8.616988304;42.90019614;3 - UTM10x10 + Elevation;300;V1
683;1134;1;1134;R-P12815;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Papaveretalia rhoeadis;Caucalidion;Kickxio spuriae-Nigelletum gallicae;;NA;10;1997;-3.073637218;42.75364392;3 - UTM10x10 + Elevation;520;V1
684;1736;1;1736;T-P36806;V15;V34;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;40;1993;-7.528987429;42.69104574;2 - UTM1x1 + Centroid;290;V1
685;1644;1;1644;T-P32619;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;25;1995;-7.633362043;42.42036565;1 - UTM1x1 + Elevation;460;V1
686;1103;1;1103;Q-P14836;V15;V32;Weed;V15B;0;NA;NA;NA;Associació-Desconeguda;;NA;80;1994;-7.588419647;43.02898735;4 - UTM10x10 + Centroid;453;V1
687;1131;1;1131;R-P07588;V15;V;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;1;1949;-2.568802595;43.12655443;4 - UTM10x10 + Centroid;304;V1
688;1271;1;1271;S-P12053;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;30;1975;-6.538568606;43.55432769;3 - UTM10x10 + Elevation;15;V1
689;1266;1;1266;S-P12047;V15;V;Weed;V15B;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;30;1975;-6.954206155;43.54969201;3 - UTM10x10 + Elevation;30;V1
690;1270;1;1270;S-P12052;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;15;1975;-6.348044528;43.55647123;3 - UTM10x10 + Elevation;10;V1
691;1033;1;1033;Q-P07767;V15;V37;Weed;V15B;0;NA;NA;NA;Associació-Desconeguda;;NA;100;1953;-3.665204511;43.46129774;4 - UTM10x10 + Centroid;43;V1
692;1265;1;1265;S-P12046;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;N;2;15;1975;-7.069780579;43.46460198;3 - UTM10x10 + Elevation;5;V1
693;1180;1;1180;R-P22285;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;NW;3;100;1999;-8.093950157;41.86420491;1 - UTM1x1 + Elevation;640;V1
694;1179;1;1179;R-P22284;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;W;NA;80;1999;-8.0894349;41.86800681;2 - UTM1x1 + Centroid;410;V1
695;1640;1;1640;T-P32615;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;25;1995;-7.506814251;42.55327031;1 - UTM1x1 + Elevation;320;V1
696;1269;1;1269;S-P12050;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;NW;5;15;1975;-6.345618503;43.36734135;4 - UTM10x10 + Centroid;662;V1
697;1641;1;1641;T-P32616;V15;V34;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;40;1995;-7.535390149;42.51072494;1 - UTM1x1 + Elevation;290;V1
698;1638;1;1638;T-P32613;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;50;1995;-7.528987429;42.69104574;2 - UTM1x1 + Centroid;290;V1
699;1268;1;1268;S-P12049;V15;V37;Weed;V15B;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;SE;5;30;1975;-6.763199329;43.54354374;3 - UTM10x10 + Elevation;80;V1
700;1639;1;1639;T-P32614;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;50;1995;-7.383191539;42.56167678;1 - UTM1x1 + Elevation;400;V1
701;1182;1;1182;R-P22287;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;SW;NA;70;1999;-7.976100077;41.95941625;1 - UTM1x1 + Elevation;625;V1
702;1263;1;1263;S-P12044;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;20;1975;-6.442002884;43.46724505;3 - UTM10x10 + Elevation;100;V1
703;1137;1;1137;R-P14896;R55;V;Weed;V15B;0;Bidentetea;Bidentetalia;Bidention tripartitae;Xanthio italici-Polygonetum persicariae;;NA;10;2004;-1.376829654;42.60572333;4 - UTM10x10 + Centroid;390;V1
704;1171;1;1171;R-P22275;V15;V;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;W;NA;30;1999;-8.094550028;41.90199074;1 - UTM1x1 + Elevation;405;V1
705;1138;1;1138;R-P15005;V15;V15;Weed;V15B;0;Bidentetea;Bidentetalia;Bidention tripartitae;Polygono hydropiperis-Bidentetum tripartitae;;NA;50;2004;-1.668885488;43.18357301;1 - UTM1x1 + Elevation;120;V1
706;1173;1;1173;R-P22277;V15;V;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;NE;NA;40;1999;-8.148196657;41.87978546;1 - UTM1x1 + Elevation;400;V1
707;1172;1;1172;R-P22276;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;NW;NA;50;1999;-8.15045287;41.87788344;1 - UTM1x1 + Elevation;400;V1
708;1727;1;1727;T-P36797;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;SW;NA;40;1993;-7.5993288;42.48656336;1 - UTM1x1 + Elevation;300;V1
709;1176;1;1176;R-P22280;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;S;3;100;1999;-8.003531808;41.97082532;1 - UTM1x1 + Elevation;560;V1
710;1737;1;1737;T-P36807;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;50;1993;-7.537686867;42.50883315;1 - UTM1x1 + Elevation;290;V1
711;1174;1;1174;R-P22278;V15;V;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;W;NA;80;1999;-8.094693036;41.90378497;1 - UTM1x1 + Elevation;425;V1
712;1177;1;1177;R-P22281;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;NE;NA;40;1999;-8.096442216;41.95592432;1 - UTM1x1 + Elevation;840;V1
713;1085;1;1085;Q-P10075;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Comunidad de Echinochloa crus-galli y Setaria Verticillata;;NA;4;2000;-6.963473393;41.77561233;3 - UTM10x10 + Elevation;760;V1
714;1136;1;1136;R-P14890;V15;V15;Weed;V15B;0;Bidentetea;Bidentetalia;Bidention tripartitae;Xanthio italici-Polygonetum persicariae;;NA;50;2004;-1.376829654;42.60572333;4 - UTM10x10 + Centroid;390;V1
715;1181;1;1181;R-P22286;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;SW;NA;100;1999;-7.994772141;41.95140092;1 - UTM1x1 + Elevation;600;V1
716;1267;1;1267;S-P12048;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;SE;10;10;1975;-6.729088145;43.51225124;3 - UTM10x10 + Elevation;5;V1
717;1264;1;1264;S-P12045;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;20;1975;-6.594979936;43.54536292;3 - UTM10x10 + Elevation;90;V1
718;1084;1;1084;Q-P10074;V15;V34;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Comunidad de Echinochloa crus-galli y Setaria Verticillata;;NA;6;2000;-6.866908731;41.86536384;4 - UTM10x10 + Centroid;550;V1
719;1443;1;1443;T-P05147;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio (hybridi) dissecti-Panicetum crus-galli;;NA;30;1995;-3.535722506;43.33773909;2 - UTM1x1 + Centroid;50;V1
720;1613;1;1613;T-P27824;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Papaveretalia rhoeadis;Caucalidion;Asociación Caucalis lappula-Neslia apiculata;;NA;NA;1958;-4.528495991;42.84729103;4 - UTM10x10 + Centroid;950;V1
721;1571;1;1571;T-P22477;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;NA;NA;1986;-7.026625266;43.5219517;3 - UTM10x10 + Elevation;30;V1
722;1086;1;1086;Q-P10077;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Comunidad de Echinochloa crus-galli y Setaria Verticillata;;NA;20;2000;-6.61857634;41.83535117;4 - UTM10x10 + Centroid;530;V1
723;1262;1;1262;S-P12043;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;;NA;30;1975;-6.468849961;43.54746352;3 - UTM10x10 + Elevation;30;V1
724;1100;1;1100;Q-P13519;V39;V32;Weed;V15A;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Allio triquetri-Urticetum membranaceae;;NA;NA;2003;-8.860919048;41.84912089;3 - UTM10x10 + Elevation;5;V1
725;1561;1;1561;T-P22466;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-4.419290768;43.36986165;4 - UTM10x10 + Centroid;59;V1
726;1666;1;1666;T-P33549;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;;NA;NA;1959;-8.638765756;42.89732172;2 - UTM1x1 + Centroid;250;V1
727;1390;1;1390;S-P20401;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;W;NA;2;1972;-8.725391995;42.29707719;3 - UTM10x10 + Elevation;50;V1
728;1667;1;1667;T-P33550;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;W;4;NA;1959;-8.501191423;42.83741983;1 - UTM1x1 + Elevation;250;V1
729;1663;1;1663;T-P33546;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;7;NA;1959;-8.370150002;42.87786845;2 - UTM1x1 + Centroid;30;V1
730;1248;1;1248;R-P27084;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;NA;4;1985;-8.939600765;42.85817381;4 - UTM10x10 + Centroid;281;V1
731;1664;1;1664;T-P33547;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;4;NA;1959;-8.596345619;42.88860735;3 - UTM10x10 + Elevation;250;V1
732;1562;1;1562;T-P22467;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;3;1986;-4.419290768;43.36986165;4 - UTM10x10 + Centroid;59;V1
