Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
207;1873;2;1873;R-P23959;V34;V34;Trampled;V35;3;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;3;1986;-6.82410259;42.42146088;3 - UTM10x10 + Elevation;350;V37
208;2086;2;2086;T-P15241;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1988;-6.20418092;43.22386099;3 - UTM10x10 + Elevation;940;V37
209;1905;2;1905;R-P28987;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;1;2014;-3.595207484;43.11232738;2 - UTM1x1 + Centroid;820;V37
210;1800;2;1800;Q-P09983;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum avicularis;;NA;5;2000;-7.053959534;41.87510045;3 - UTM10x10 + Elevation;790;V37
211;1802;2;1802;Q-P09985;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum avicularis;;NA;2;2000;-6.80007697;41.85646934;4 - UTM10x10 + Centroid;620;V37
212;2089;2;2089;T-P15244;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1988;-5.88701936;43.33855899;3 - UTM10x10 + Elevation;200;V37
213;2080;2;2080;T-P13260;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;1;1997;-2.807669055;43.40186354;2 - UTM1x1 + Centroid;20;V37
214;1892;2;1892;R-P24603;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum discoideae;NE;3;5;2012;-6.54972355;42.34025315;1 - UTM1x1 + Elevation;1014;V37
215;1916;2;1916;S-P11167;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;6;1989;-4.489326444;42.983518;1 - UTM1x1 + Elevation;1180;V37
216;2087;2;2087;T-P15242;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1988;-6.252787937;42.73457925;4 - UTM10x10 + Centroid;800;V37
217;1904;2;1904;R-P24615;V37;V;Trampled;V35;0;Digitario sanguinalis-Eragrostietea;Euphorbietalia prostratae;Euphorbion prostratae;Euphorbietum chamaesyco-prostratae;;NA;2;2012;-6.809411851;42.45976828;1 - UTM1x1 + Elevation;420;V37
218;2088;2;2088;T-P15243;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1988;-5.775916498;43.36381505;4 - UTM10x10 + Centroid;214.5;V37
219;2073;2;2073;T-P13103;V35;V;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantago coronopi-Trifolietum fragiferae;;NA;4;1997;-2.154690985;43.29084728;1 - UTM1x1 + Elevation;0;V37
220;2026;2;2026;T-P06973;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;1;1984;-5.204285641;42.9467654;3 - UTM10x10 + Elevation;1153;V37
221;1827;2;1827;Q-P10416;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum maioris;;NA;4;2000;-6.616567662;41.93835555;1 - UTM1x1 + Elevation;770;V37
222;1914;2;1914;S-P11165;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;6;1989;-4.486527139;42.96914654;1 - UTM1x1 + Elevation;1140;V37
223;1912;2;1912;S-P11163;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;4;1989;-4.452627041;42.9875917;2 - UTM1x1 + Centroid;1170;V37
224;2132;2;2132;U-P00422;V37;V;Trampled;V35;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Corrigiola littoralis y Filaginella uliginosa;;NA;10;2002;-4.94770647;42.97303206;1 - UTM1x1 + Elevation;1100;V37
225;1915;2;1915;S-P11166;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;6;1989;-4.451187555;42.92637632;1 - UTM1x1 + Elevation;1130;V37
226;1977;2;1977;S-P20443;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;W;NA;2;1972;-8.762904127;42.20337229;3 - UTM10x10 + Elevation;20;V37
227;1974;2;1974;S-P20440;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SE;NA;2;1972;-8.79484313;42.26117022;3 - UTM10x10 + Elevation;60;V37
228;1913;2;1913;S-P11164;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;4;1989;-4.48897882;42.96911467;2 - UTM1x1 + Centroid;1070;V37
229;2113;2;2113;T-P27834;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Plantago coronopus-Trifolium fragiferum;;NA;1;1958;-5.665984283;43.52893451;4 - UTM10x10 + Centroid;31;V37
230;2111;2;2111;T-P15266;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Coronopetum squamati;;NA;1;1988;-4.363435165;43.3902954;3 - UTM10x10 + Elevation;10;V37
231;1917;2;1917;S-P11168;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;6;1989;-4.427061297;42.94288865;2 - UTM1x1 + Centroid;1080;V37
232;2046;2;2046;T-P11837;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;8;1988;-5.254332017;42.97460515;3 - UTM10x10 + Elevation;1170;V37
233;2116;2;2116;T-P27839;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;1;1958;-6.715006681;43.56492917;3 - UTM10x10 + Elevation;10;V37
234;2029;2;2029;T-P06976;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;5;1984;-5.769911792;42.98669411;3 - UTM10x10 + Elevation;1320;V37
235;1911;2;1911;S-P11162;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;8;1989;-4.485245849;43.01778955;1 - UTM1x1 + Elevation;1200;V37
236;1990;2;1990;T-P02599;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;2;1984;-6.361905299;42.41435588;3 - UTM10x10 + Elevation;1270;V37
237;1927;2;1927;S-P12092;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;N;10;10;1975;-7.089128404;43.53843902;4 - UTM10x10 + Centroid;40;V37
238;1863;2;1863;R-P22307;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;SW;NA;3;1999;-8.003531808;41.97082532;1 - UTM1x1 + Elevation;560;V37
239;1871;2;1871;R-P23907;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;;NA;1;1986;-6.805884296;42.32122055;3 - UTM10x10 + Elevation;1000;V37
240;2031;2;2031;T-P06978;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;2;1984;-5.65195323;42.92465786;3 - UTM10x10 + Elevation;1129;V37
241;2133;2;2133;U-P00423;V34;V34;Trampled;V35;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Corrigiola littoralis y Filaginella uliginosa;;NA;10;2002;-4.945141732;42.96947378;1 - UTM1x1 + Elevation;1100;V37
242;1959;2;1959;S-P17978;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1982;-2.623875168;43.16728638;2 - UTM1x1 + Centroid;180;V37
243;1825;2;1825;Q-P10024;V37;V37;Trampled;V35;5;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;;NA;4;2000;-6.761816739;41.86524646;3 - UTM10x10 + Elevation;650;V37
244;1923;2;1923;S-P12086;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;NA;10;1975;-6.941855935;43.55011916;3 - UTM10x10 + Elevation;30;V37
245;1983;2;1983;S-P20449;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;N;NA;2;1972;-8.784972881;42.3120808;3 - UTM10x10 + Elevation;30;V37
246;2062;2;2062;T-P12307;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;2;1988;-6.277308892;42.9336604;3 - UTM10x10 + Elevation;1070;V37
247;1862;2;1862;R-P22306;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;3;1999;-7.917203052;41.91514346;1 - UTM1x1 + Elevation;870;V37
248;2040;2;2040;T-P11676;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;2;1988;-5.633247428;42.91697961;4 - UTM10x10 + Centroid;1000;V37
249;2047;2;2047;T-P11838;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;20;1988;-5.638406811;42.89435571;3 - UTM10x10 + Elevation;1100;V37
250;1864;2;1864;R-P22308;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;E;NA;4;1999;-8.094693036;41.90378497;1 - UTM1x1 + Elevation;420;V37
251;1865;2;1865;R-P22309;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;W;10;2;1999;-8.0894349;41.86800681;2 - UTM1x1 + Centroid;410;V37
252;1928;2;1928;S-P12093;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;NW;5;10;1975;-6.345618503;43.36734135;4 - UTM10x10 + Centroid;10;V37
253;1859;2;1859;R-P22303;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;2;1999;-7.966652503;41.93101631;1 - UTM1x1 + Elevation;795;V37
254;1842;2;1842;R-P15168;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1983;-2.31724111;43.0848238;2 - UTM1x1 + Centroid;280;V37
255;1926;2;1926;S-P12091;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;NA;10;1975;-6.345618503;43.36734135;4 - UTM10x10 + Centroid;662;V37
256;2091;2;2091;T-P15246;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;10;1988;-4.393183315;43.39533941;3 - UTM10x10 + Elevation;20;V37
257;2128;2;2128;U-P00118;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;4;2001;-5.092802311;43.05691472;1 - UTM1x1 + Elevation;1215;V37
258;1982;2;1982;S-P20448;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SW;NA;2;1972;-8.765478019;42.2050429;3 - UTM10x10 + Elevation;8;V37
259;1845;2;1845;R-P15171;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1983;-2.441466447;43.20436136;1 - UTM1x1 + Elevation;500;V37
260;1872;2;1872;R-P23912;V35;V;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;;NA;10;1986;-6.864005268;42.3192739;3 - UTM10x10 + Elevation;1040;V37
261;1985;2;1985;S-P20451;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;SE;NA;2;1972;-8.758981719;42.26658345;3 - UTM10x10 + Elevation;30;V37
262;1946;2;1946;S-P15172;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;NA;50;1967;-2.137384244;43.2943199;1 - UTM1x1 + Elevation;10;V37
263;1799;2;1799;Q-P09982;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum avicularis;;NA;4;2000;-7.182960705;41.96578556;2 - UTM1x1 + Centroid;750;V37
264;2123;2;2123;T-P35972;V35;V35;Trampled;V35;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;NE;9;15;1983;-6.005408789;42.88533577;2 - UTM1x1 + Centroid;1670;V37
265;1984;2;1984;S-P20450;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;NW;NA;2;1972;-8.75972483;42.32775914;3 - UTM10x10 + Elevation;30;V37
266;1843;2;1843;R-P15169;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;NA;1983;-2.31724111;43.0848238;2 - UTM1x1 + Centroid;300;V37
267;1964;2;1964;S-P18277;V37;V37;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;N;20;25;1974;-5.969519298;43.15816686;1 - UTM1x1 + Elevation;490;V37
268;2125;2;2125;T-P36823;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;8;1993;-7.303231438;42.63854269;1 - UTM1x1 + Elevation;640;V37
269;2122;2;2122;T-P35970;V35;V35;Trampled;V35;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;;NA;15;1983;-5.882226613;42.87046378;2 - UTM1x1 + Centroid;1600;V37
270;2127;2;2127;T-P36825;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;4;1993;-7.609295764;42.48976342;1 - UTM1x1 + Elevation;370;V37
271;1823;2;1823;Q-P10022;V37;R;Trampled;V35;0;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;NE;9;8;2000;-6.961072646;41.77569525;3 - UTM10x10 + Elevation;820;V37
272;2068;2;2068;T-P12313;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1988;-6.400119171;42.89405834;3 - UTM10x10 + Elevation;960;V37
273;1993;2;1993;T-P03123;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;SW;NA;1;1986;-2.881881044;43.34253456;3 - UTM10x10 + Elevation;80;V37
274;2124;2;2124;T-P36822;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;8;1993;-7.620455797;42.50912038;1 - UTM1x1 + Elevation;390;V37
275;2069;2;2069;T-P12314;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1988;-6.399284766;42.96791626;3 - UTM10x10 + Elevation;1500;V37
276;1994;2;1994;T-P03124;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;S;NA;1;1986;-3.128625923;43.34072231;3 - UTM10x10 + Elevation;100;V37
277;1797;2;1797;Q-P08773;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;2;1990;-4.805345737;42.88531803;3 - UTM10x10 + Elevation;1330;V37
278;2071;2;2071;T-P13100;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantago coronopi-Trifolietum fragiferae;;NA;20;1997;-2.654486623;43.41050777;1 - UTM1x1 + Elevation;0;V37
279;1991;2;1991;T-P03121;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;N;NA;1;1986;-3.02989145;43.26335106;3 - UTM10x10 + Elevation;200;V37
280;1969;2;1969;S-P20434;V35;V;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio-Plantaginetum majoris;E;NA;2;1972;-8.838762822;42.26433616;3 - UTM10x10 + Elevation;30;V37
281;2072;2;2072;T-P13101;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantago coronopi-Trifolietum fragiferae;;NA;1;1997;-2.157156114;43.29086548;1 - UTM1x1 + Elevation;0;V37
282;1833;2;1833;R-P15159;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1983;-2.484498409;43.06408763;1 - UTM1x1 + Elevation;200;V37
283;2084;2;2084;T-P15239;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1988;-4.703831267;43.20023932;2 - UTM1x1 + Centroid;150;V37
284;2070;2;2070;T-P13099;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantago coronopi-Trifolietum fragiferae;;NA;15;1997;-2.654496859;43.40870691;1 - UTM1x1 + Elevation;0;V37
285;2065;2;2065;T-P12310;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;2;1988;-6.346701063;42.94785783;3 - UTM10x10 + Elevation;1060;V37
286;1834;2;1834;R-P15160;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;NA;1983;-2.484498409;43.06408763;1 - UTM1x1 + Elevation;200;V37
287;1832;2;1832;R-P15158;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;NA;1983;-2.420060421;43.12501261;1 - UTM1x1 + Elevation;150;V37
288;2136;2;2136;U-P00620;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;2;2002;-4.793120148;43.0548008;1 - UTM1x1 + Elevation;1390;V37
289;1846;2;1846;R-P15172;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1983;-2.403758958;43.03127751;2 - UTM1x1 + Centroid;350;V37
290;1943;2;1943;S-P15169;V35;V35;Trampled;V35;0;NA;NA;NA;;;0;50;NA;-2.189980752;43.04617303;1 - UTM1x1 + Elevation;160;V37
291;1998;2;1998;T-P03128;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;NW;NA;1;1986;-3.010190382;43.34259509;3 - UTM10x10 + Elevation;10;V37
292;1935;2;1935;S-P12106;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantagini-Sporoboletum;;NA;10;1975;-6.708298223;43.53800992;4 - UTM10x10 + Centroid;71;V37
293;1790;2;1790;NEW-OMAR-PA30;V35;NA;Trampled;V35;0;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Comunidad de Poa annua;;0;3;1981;-5.657174634;43.30847288;500;340;V37
294;1936;2;1936;S-P12107;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantagini-Sporoboletum;;NA;10;1975;-6.440045164;43.4763075;3 - UTM10x10 + Elevation;80;V37
295;1840;2;1840;R-P15166;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;NA;1983;-2.56364605;42.98697351;2 - UTM1x1 + Centroid;350;V37
296;2002;2;2002;T-P03132;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;N;NA;2;1986;-3.170260115;43.2290104;3 - UTM10x10 + Elevation;300;V37
297;1835;2;1835;R-P15161;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;2;1983;-2.406248527;43.02768845;1 - UTM1x1 + Elevation;230;V37
298;1948;2;1948;S-P15174;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;NA;20;1967;-1.669979563;43.13315953;1 - UTM1x1 + Elevation;130;V37
299;1793;2;1793;Q-P08769;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1990;-4.575170475;42.88691619;3 - UTM10x10 + Elevation;1030;V37
300;1942;2;1942;S-P15168;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Lolio perennis-Plantaginetum majoris;;NA;50;1967;-2.374224931;43.27965258;1 - UTM1x1 + Elevation;50;V37
301;1907;2;1907;R-P28989;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;NA;1;2014;-3.641215612;43.04544235;1 - UTM1x1 + Elevation;730;V37
302;2085;2;2085;T-P15240;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;1;1988;-4.828741302;43.26134135;2 - UTM1x1 + Centroid;531;V37
303;2137;2;2137;U-P00621;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;8;2002;-4.925588884;42.97160546;1 - UTM1x1 + Elevation;1090;V37
304;1796;2;1796;Q-P08772;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono-Matricarietum matricarioidis;;NA;10;1990;-4.550506646;42.88004893;3 - UTM10x10 + Elevation;1040;V37
305;2135;2;2135;U-P00619;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Polygono arenastri-Matricarietum matricarioidis;;NA;4;2002;-4.882839913;43.01734063;2 - UTM1x1 + Centroid;1150;V37
306;1933;2;1933;S-P12103;V35;V;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantagini-Sporoboletum;;NA;15;1975;-6.591547598;43.53512218;4 - UTM10x10 + Centroid;96;V37
307;2024;2;2024;T-P05336;V35;V;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantago coronopi-Trifolietum fragiferae;;NA;20;1995;-3.440067404;43.41829162;2 - UTM1x1 + Centroid;81;V37
