"SIVIMID","Revised.sintaxon"
"R-P20105","Epilobion angustifolii"
"R-P20160","Epilobion angustifolii"
"R-P20161","Epilobion angustifolii"
"R-P20434","Epilobion angustifolii"
"R-P20468","Epilobion angustifolii"
"R-P20515","Epilobion angustifolii"
"R-P22212","Epilobion angustifolii"
"R-P22218","Epilobion angustifolii"
"R-P22222","Epilobion angustifolii"
"R-P22248","Epilobion angustifolii"
"R-P22300","5"
"R-P22301","5"
"R-P22302","5"
"R-P23904","Epilobion angustifolii"
"R-P23906","Epilobion angustifolii"
"R-P23908","Epilobion angustifolii"
"R-P23909","Epilobion angustifolii"
"R-P23911","Epilobion angustifolii"
"R-P23913","Epilobion angustifolii"
"R-P23914","Epilobion angustifolii"
"R-P24362","4"
"R-P24595","5"
"R-P24601","5"
"R-P24678","Epilobion angustifolii"
"R-P24679","4"
"R-P24680","Epilobion angustifolii"
"R-P24681","Epilobion angustifolii"
"R-P24682","Epilobion angustifolii"
"R-P24709","4"
"R-P24837","4"
"R-P24963","Epilobion angustifolii"
"R-P24964","Epilobion angustifolii"
"R-P24965","Epilobion angustifolii"
"R-P24966","Epilobion angustifolii"
"R-P24970","Epilobion angustifolii"
"R-P24971","Epilobion angustifolii"
"R-P24973","Epilobion angustifolii"
"R-P24974","Epilobion angustifolii"
"R-P24975","Epilobion angustifolii"
"R-P25000","Epilobion angustifolii"
"R-P25002","Epilobion angustifolii"
"R-P25003","Epilobion angustifolii"
"R-P25005","Epilobion angustifolii"
"R-P25006","Epilobion angustifolii"
"R-P25007","Epilobion angustifolii"
"R-P25008","Epilobion angustifolii"
"R-P29047","Epilobion angustifolii"
"R-P29086","Epilobion angustifolii"
"R-P29089","Epilobion angustifolii"
"R-P29090","Epilobion angustifolii"
"R-P29091","Epilobion angustifolii"
"R-P29092","Epilobion angustifolii"
"R-P29094","Epilobion angustifolii"
"S-P10950","Epilobion angustifolii"
"S-P10951","Epilobion angustifolii"
"S-P10952","Epilobion angustifolii"
"S-P10953","Epilobion angustifolii"
"S-P10956","Epilobion angustifolii"
"S-P10957","4"
"S-P10958","Epilobion angustifolii"
"S-P10970","Epilobion angustifolii"
"S-P10972","Epilobion angustifolii"
"S-P10973","Epilobion angustifolii"
"S-P10974","Epilobion angustifolii"
"S-P11008","4"
"S-P11017","Epilobion angustifolii"
"S-P11061","4"
"S-P11064","4"
"S-P11095","Epilobion angustifolii"
"S-P11097","Epilobion angustifolii"
"S-P11098","Epilobion angustifolii"
"S-P11100","Epilobion angustifolii"
"S-P11102","Epilobion angustifolii"
"S-P11103","Epilobion angustifolii"
"S-P11106","Epilobion angustifolii"
"S-P11145","Epilobion angustifolii"
"S-P11148","Epilobion angustifolii"
"S-P11838","Epilobion angustifolii"
"S-P11904","Epilobion angustifolii"
"S-P12051","Epilobion angustifolii"
"S-P12084","Epilobion angustifolii"
"S-P12088","5"
"S-P12090","Epilobion angustifolii"
"S-P12108","Epilobion angustifolii"
"S-P12109","Epilobion angustifolii"
"S-P12110","Epilobion angustifolii"
"S-P12111","Epilobion angustifolii"
"S-P12112","Epilobion angustifolii"
"S-P14557","Epilobion angustifolii"
"S-P14558","Epilobion angustifolii"
"S-P14561","Epilobion angustifolii"
"S-P15161","Epilobion angustifolii"
"S-P15175","Epilobion angustifolii"
"S-P15176","Epilobion angustifolii"
"S-P15177","5"
"S-P15178","Epilobion angustifolii"
"S-P15179","Epilobion angustifolii"
"S-P15183","Epilobion angustifolii"
"S-P15195","Epilobion angustifolii"
"S-P15198","Epilobion angustifolii"
"S-P15200","Epilobion angustifolii"
"S-P15217","Epilobion angustifolii"
"S-P15241","Epilobion angustifolii"
"S-P16049","Epilobion angustifolii"
"S-P16054","Epilobion angustifolii"
"S-P16063","Epilobion angustifolii"
"S-P17979","5"
"S-P18027","Epilobion angustifolii"
"S-P18235","Epilobion angustifolii"
"S-P18236","Epilobion angustifolii"
"S-P18237","Epilobion angustifolii"
"S-P18244","Epilobion angustifolii"
"S-P18245","Epilobion angustifolii"
"S-P18276","Epilobion angustifolii"
"S-P18278","Epilobion angustifolii"
"S-P18279","Epilobion angustifolii"
"S-P18280","Epilobion angustifolii"
"S-P18281","Epilobion angustifolii"
"S-P18419","Epilobion angustifolii"
"S-P19533","Epilobion angustifolii"
"S-P19561","Epilobion angustifolii"
"S-P19563","Epilobion angustifolii"
"S-P19574","5"
"S-P19594","5"
"S-P19646","Epilobion angustifolii"
"S-P19753","4"
"S-P19763","Epilobion angustifolii"
"S-P19765","Epilobion angustifolii"
"S-P20320","Epilobion angustifolii"
"S-P20348","Epilobion angustifolii"
"S-P20349","Epilobion angustifolii"
"S-P20354","Epilobion angustifolii"
"S-P20428","Epilobion angustifolii"
"S-P21342","Epilobion angustifolii"
"S-P21343","Epilobion angustifolii"
"S-P21345","Epilobion angustifolii"
"S-P21934","4"
"S-P24241","Epilobion angustifolii"
"S-P24683","Epilobion angustifolii"
"S-P24686","Epilobion angustifolii"
"S-P25006","Epilobion angustifolii"
"S-P25007","Epilobion angustifolii"
"S-P25008","Epilobion angustifolii"
"S-P25011","Epilobion angustifolii"
"S-P25012","Epilobion angustifolii"
"S-P25033","Epilobion angustifolii"
"S-P25035","Epilobion angustifolii"
"S-P25038","Epilobion angustifolii"
"S-P25044","Epilobion angustifolii"
"S-P25045","Epilobion angustifolii"
"S-P25048","Epilobion angustifolii"
"S-P25054","Epilobion angustifolii"
"S-P25055","Epilobion angustifolii"
"S-P25064","Epilobion angustifolii"
"S-P25081","4"
"S-P25112","Epilobion angustifolii"
"S-P25131","Epilobion angustifolii"
"S-P25154","Epilobion angustifolii"
"S-P25156","Epilobion angustifolii"
"S-P25158","Epilobion angustifolii"
"S-P25159","Epilobion angustifolii"
"S-P25160","Epilobion angustifolii"
"S-P25161","Epilobion angustifolii"
"S-P25162","Epilobion angustifolii"
"S-P25163","Epilobion angustifolii"
"S-P25165","Epilobion angustifolii"
"S-P25166","Epilobion angustifolii"
"S-P25167","Epilobion angustifolii"
"S-P25258","Epilobion angustifolii"
"T-P02640","Epilobion angustifolii"
"T-P02654","Epilobion angustifolii"
"T-P02655","Epilobion angustifolii"
"T-P02657","Epilobion angustifolii"
"T-P02658","Epilobion angustifolii"
"T-P02659","Epilobion angustifolii"
"T-P02660","Epilobion angustifolii"
"T-P03115","Epilobion angustifolii"
"T-P04622","4"
"T-P04623","4"
"T-P04624","4"
"T-P04625","4"
"T-P04751","4"
"T-P04753","4"
"T-P04754","4"
"T-P04757","4"
"T-P04829","Epilobion angustifolii"
"T-P04832","Epilobion angustifolii"
"T-P05043","Epilobion angustifolii"
"T-P05049","Epilobion angustifolii"
"T-P05074","Epilobion angustifolii"
"T-P05087","Epilobion angustifolii"
"T-P05088","Epilobion angustifolii"
"T-P05089","Epilobion angustifolii"
"T-P05090","Epilobion angustifolii"
"T-P05138","5"
"T-P05190","Epilobion angustifolii"
"T-P05246","Epilobion angustifolii"
"T-P05323","Epilobion angustifolii"
"T-P05324","Epilobion angustifolii"
"T-P05334","Epilobion angustifolii"
"T-P06540","Epilobion angustifolii"
"T-P06632","Epilobion angustifolii"
"T-P06635","Epilobion angustifolii"
"T-P06636","Epilobion angustifolii"
"T-P06637","Epilobion angustifolii"
"T-P06638","Epilobion angustifolii"
"T-P06934","Epilobion angustifolii"
"T-P07706","Epilobion angustifolii"
"T-P07707","Epilobion angustifolii"
"T-P07708","Epilobion angustifolii"
"T-P07710","Epilobion angustifolii"
"T-P07722","Epilobion angustifolii"
"T-P07775","Epilobion angustifolii"
"T-P07777","Epilobion angustifolii"
"T-P07779","Epilobion angustifolii"
"T-P07782","Epilobion angustifolii"
"T-P07783","Epilobion angustifolii"
"T-P07784","Epilobion angustifolii"
"T-P07787","Epilobion angustifolii"
"T-P07788","Epilobion angustifolii"
"T-P07791","Epilobion angustifolii"
"T-P07792","Epilobion angustifolii"
"T-P07793","Epilobion angustifolii"
"T-P07794","Epilobion angustifolii"
"T-P07795","Epilobion angustifolii"
"T-P07796","Epilobion angustifolii"
"T-P07797","Epilobion angustifolii"
"T-P07798","Epilobion angustifolii"
"T-P07799","Epilobion angustifolii"
"T-P07801","Epilobion angustifolii"
"T-P07803","Epilobion angustifolii"
"T-P07804","Epilobion angustifolii"
"T-P07806","Epilobion angustifolii"
"T-P07808","Epilobion angustifolii"
"T-P07809","Epilobion angustifolii"
"T-P07811","Epilobion angustifolii"
"T-P07812","Epilobion angustifolii"
"T-P07813","Epilobion angustifolii"
"T-P07814","Epilobion angustifolii"
"T-P07816","Epilobion angustifolii"
"T-P07817","Epilobion angustifolii"
"T-P07818","Epilobion angustifolii"
"T-P07819","Epilobion angustifolii"
"T-P07820","Epilobion angustifolii"
"T-P07824","Epilobion angustifolii"
"T-P07830","Epilobion angustifolii"
"T-P07831","Epilobion angustifolii"
"T-P07833","Epilobion angustifolii"
"T-P07834","Epilobion angustifolii"
"T-P07835","Epilobion angustifolii"
"T-P07836","Epilobion angustifolii"
"T-P07862","Epilobion angustifolii"
"T-P07890","Epilobion angustifolii"
"T-P07907","Epilobion angustifolii"
"T-P07908","Epilobion angustifolii"
"T-P07911","Epilobion angustifolii"
"T-P07912","4"
"T-P07913","Epilobion angustifolii"
"T-P07914","Epilobion angustifolii"
"T-P07915","Epilobion angustifolii"
"T-P07916","Epilobion angustifolii"
"T-P07920","Epilobion angustifolii"
"T-P07921","Epilobion angustifolii"
"T-P07923","Epilobion angustifolii"
"T-P07957","Epilobion angustifolii"
"T-P08140","Epilobion angustifolii"
"T-P08141","Epilobion angustifolii"
"T-P08224","4"
"T-P08496","4"
"T-P08497","4"
"T-P08498","4"
"T-P08501","4"
"T-P09659","4"
"T-P09664","4"
"T-P09667","4"
"T-P09669","4"
"T-P11484","Epilobion angustifolii"
"T-P11493","4"
"T-P11495","Epilobion angustifolii"
"T-P11498","Epilobion angustifolii"
"T-P11602","4"
"T-P11603","4"
"T-P11604","4"
"T-P11605","4"
"T-P11607","4"
"T-P11608","4"
"T-P11609","4"
"T-P11610","4"
"T-P11614","4"
"T-P11616","Epilobion angustifolii"
"T-P11618","Epilobion angustifolii"
"T-P11619","Epilobion angustifolii"
"T-P11620","Epilobion angustifolii"
"T-P11621","Epilobion angustifolii"
"T-P11626","Epilobion angustifolii"
"T-P11955","Epilobion angustifolii"
"T-P11956","Epilobion angustifolii"
"T-P11957","Epilobion angustifolii"
"T-P11958","Epilobion angustifolii"
"T-P11959","Epilobion angustifolii"
"T-P11960","Epilobion angustifolii"
"T-P11961","Epilobion angustifolii"
"T-P12184","4"
"T-P12185","4"
"T-P12187","4"
"T-P12226","4"
"T-P12259","Epilobion angustifolii"
"T-P12261","4"
"T-P12263","Epilobion angustifolii"
"T-P12266","Epilobion angustifolii"
"T-P12284","Epilobion angustifolii"
"T-P12285","Epilobion angustifolii"
"T-P13051","Epilobion angustifolii"
"T-P13052","Epilobion angustifolii"
"T-P13053","Epilobion angustifolii"
"T-P13054","Epilobion angustifolii"
"T-P13056","Epilobion angustifolii"
"T-P13080","Epilobion angustifolii"
"T-P13082","Epilobion angustifolii"
"T-P13083","Epilobion angustifolii"
"T-P13084","Epilobion angustifolii"
"T-P13085","Epilobion angustifolii"
"T-P13086","Epilobion angustifolii"
"T-P13087","Epilobion angustifolii"
"T-P13088","Epilobion angustifolii"
"T-P13089","Epilobion angustifolii"
"T-P13090","Epilobion angustifolii"
"T-P13091","Epilobion angustifolii"
"T-P13107","Epilobion angustifolii"
"T-P13195","Epilobion angustifolii"
"T-P13212","Epilobion angustifolii"
"T-P13391","Epilobion angustifolii"
"T-P13445","Epilobion angustifolii"
"T-P13459","Epilobion angustifolii"
"T-P15249","5"
"T-P15253","5"
"T-P15254","5"
"T-P15255","5"
"T-P15256","5"
"T-P15261","5"
"T-P15262","5"
"T-P15263","5"
"T-P15264","5"
"T-P15265","5"
"T-P17233","Epilobion angustifolii"
"T-P17234","Epilobion angustifolii"
"T-P17235","Epilobion angustifolii"
"T-P17236","Epilobion angustifolii"
"T-P17237","Epilobion angustifolii"
"T-P17238","Epilobion angustifolii"
"T-P17240","Epilobion angustifolii"
"T-P17242","Epilobion angustifolii"
"T-P18070","Epilobion angustifolii"
"T-P18090","Epilobion angustifolii"
"T-P18091","Epilobion angustifolii"
"T-P18092","Epilobion angustifolii"
"T-P18093","Epilobion angustifolii"
"T-P18165","Epilobion angustifolii"
"T-P21510","Epilobion angustifolii"
"T-P21513","Epilobion angustifolii"
"T-P21514","Epilobion angustifolii"
"T-P21515","Epilobion angustifolii"
"T-P21516","Epilobion angustifolii"
"T-P21529","Epilobion angustifolii"
"T-P21532","Epilobion angustifolii"
"T-P22898","4"
"T-P22900","4"
"T-P22901","4"
"T-P22902","4"
"T-P22903","4"
"T-P22905","4"
"T-P22908","4"
"T-P22910","4"
"T-P22911","4"
"T-P22912","4"
"T-P22913","4"
"T-P22914","4"
"T-P22915","4"
"T-P22916","4"
"T-P22917","4"
"T-P22918","4"
"T-P22921","4"
"T-P22922","4"
"T-P22923","4"
"T-P22925","4"
"T-P22927","4"
"T-P22928","4"
"T-P22929","4"
"T-P22930","4"
"T-P22932","4"
"T-P22934","4"
"T-P22935","4"
"T-P23211","4"
"T-P23212","4"
"T-P23213","4"
"T-P23400","Epilobion angustifolii"
"T-P23402","Epilobion angustifolii"
"T-P23405","Epilobion angustifolii"
"T-P23406","Epilobion angustifolii"
"T-P23409","Epilobion angustifolii"
"T-P23411","Epilobion angustifolii"
"T-P23412","Epilobion angustifolii"
"T-P23413","Epilobion angustifolii"
"T-P23414","Epilobion angustifolii"
"T-P23415","Epilobion angustifolii"
"T-P23416","Epilobion angustifolii"
"T-P23419","Epilobion angustifolii"
"T-P26060","4"
"T-P26064","Epilobion angustifolii"
"T-P27842","Epilobion angustifolii"
"T-P27853","5"
"T-P27856","Epilobion angustifolii"
"T-P27860","Epilobion angustifolii"
"T-P27948","Epilobion angustifolii"
"T-P28146","5"
"T-P30422","Epilobion angustifolii"
"T-P32575","Epilobion angustifolii"
"T-P32578","Epilobion angustifolii"
"T-P32579","Epilobion angustifolii"
"T-P32582","Epilobion angustifolii"
"T-P32583","Epilobion angustifolii"
"T-P32584","Epilobion angustifolii"
"T-P32585","Epilobion angustifolii"
"T-P32587","Epilobion angustifolii"
"T-P35948","Epilobion angustifolii"
"T-P35959","Epilobion angustifolii"
"T-P35962","Epilobion angustifolii"
"T-P35963","Epilobion angustifolii"
"T-P35965","Epilobion angustifolii"
"T-P36725","4"
"T-P36727","4"
"T-P36728","4"
"U-P00007","Epilobion angustifolii"
"U-P00017","Epilobion angustifolii"
"U-P00019","Epilobion angustifolii"
"U-P00126","4"
"U-P00127","4"
"U-P00132","4"
"U-P00133","4"
"U-P00134","4"
"U-P00135","4"
"U-P00138","4"
"U-P00141","4"
"U-P00142","Epilobion angustifolii"
"U-P00144","4"
"U-P00148","Epilobion angustifolii"
"U-P00246","Epilobion angustifolii"
"U-P00247","Epilobion angustifolii"
"U-P00274","Epilobion angustifolii"
"U-P00275","4"
"U-P00281","Epilobion angustifolii"
"U-P00282","Epilobion angustifolii"
"U-P00283","Epilobion angustifolii"
"U-P00285","Epilobion angustifolii"
"U-P00287","Epilobion angustifolii"
"U-P00288","Epilobion angustifolii"
"U-P00290","Epilobion angustifolii"
"U-P00588","4"
"U-P00591","Epilobion angustifolii"
"U-P00633","4"
"U-P00634","4"
"U-P00637","4"
"U-P00638","4"
"U-P00639","4"
"U-P00640","4"
"U-P00641","4"
"U-P00642","4"
"U-P00644","4"
"U-P00653","4"
"U-P00654","4"
"U-P00655","4"
"U-P00657","4"
"U-P00848","Epilobion angustifolii"
"U-P00852","Epilobion angustifolii"
"U-P00895","Epilobion angustifolii"
"U-P00896","Epilobion angustifolii"
"U-P00897","Epilobion angustifolii"
"U-P00899","Epilobion angustifolii"
"U-P00901","Epilobion angustifolii"
"U-P00902","Epilobion angustifolii"
"U-P00907","Epilobion angustifolii"
"U-P00908","Epilobion angustifolii"
"U-P00909","Epilobion angustifolii"
"U-P00910","Epilobion angustifolii"
"U-P00911","Epilobion angustifolii"
"U-P00913","Epilobion angustifolii"
"U-P00914","Epilobion angustifolii"
"U-P00915","Epilobion angustifolii"
"U-P00916","Epilobion angustifolii"
"U-P06045","4"
"U-P06046","4"
"U-P06047","4"
"U-P06399","5"
"U-P06400","5"
"U-P07602","Epilobion angustifolii"
"U-P07907","Epilobion angustifolii"
"U-P07908","Epilobion angustifolii"
"U-P07911","Epilobion angustifolii"
"U-P07912","Epilobion angustifolii"
"U-P07913","Epilobion angustifolii"
"U-P08031","Epilobion angustifolii"
"U-P08032","Epilobion angustifolii"
"U-P08033","Epilobion angustifolii"
"U-P08034","Epilobion angustifolii"
"U-P12213","Epilobion angustifolii"
"U-P12214","5"
"U-P12215","Epilobion angustifolii"
"U-P12217","Epilobion angustifolii"
"U-P12219","Epilobion angustifolii"
"U-P12221","Epilobion angustifolii"
"U-P12307","Epilobion angustifolii"
"U-P12316","Epilobion angustifolii"
"U-P13629","Epilobion angustifolii"
"U-P13639","5"
"U-P14215","Epilobion angustifolii"
"U-P15258","4"
"U-P15453","Epilobion angustifolii"
"U-P15809","Epilobion angustifolii"
"U-P15818","5"
"U-P15819","5"
"U-P15820","5"
"U-P15821","5"
"U-P15822","5"
"U-P15844","5"
"U-P15845","5"
"U-P16371","5"
"U-P16699","Epilobion angustifolii"
"U-P16709","4"
"U-P16710","4"
"U-P16712","4"
"U-P16972","4"
