"SIVIMID","Revised.sintaxon"
"T-P22435","Spergulo arvensis-Erodion cicutariae"
"T-P22436","Spergulo arvensis-Erodion cicutariae"
"T-P22437","Spergulo arvensis-Erodion cicutariae"
"T-P22438","Spergulo arvensis-Erodion cicutariae"
"T-P22439","Spergulo arvensis-Erodion cicutariae"
"T-P22440","Spergulo arvensis-Erodion cicutariae"
"T-P22441","Spergulo arvensis-Erodion cicutariae"
"T-P22442","Spergulo arvensis-Erodion cicutariae"
"T-P22443","Spergulo arvensis-Erodion cicutariae"
"T-P22444","Spergulo arvensis-Erodion cicutariae"
"T-P22445","Spergulo arvensis-Erodion cicutariae"
"T-P22446","Spergulo arvensis-Erodion cicutariae"
"T-P22447","Spergulo arvensis-Erodion cicutariae"
"T-P22448","Spergulo arvensis-Erodion cicutariae"
"T-P22449","Spergulo arvensis-Erodion cicutariae"
"T-P22450","Spergulo arvensis-Erodion cicutariae"
"T-P22451","Spergulo arvensis-Erodion cicutariae"
"T-P22452","Spergulo arvensis-Erodion cicutariae"
"T-P22453","Spergulo arvensis-Erodion cicutariae"
"T-P22454","Spergulo arvensis-Erodion cicutariae"
"T-P22455","Spergulo arvensis-Erodion cicutariae"
"T-P22456","Spergulo arvensis-Erodion cicutariae"
"T-P22457","Spergulo arvensis-Erodion cicutariae"
"T-P22458","Spergulo arvensis-Erodion cicutariae"
"T-P22459","Spergulo arvensis-Erodion cicutariae"
"T-P22460","Spergulo arvensis-Erodion cicutariae"
"T-P22461","Spergulo arvensis-Erodion cicutariae"
"T-P22462","Spergulo arvensis-Erodion cicutariae"
"T-P22463","Spergulo arvensis-Erodion cicutariae"
"T-P22464","Spergulo arvensis-Erodion cicutariae"
"T-P22465","Spergulo arvensis-Erodion cicutariae"
"T-P22466","Spergulo arvensis-Erodion cicutariae"
"T-P22467","Spergulo arvensis-Erodion cicutariae"
"T-P22468","Spergulo arvensis-Erodion cicutariae"
"T-P22469","Spergulo arvensis-Erodion cicutariae"
"T-P22471","Spergulo arvensis-Erodion cicutariae"
"T-P22472","Spergulo arvensis-Erodion cicutariae"
"T-P22473","Spergulo arvensis-Erodion cicutariae"
"T-P22474","Spergulo arvensis-Erodion cicutariae"
"T-P22477","Spergulo arvensis-Erodion cicutariae"
"T-P22478","Spergulo arvensis-Erodion cicutariae"
"T-P22479","Spergulo arvensis-Erodion cicutariae"
"T-P22480","Spergulo arvensis-Erodion cicutariae"
"T-P22481","Spergulo arvensis-Erodion cicutariae"
"T-P22482","Spergulo arvensis-Erodion cicutariae"
"T-P22483","Spergulo arvensis-Erodion cicutariae"
"T-P22484","Spergulo arvensis-Erodion cicutariae"
"T-P22485","Spergulo arvensis-Erodion cicutariae"
"T-P22486","Spergulo arvensis-Erodion cicutariae"
"T-P23943","Spergulo arvensis-Erodion cicutariae"
"T-P23944","Spergulo arvensis-Erodion cicutariae"
"T-P23945","Spergulo arvensis-Erodion cicutariae"
"T-P23946","Spergulo arvensis-Erodion cicutariae"
"T-P23947","Spergulo arvensis-Erodion cicutariae"
"T-P23948","Spergulo arvensis-Erodion cicutariae"
"T-P23949","Spergulo arvensis-Erodion cicutariae"
"T-P23950","Spergulo arvensis-Erodion cicutariae"
"T-P23951","Spergulo arvensis-Erodion cicutariae"
"T-P23952","Spergulo arvensis-Erodion cicutariae"
"T-P23953","Spergulo arvensis-Erodion cicutariae"
"T-P23954","Spergulo arvensis-Erodion cicutariae"
"T-P27789","Spergulo arvensis-Erodion cicutariae"
"T-P27790","Spergulo arvensis-Erodion cicutariae"
"T-P27791","Spergulo arvensis-Erodion cicutariae"
"T-P27792","Spergulo arvensis-Erodion cicutariae"
"T-P27793","Spergulo arvensis-Erodion cicutariae"
"T-P27794","Spergulo arvensis-Erodion cicutariae"
"T-P27795","Spergulo arvensis-Erodion cicutariae"
"T-P27796","Spergulo arvensis-Erodion cicutariae"
"T-P27797","Spergulo arvensis-Erodion cicutariae"
"T-P27798","Spergulo arvensis-Erodion cicutariae"
"T-P27799","Spergulo arvensis-Erodion cicutariae"
"T-P27800","Spergulo arvensis-Erodion cicutariae"
"T-P27801","Spergulo arvensis-Erodion cicutariae"
"T-P27802","Spergulo arvensis-Erodion cicutariae"
"T-P27807","Scleranthion annui"
"T-P27808","Scleranthion annui"
"T-P27809","Scleranthion annui"
"T-P27810","Spergulo arvensis-Erodion cicutariae"
"T-P27812","Scleranthion annui"
"T-P27823","Spergulo arvensis-Erodion cicutariae"
"T-P27824","Spergulo arvensis-Erodion cicutariae"
"T-P31627","Spergulo arvensis-Erodion cicutariae"
"T-P32589","Spergulo arvensis-Erodion cicutariae"
"T-P32590","Spergulo arvensis-Erodion cicutariae"
"T-P32591","Spergulo arvensis-Erodion cicutariae"
"T-P32592","Spergulo arvensis-Erodion cicutariae"
"T-P32593","Spergulo arvensis-Erodion cicutariae"
"T-P32594","Spergulo arvensis-Erodion cicutariae"
"T-P32595","Spergulo arvensis-Erodion cicutariae"
"T-P32596","Scleranthion annui"
"T-P32597","Spergulo arvensis-Erodion cicutariae"
"T-P32598","Scleranthion annui"
"T-P32599","Scleranthion annui"
"T-P32600","Spergulo arvensis-Erodion cicutariae"
"T-P32601","Spergulo arvensis-Erodion cicutariae"
"T-P32602","Spergulo arvensis-Erodion cicutariae"
"T-P32603","Spergulo arvensis-Erodion cicutariae"
"T-P32604","Spergulo arvensis-Erodion cicutariae"
"T-P32605","Spergulo arvensis-Erodion cicutariae"
"T-P32606","Spergulo arvensis-Erodion cicutariae"
"T-P32607","Spergulo arvensis-Erodion cicutariae"
"T-P32608","Spergulo arvensis-Erodion cicutariae"
"T-P32609","Spergulo arvensis-Erodion cicutariae"
"T-P32610","Spergulo arvensis-Erodion cicutariae"
"T-P32611","Spergulo arvensis-Erodion cicutariae"
"T-P32612","Spergulo arvensis-Erodion cicutariae"
"T-P32613","Spergulo arvensis-Erodion cicutariae"
"T-P32614","Spergulo arvensis-Erodion cicutariae"
"T-P32615","Spergulo arvensis-Erodion cicutariae"
"T-P32616","Spergulo arvensis-Erodion cicutariae"
"T-P32617","Spergulo arvensis-Erodion cicutariae"
"T-P32618","Spergulo arvensis-Erodion cicutariae"
"T-P32619","Spergulo arvensis-Erodion cicutariae"
"T-P32620","Spergulo arvensis-Erodion cicutariae"
"T-P32621","Spergulo arvensis-Erodion cicutariae"
"T-P32622","Spergulo arvensis-Erodion cicutariae"
"T-P33531","Spergulo arvensis-Erodion cicutariae"
"T-P33532","Spergulo arvensis-Erodion cicutariae"
"T-P33533","Spergulo arvensis-Erodion cicutariae"
"T-P33534","Spergulo arvensis-Erodion cicutariae"
"T-P33535","Scleranthion annui"
"T-P33536","Spergulo arvensis-Erodion cicutariae"
"T-P33537","Spergulo arvensis-Erodion cicutariae"
"T-P33538","Spergulo arvensis-Erodion cicutariae"
"T-P33539","Spergulo arvensis-Erodion cicutariae"
"T-P33540","Spergulo arvensis-Erodion cicutariae"
"T-P33541","Spergulo arvensis-Erodion cicutariae"
"T-P33542","Spergulo arvensis-Erodion cicutariae"
"T-P33543","Scleranthion annui"
"T-P33544","Spergulo arvensis-Erodion cicutariae"
"T-P33545","Scleranthion annui"
"T-P33546","Spergulo arvensis-Erodion cicutariae"
"T-P33547","Spergulo arvensis-Erodion cicutariae"
"T-P33548","Scleranthion annui"
"T-P33549","Spergulo arvensis-Erodion cicutariae"
"T-P33550","Spergulo arvensis-Erodion cicutariae"
"T-P33551","Spergulo arvensis-Erodion cicutariae"
"T-P33552","Spergulo arvensis-Erodion cicutariae"
"T-P33553","Spergulo arvensis-Erodion cicutariae"
"T-P33554","Spergulo arvensis-Erodion cicutariae"
"T-P33555","Spergulo arvensis-Erodion cicutariae"
"T-P33556","Spergulo arvensis-Erodion cicutariae"
"T-P33557","Spergulo arvensis-Erodion cicutariae"
"T-P33558","Spergulo arvensis-Erodion cicutariae"
"T-P33559","Spergulo arvensis-Erodion cicutariae"
"T-P33560","Spergulo arvensis-Erodion cicutariae"
"T-P33561","Scleranthion annui"
"T-P33562","Scleranthion annui"
"T-P33563","Scleranthion annui"
"T-P33564","Scleranthion annui"
"T-P33565","Scleranthion annui"
"T-P33566","Scleranthion annui"
"T-P33567","Scleranthion annui"
"T-P33568","Spergulo arvensis-Erodion cicutariae"
"T-P33569","Spergulo arvensis-Erodion cicutariae"
"T-P33570","Spergulo arvensis-Erodion cicutariae"
"T-P33571","Spergulo arvensis-Erodion cicutariae"
"T-P33572","Spergulo arvensis-Erodion cicutariae"
"T-P33573","Spergulo arvensis-Erodion cicutariae"
"T-P33574","Spergulo arvensis-Erodion cicutariae"
"T-P33575","Spergulo arvensis-Erodion cicutariae"
"T-P33576","Spergulo arvensis-Erodion cicutariae"
"T-P33577","Spergulo arvensis-Erodion cicutariae"
"T-P33578","Spergulo arvensis-Erodion cicutariae"
"T-P33579","Spergulo arvensis-Erodion cicutariae"
"T-P36768","Scleranthion annui"
"T-P36769","Scleranthion annui"
"T-P36770","Scleranthion annui"
"T-P36771","Scleranthion annui"
"T-P36772","Scleranthion annui"
"T-P36773","Scleranthion annui"
"T-P36774","Scleranthion annui"
"T-P36775","Scleranthion annui"
"T-P36776","Scleranthion annui"
"T-P36777","Scleranthion annui"
"T-P36778","Scleranthion annui"
"T-P36779","Spergulo arvensis-Erodion cicutariae"
"T-P36780","Spergulo arvensis-Erodion cicutariae"
"T-P36781","Spergulo arvensis-Erodion cicutariae"
"T-P36782","Spergulo arvensis-Erodion cicutariae"
"T-P36783","Spergulo arvensis-Erodion cicutariae"
"T-P36784","Spergulo arvensis-Erodion cicutariae"
"T-P36785","Spergulo arvensis-Erodion cicutariae"
"T-P36786","Scleranthion annui"
"T-P36787","Spergulo arvensis-Erodion cicutariae"
"T-P36788","Scleranthion annui"
"T-P36789","Scleranthion annui"
"T-P36790","Spergulo arvensis-Erodion cicutariae"
"T-P36791","Spergulo arvensis-Erodion cicutariae"
"T-P36792","Spergulo arvensis-Erodion cicutariae"
"T-P36793","Spergulo arvensis-Erodion cicutariae"
"T-P36794","Spergulo arvensis-Erodion cicutariae"
"T-P36795","Spergulo arvensis-Erodion cicutariae"
"T-P36796","Spergulo arvensis-Erodion cicutariae"
"T-P36797","Spergulo arvensis-Erodion cicutariae"
"T-P36798","Spergulo arvensis-Erodion cicutariae"
"T-P36799","Spergulo arvensis-Erodion cicutariae"
"T-P36800","Spergulo arvensis-Erodion cicutariae"
"T-P36801","Spergulo arvensis-Erodion cicutariae"
"T-P36802","Spergulo arvensis-Erodion cicutariae"
"T-P36803","Spergulo arvensis-Erodion cicutariae"
"T-P36804","Spergulo arvensis-Erodion cicutariae"
"T-P36805","Spergulo arvensis-Erodion cicutariae"
"T-P36806","Spergulo arvensis-Erodion cicutariae"
"T-P36807","Spergulo arvensis-Erodion cicutariae"
"T-P36808","Spergulo arvensis-Erodion cicutariae"
"T-P36809","Spergulo arvensis-Erodion cicutariae"
"T-P36810","Spergulo arvensis-Erodion cicutariae"
"T-P36811","Spergulo arvensis-Erodion cicutariae"
"T-P36812","Spergulo arvensis-Erodion cicutariae"
"T-P36813","Spergulo arvensis-Erodion cicutariae"
"T-P36846","Spergulo arvensis-Erodion cicutariae"
"U-P00123","Spergulo arvensis-Erodion cicutariae"
"U-P00623","Spergulo arvensis-Erodion cicutariae"
"U-P06049","Spergulo arvensis-Erodion cicutariae"
"U-P06050","Spergulo arvensis-Erodion cicutariae"
"U-P06051","Spergulo arvensis-Erodion cicutariae"
"U-P10322","Spergulo arvensis-Erodion cicutariae"
"U-P10323","Spergulo arvensis-Erodion cicutariae"
"U-P10324","Spergulo arvensis-Erodion cicutariae"
"U-P10325","Spergulo arvensis-Erodion cicutariae"
"U-P10327","Spergulo arvensis-Erodion cicutariae"
"U-P10328","Spergulo arvensis-Erodion cicutariae"
"U-P10329","Spergulo arvensis-Erodion cicutariae"
"U-P10330","Spergulo arvensis-Erodion cicutariae"
"U-P10331","Spergulo arvensis-Erodion cicutariae"
"U-P10332","Spergulo arvensis-Erodion cicutariae"
"U-P10333","Spergulo arvensis-Erodion cicutariae"
"U-P10334","Spergulo arvensis-Erodion cicutariae"
"U-P10335","Spergulo arvensis-Erodion cicutariae"
"U-P10336","Spergulo arvensis-Erodion cicutariae"
"U-P10337","Spergulo arvensis-Erodion cicutariae"
"U-P10338","Spergulo arvensis-Erodion cicutariae"
"U-P10339","Spergulo arvensis-Erodion cicutariae"
"U-P10340","Spergulo arvensis-Erodion cicutariae"
"U-P10341","Spergulo arvensis-Erodion cicutariae"
"U-P10342","Spergulo arvensis-Erodion cicutariae"
"U-P10343","Spergulo arvensis-Erodion cicutariae"
"U-P10344","Spergulo arvensis-Erodion cicutariae"
"U-P10345","Scleranthion annui"
"U-P10346","Scleranthion annui"
"U-P10347","Spergulo arvensis-Erodion cicutariae"
"U-P10348","Spergulo arvensis-Erodion cicutariae"
"U-P10349","Spergulo arvensis-Erodion cicutariae"
"U-P10350","Spergulo arvensis-Erodion cicutariae"
"U-P10351","Spergulo arvensis-Erodion cicutariae"
"U-P10352","Spergulo arvensis-Erodion cicutariae"
"U-P10353","Spergulo arvensis-Erodion cicutariae"
"U-P10354","Spergulo arvensis-Erodion cicutariae"
"U-P10355","Spergulo arvensis-Erodion cicutariae"
"U-P10356","Spergulo arvensis-Erodion cicutariae"
"U-P10357","Spergulo arvensis-Erodion cicutariae"
"U-P10358","Spergulo arvensis-Erodion cicutariae"
"U-P13630","Scleranthion annui"
"U-P13632","Spergulo arvensis-Erodion cicutariae"
"U-P13663","Scleranthion annui"
"U-P15499","Spergulo arvensis-Erodion cicutariae"
"U-P15500","Spergulo arvensis-Erodion cicutariae"
