"SIVIMID","DCA1","DCA2","Cluster","EUNIS","Class","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Sintaxon","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation"
"R-P22243",-0.0128168730719687,0.0263952467384042,"15","V39",11,322243,122,11257,"29TNG84","29TNG8445",11695,590,"Entre Mugueimes y S. Pedro de Muiños (Muiños, Ourense)","ES","ATL_COAST","N_DUNES",100,"",30,10,"2725","Geranio robertiani-Caryolophetum sempervirentis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V39   ","No forest",-7.975960117,41.9576217,"1 - UTM1x1 + Elevation",590
"R-P22244",-0.0119488447813574,0.0199905377407762,"15","V39",11,322244,118,11523,"29TNG84","",11726,680,"Camino a Muiño en Rio Cados (Bande, Ourense)","ES","ATL_COAST","N_DUNES",90,"S",NA,5,"2725","Geranio robertiani-Caryolophetum sempervirentis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V39   ","No forest",-7.992087464,41.94791673,"3 - UTM10x10 + Elevation",680
"R-P22246",-0.00223005361034326,-0.00920820006771894,"15","V39",11,322246,107,11581,"29TNG84","29TNG8940",11728,875,"Guntumil (Muiños Ourense)","ES","ATL_COAST","N_DUNES",100,"N",NA,15,"2725","Geranio robertiani-Caryolophetum sempervirentis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V39   ","No forest",-7.921455893,41.90775824,"1 - UTM1x1 + Elevation",875
"R-P22254",-0.0321167469065574,-0.0378484767607058,"6","V15",4,322254,98,12151,"29TNG75","29TNG7753",11733,1000,"A Fraga, Lobeira","ES","ATL_COAST","N_DUNES",30,"SE",5,60,"2888","Linario eleganti-Anthoxanthetum aristati","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.061560413,42.03309657,"1 - UTM1x1 + Elevation",1000
"R-P22255",-0.00663523628918283,-0.046273251369907,"4","V15",4,322255,129,11932,"29TNG74","29TNG7342",11734,500,"Terrachan, Entrimo","ES","ATL_COAST","N_DUNES",90,"",NA,80,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.11606147,41.92984124,"1 - UTM1x1 + Elevation",500
"R-P22256",-0.0166315820328293,-0.0541508701493428,"4","V15",4,322256,116,11883,"29TNG74","29TNG7746",11735,480,"Torneiros, Lobios","ES","ATL_COAST","N_DUNES",100,"E",NA,40,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.064703041,41.9663355,"2 - UTM1x1 + Centroid",480
"R-P22257",-0.0129234500014655,-0.0553590743863094,"4","V15",4,322257,132,12406,"29TNG73","29TNG7436",11736,380,"A Devesa, Lobios","ES","ATL_COAST","N_DUNES",90,"W",NA,60,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.10724013,41.87981846,"1 - UTM1x1 + Elevation",380
"R-P22258",-0.00875261056137164,-0.0657369869582335,"12","V37",9,322258,120,12609,"29TNG73","29TNG7535",11737,410,"Nabizal en Vilameá. Lobios","ES","ATL_COAST","N_DUNES",100,"W",NA,30,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V37   ","No forest",-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",410
"R-P22259",-0.00881159297028994,-0.0596548705217534,"4","V15",4,322259,120,12609,"29TNG73","29TNG7535",11738,412,"Vilameá, Lobios","ES","ATL_COAST","N_DUNES",90,"W",NA,30,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",412
"R-P22260",-0.0129847411121232,-0.0593896256399554,"4","V15",4,322260,134,12223,"29TNG73","",11739,425,"Viñedo en A Calzada, entre Lobios y Vilameá, Lobios","ES","ATL_COAST","N_DUNES",85,"SW",NA,40,"8028a","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.099465518,41.87296248,"3 - UTM10x10 + Elevation",425
"R-P22261",-0.0111111331036566,-0.0500703989424572,"4","V15",4,322261,91,13391,"29TNG83","29TNG8235",11740,400,"Nabizal en Zapateiro, Lobios","ES","ATL_COAST","N_DUNES",90,"E",NA,50,"8028a","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.005130567,41.86653533,"2 - UTM1x1 + Centroid",400
"R-P22262",-0.0140820884093136,-0.0564052947597913,"4","V15",4,322262,91,13391,"29TNG83","29TNG8235",11741,395,"Barbecho y Nabizal Zapateiro, Lobios","ES","ATL_COAST","N_DUNES",90,"E",NA,50,"8028a","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.005130567,41.86653533,"2 - UTM1x1 + Centroid",395
"R-P22263",-0.0125025354767032,-0.0599369602797796,"4","V15",4,322263,124,14475,"29TNG43","29TNG4535",11742,700,"Pazo, Muiños","ES","ATL_COAST","N_DUNES",100,"SW",NA,50,"8028a","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.51023593,41.85933625,"3 - UTM10x10 + Elevation",700
"R-P22264",-0.00465867608432247,-0.0669907013649597,"12","V15",4,322264,132,11880,"29TNG73","29TNG7539",11743,350,"Nabizal en fincas bajo Fondevila, Lobios","ES","ATL_COAST","N_DUNES",90,"NW",NA,70,"8028a","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.085228607,41.90600619,"1 - UTM1x1 + Elevation",350
"R-P22265",-0.0137440184404354,-0.0488848598351592,"4","V15",4,322265,132,11771,"29TNG73","29TNG7539",11744,350,"Ultima finca bajo Fondevila hacia el embalse, Lobios","ES","ATL_COAST","N_DUNES",45,"NW",2,100,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.085371374,41.90780044,"1 - UTM1x1 + Elevation",350
"R-P22266",-0.0111163301530298,-0.0623688353814041,"4","V15",4,322266,130,12557,"29TNG73","29TNG7538",11745,420,"Quintás, Lobios","ES","ATL_COAST","N_DUNES",100,"",NA,50,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.084514966,41.89703488,"1 - UTM1x1 + Elevation",420
"R-P22268",-0.0126217943537069,-0.0609460872140902,"4","V15",4,322268,132,11669,"29TNG74","29TNG7741",11746,450,"Xendive, Lobios","ES","ATL_COAST","N_DUNES",90,"W",NA,60,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.062346234,41.9214247,"1 - UTM1x1 + Elevation",450
"R-P22269",-0.0111394361678777,-0.0565629481904025,"12","V15",4,322269,131,11831,"29TNG74","29TNG7741",11747,450,"Xendive, Lobios","ES","ATL_COAST","N_DUNES",90,"W",NA,80,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.062488437,41.92321902,"1 - UTM1x1 + Elevation",450
"R-P22270",-0.0178485731958604,-0.0380385980499229,"4","V15",4,322270,112,12783,"29TNG83","29TNG8239",11748,850,"Albite, Muiños","ES","ATL_COAST","N_DUNES",70,"S",3,40,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.010201192,41.90211028,"1 - UTM1x1 + Elevation",850
"R-P22271",-0.0139251842718146,-0.0538124848307774,"4","V15",4,322271,122,12334,"29TNG84","29TNG8545",11749,630,"Mugueimes, Muiños","ES","ATL_COAST","N_DUNES",100,"W",5,50,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-7.973276132,41.95413704,"1 - UTM1x1 + Elevation",630
"R-P22272",-0.0123679845324163,-0.0574194571131352,"4","V15",4,322272,122,10379,"29TNG84","",11750,665,"Entre O Barrio y Taboadela, Muiños","ES","ATL_COAST","N_DUNES",30,"S",5,100,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.033090552,41.91731228,"3 - UTM10x10 + Elevation",665
"R-P22273",-0.014626910074629,-0.0631802136407931,"4","V15",4,322273,107,11581,"29TNG84","29TNG8940",11725,880,"Requiás. Salida hacia Guntumil por el embalse, Muiños","ES","ATL_COAST","N_DUNES",90,"",NA,50,"8028","Chrysantemo segeti-Raphanetum raphanistri","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-7.921455893,41.90775824,"1 - UTM1x1 + Elevation",880
"R-P22274",-0.0122857448234395,-0.0525546585391402,"4","V15",4,322274,110,12124,"29TNG84","29TNG8940",11752,860,"Guntumil, Muiños","ES","ATL_COAST","N_DUNES",70,"W",NA,40,"3328","Lamio amplexicaulis-Veronicetum hederifoliae","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-7.926537639,41.91114109,"1 - UTM1x1 + Elevation",860
"R-P22275",0.112360353378104,-0.495246343862427,"12","V",9,322275,132,11436,"29TNG73","29TNG7539",11753,405,"Zapateiro, Lobios","ES","ATL_COAST","N_DUNES",20,"W",NA,30,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V     ","No forest",-8.094550028,41.90199074,"1 - UTM1x1 + Elevation",405
"R-P22276",0.0455216881768219,-0.168460452088589,"12","V15",4,322276,131,14190,"29TNG73","29TNG7036",11754,400,"Compostela, Lobios","ES","ATL_COAST","N_DUNES",40,"NW",NA,50,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.15045287,41.87788344,"1 - UTM1x1 + Elevation",400
"R-P22277",0.0963728636257649,-0.354869790414846,"12","V",9,322277,133,13318,"29TNG73","29TNG7036",11755,400,"Compostela, Lobios","ES","ATL_COAST","N_DUNES",40,"NE",NA,40,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V     ","No forest",-8.148196657,41.87978546,"1 - UTM1x1 + Elevation",400
"R-P22278",0.0388014231801936,-0.208424079043524,"12","V",4,322278,134,11636,"29TNG73","29TNG7539",11756,425,"Fondevila, Lobios","ES","ATL_COAST","N_DUNES",35,"W",NA,80,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V     ","No forest",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",425
"R-P22279",0.0596015867092797,-0.252739286743547,"12","V15",4,322279,132,12105,"29TNG73","29TNG7639",11757,420,"Lobios","ES","ATL_COAST","N_DUNES",60,"W",NA,50,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.077737788,41.90273734,"1 - UTM1x1 + Elevation",420
"R-P22280",0.0699730560604272,-0.316149595357918,"12","V37",9,322280,122,11594,"29TNG84","29TNG8247",11758,560,"Santa Comba, Bande","ES","ATL_COAST","N_DUNES",40,"S",3,100,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V37   ","No forest",-8.003531808,41.97082532,"1 - UTM1x1 + Elevation",560
"R-P22281",0.0488951825822944,-0.073088932945645,"12","V15",4,322281,110,12250,"29TNG74","29TNG7445",11759,840,"Venceáns, Entrimo","ES","ATL_COAST","N_DUNES",50,"NE",NA,40,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.096442216,41.95592432,"1 - UTM1x1 + Elevation",840
"R-P22282",0.0841857489687155,-0.325604045062383,"12","V34",7,322282,128,12217,"29TNG74","29TNG7342",11760,480,"Terrachán, Entr;mo","ES","ATL_COAST","N_DUNES",70,"SW",NA,40,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V34   ","No forest",-8.113658797,41.92994856,"1 - UTM1x1 + Elevation",480
"R-P22284",0.0623982293260293,-0.30879085165487,"12","V15",4,322284,120,12609,"29TNG73","29TNG7535",11761,410,"Vilameá, Lobios","ES","ATL_COAST","N_DUNES",50,"W",NA,80,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",410
"R-P22285",0.067252725283429,-0.304923642147953,"12","V15",4,322285,124,12759,"29TNG73","29TNG7535",11762,640,"Vilameá, Lobios","ES","ATL_COAST","N_DUNES",20,"NW",3,100,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-8.093950157,41.86420491,"1 - UTM1x1 + Elevation",640
"R-P22286",0.0638858234612828,-0.255208603252615,"12","V37",9,322286,120,11727,"29TNG84","29TNG8344",11763,600,"Cados, Muiños","ES","ATL_COAST","N_DUNES",70,"SW",NA,100,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V37   ","No forest",-7.994772141,41.95140092,"1 - UTM1x1 + Elevation",600
"R-P22287",0.0394478033037646,-0.202133080082282,"12","V37",9,322287,122,11257,"29TNG84","29TNG8445",11764,625,"Martedón, Mugueimes, Muiños","ES","ATL_COAST","N_DUNES",30,"SW",NA,70,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V37   ","No forest",-7.976100077,41.95941625,"1 - UTM1x1 + Elevation",625
"R-P22288",0.0725756428492627,-0.309363460448631,"12","V15",4,322288,120,11563,"29TNG84","29TNG8545",11765,900,"Mugueimes, Muiños","ES","ATL_COAST","N_DUNES",35,"S",NA,50,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-7.968607623,41.95624458,"2 - UTM1x1 + Centroid",900
"R-P22289",0.0451383007512586,-0.211261218877995,"12","V15",4,322289,111,11484,"29TNG84","29TNG8940",11766,860,"Guntumil, Muiños","ES","ATL_COAST","N_DUNES",30,"W",NA,50,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-7.917064959,41.91334875,"1 - UTM1x1 + Elevation",860
"R-P22290",0.0510230834589646,-0.118279450232914,"12","V15",4,322290,109,11672,"29TNG84","29TNG8940",11767,865,"Guntumil, Muiños","ES","ATL_COAST","N_DUNES",40,"W",NA,50,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-7.919191453,41.90965615,"1 - UTM1x1 + Elevation",865
"R-P22291",0.0472467960583563,-0.217499189577494,"12","V15",4,322291,107,11337,"29TNG84","29TNG8843",11768,720,"Maus de Salas, Muiños","ES","ATL_COAST","N_DUNES",30,"S",NA,100,"748","Lamio hybridi-Echinochloetum crus-gallii","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V15   ","No forest",-7.933282832,41.93785441,"2 - UTM1x1 + Centroid",720
"R-P22293",0.011448141973425,-0.0536816237492684,"14","V37",9,322293,134,11636,"29TNG73","29TNG7539",11769,390,"Fondevila, Lobios","ES","ATL_COAST","N_DUNES",100,"S",NA,2,"753","Sisymbrio officinalis-Hordeetum murini","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V37   ","No forest",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",390
"R-P22294",0.0229786191823337,-0.0251293813190697,"16","V38",10,322294,134,11636,"29TNG73","29TNG7539",11770,392,"Fondevila, Lobios","ES","ATL_COAST","N_DUNES",100,"S",5,2,"753","Sisymbrio officinalis-Hordeetum murini","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V38   ","No forest",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",392
"R-P22295",-0.00455444240615707,-0.000772808603480168,"1","V32",5,322295,132,11436,"29TNG73","29TNG7539",11771,405,"Fondevila, Lobios","ES","ATL_COAST","N_DUNES",70,"",NA,3,"753","Sisymbrio officinalis-Hordeetum murini","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V32   ","No forest",-8.094550028,41.90199074,"1 - UTM1x1 + Elevation",405
"R-P22296",-0.00744529989391626,-0.0194670210866705,"1","V37",9,322296,128,11842,"29TNG74","29TNG7342",11772,490,"Terrachán, Entrimo","ES","ATL_COAST","N_DUNES",90,"N",NA,2,"753","Sisymbrio officinalis-Hordeetum murini","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V37   ","No forest",-8.116205221,41.9316354,"1 - UTM1x1 + Elevation",490
"R-P22297",-0.0148670151181575,-0.0158203386518726,"1","V32",5,322297,128,12447,"29TNG74","29TNG7342",11773,500,"Terrachán, Entrimo","ES","ATL_COAST","N_DUNES",100,"E",5,3,"753","Sisymbrio officinalis-Hordeetum murini","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V32   ","No forest",-8.11125611,41.93005582,"1 - UTM1x1 + Elevation",500
"R-P22298",-0.00349741929650088,0.00127600719014709,"14","V32",5,322298,122,11360,"29TNG84","29TNG8747",11774,580,"O Gorgozo, Muiños","ES","ATL_COAST","N_DUNES",100,"NW",NA,10,"7846","Bromo diandri-Carduetum tenuiflori","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V32   ","No forest",-7.941424446,41.97892401,"1 - UTM1x1 + Elevation",580
"R-P22299",-0.00383531576112922,0.00769262907319812,"14","V32",5,322299,122,11383,"29TNG84","29TNG8747",11775,590,"O Gorgozo, Muiños","ES","ATL_COAST","N_DUNES",100,"NW",NA,10,"7846","Bromo diandri-Carduetum tenuiflori","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V32   ","No forest",-7.943690447,41.97702558,"1 - UTM1x1 + Elevation",590
"R-P22302",-0.00618544527150916,-0.0553488568217074,"1","V35",8,322302,120,12609,"29TNG73","29TNG7535",11778,400,"Vilameá, Lobios","ES","ATL_COAST","N_DUNES",20,"",NA,2,"0755b","Polygono arenastri-Matricarietum matricarioidis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V35   ","No forest",-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",400
"R-P22303",0.00179568831887966,-0.0653148688777151,"1","V35",8,322303,113,11426,"29TNG84","29TNG8542",11751,795,"Xermeade, Muiños","ES","ATL_COAST","N_DUNES",60,"",NA,2,"0755b","Polygono arenastri-Matricarietum matricarioidis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V35   ","No forest",-7.966652503,41.93101631,"1 - UTM1x1 + Elevation",795
"R-P22304",-0.00226594003747577,-0.0445071962772615,"1","V35",8,322304,110,11526,"29TNG84","29TNG8644",11779,810,"Campo da feira, Porqueirós, Muiños","ES","ATL_COAST","N_DUNES",60,"",NA,2,"0755b","Polygono arenastri-Matricarietum matricarioidis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V35   ","No forest",-7.95080331,41.94430692,"1 - UTM1x1 + Elevation",810
"R-P22305",-0.00605339189947368,-0.0396440556861963,"1","V35",8,322305,110,12250,"29TNG74","29TNG7445",11780,830,"Venceáns, Entrimo","ES","ATL_COAST","N_DUNES",70,"NE",NA,2,"0755b","Polygono arenastri-Matricarietum matricarioidis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V35   ","No forest",-8.096442216,41.95592432,"1 - UTM1x1 + Elevation",830
"R-P22306",-0.00817761672912876,-0.056145350873514,"1","V35",8,322306,111,11287,"29TNG84","29TNG8940",11781,870,"Guntumil, Muiños","ES","ATL_COAST","N_DUNES",70,"",NA,3,"0755b","Polygono arenastri-Matricarietum matricarioidis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V35   ","No forest",-7.917203052,41.91514346,"1 - UTM1x1 + Elevation",870
"R-P22307",-0.00378642487814893,-0.0521943677888416,"1","V35",8,322307,122,11594,"29TNG84","29TNG8247",11782,560,"Santa Comba, Bande","ES","ATL_COAST","N_DUNES",60,"SW",NA,3,"0755b","Polygono arenastri-Matricarietum matricarioidis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V35   ","No forest",-8.003531808,41.97082532,"1 - UTM1x1 + Elevation",560
"R-P22308",0.000495724454330354,-0.0584068027005568,"1","V35",8,322308,134,11636,"29TNG73","29TNG7539",11783,420,"Fondevila, Lobios","ES","ATL_COAST","N_DUNES",60,"E",NA,4,"0755b","Polygono arenastri-Matricarietum matricarioidis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V35   ","No forest",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",420
"R-P22309",0.0027460931866333,-0.0643991020485322,"1","V35",8,322309,120,12609,"29TNG73","29TNG7535",11784,410,"Vilameá, Lobios","ES","ATL_COAST","N_DUNES",80,"W",10,2,"0755b","Polygono arenastri-Matricarietum matricarioidis","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V35   ","No forest",-8.0894349,41.86800681,"2 - UTM1x1 + Centroid",410
"R-P22313",-0.0281426802781664,-0.0264487599939989,"1","V34",7,322313,127,11937,"29TNG74","29TNG7841",11788,810,"Area recreativa entre Ganceiros y Parada da Ventosa, Lobios","ES","ATL_COAST","N_DUNES",30,"",NA,1,"1731","Crassulo tillaeae-Saginetum apetalae","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V34   ","No forest",-8.052735922,41.92184909,"2 - UTM1x1 + Centroid",810
"R-P22314",-0.0264188668793259,-0.0188929935448797,"1","V34",7,322314,122,12731,"29TNG63","29TNG6639",11789,570,"As Casiñas, Olelas, Entumo","ES","ATL_COAST","N_DUNES",50,"",NA,1,"1731","Crassulo tillaeae-Saginetum apetalae","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela."," V34   ","No forest",-8.202905451,41.90072054,"1 - UTM1x1 + Elevation",570
"R-P22326",-0.0624239739891576,0.186581108855579,"13","?",5,322326,102,12088,"29TNG74","29TNG7446",11794,915,"Muro en Queguas, Entrimo","ES","ATL_COAST","N_DUNES",35,"S",90,3,"2828","Anogrammo leptophyllae-Umbilicetum rupestris","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela.","      ?","No forest",-8.106775118,41.9644669,"1 - UTM1x1 + Elevation",915
"R-P22339",-0.108673649728859,0.386623092188199,"13","?",1,322339,134,11636,"29TNG73","29TNG7539",11802,380,"Fondevila, Lobios","ES","ATL_COAST","N_DUNES",30,"NW",90,3,"771","Parietarietum judaicae","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela.","      ?","No forest",-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",380
"R-P22340",-0.0876385773326938,0.302398559857989,"13","?",1,322340,127,11742,"29TNG74","",11803,480,"A fila, Entrimo","ES","ATL_COAST","N_DUNES",20,"SE",90,2,"771","Parietarietum judaicae","Pulgar, I.","1999","La vegetación de la Baixa Limia y sierras del entorno.","Tesis doctoral. Universidade de Santiago de Compostela.","      ?","No forest",-8.101645234,41.93048438,"3 - UTM10x10 + Elevation",480
