"SIVIMID","DCA1","DCA2","Cluster","EUNIS","Class","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Sintaxon","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation"
"T-P03121",-0.00327037843638631,-0.048028237838859,"1","V35",8,503121,129,12568,"30TVN99","",14710,200,"San Pedro","","ATL_COAST","N_DUNES",40,"N",NA,1,"755","Polygono arenastri-Matricarietum matricarioidis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.02989145,43.26335106,"3 - UTM10x10 + Elevation",200
"T-P03122",-0.00194352282909455,-0.0594589254660124,"1","V35",8,503122,135,12390,"30TVN99","",14711,150,"Musques","","ATL_COAST","N_DUNES",30,"NW",NA,2,"755","Polygono arenastri-Matricarietum matricarioidis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.116196195,43.29211083,"3 - UTM10x10 + Elevation",150
"T-P03123",-0.00340973788426499,-0.0439784784044636,"1","V35",8,503123,138,13128,"30TWN09","",14712,80,"Portugalete","","ATL_COAST","N_DUNES",60,"SW",NA,1,"755","Polygono arenastri-Matricarietum matricarioidis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-2.881881044,43.34253456,"3 - UTM10x10 + Elevation",80
"T-P03124",-0.00633806337757334,-0.0527904780727934,"1","V35",8,503124,134,13089,"30TVN89","",14713,100,"Covarón","","ATL_COAST","N_DUNES",60,"S",NA,1,"755","Polygono arenastri-Matricarietum matricarioidis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.128625923,43.34072231,"3 - UTM10x10 + Elevation",100
"T-P03125",0.000442756303867115,-0.0492952585861154,"1","V35",8,503125,135,14413,"30TVN88","",14714,200,"Sopuerta","","ATL_COAST","N_DUNES",30,"S",NA,1,"755","Polygono arenastri-Matricarietum matricarioidis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.145674068,43.24705377,"3 - UTM10x10 + Elevation",200
"T-P03126",-0.00486132317728621,-0.0375913546374749,"1","V35",8,503126,132,13640,"30TVN78","",14679,300,"Carranza","","ATL_COAST","N_DUNES",40,"SW",NA,NA,"755","Polygono arenastri-Matricarietum matricarioidis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.325469031,43.23767883,"3 - UTM10x10 + Elevation",300
"T-P03127",-0.0273939330954224,-0.043611722218805,"1","V35",8,503127,142,13251,"30TVN99","",14715,20,"Musques","","ATL_COAST","N_DUNES",25,"S",NA,2,"756","Bryo argentei-Saginetum procumbentis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.032392999,43.3335864,"3 - UTM10x10 + Elevation",20
"T-P03128",-0.0275445639142858,-0.0370874862352651,"1","V35",8,503128,142,NA,"30TVN99","",14716,10,"Santurce (junto a Térmica)","","ATL_COAST","N_DUNES",20,"NW",NA,1,"756","Bryo argentei-Saginetum procumbentis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.010190382,43.34259509,"3 - UTM10x10 + Elevation",10
"T-P03129",-0.0286365432827913,-0.0370004095964228,"1","V35",8,503129,134,14117,"30TVN99","",14717,200,"Gallarta","","ATL_COAST","N_DUNES",20,"N",NA,1,"756","Bryo argentei-Saginetum procumbentis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.101427479,43.30653227,"3 - UTM10x10 + Elevation",200
"T-P03130",-0.0191879215882594,-0.0468524203935959,"1","V35",8,503130,134,13862,"30TVN78","",14718,200,"Carranza","","ATL_COAST","N_DUNES",25,"NE",NA,2,"756","Bryo argentei-Saginetum procumbentis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.367430084,43.25195926,"3 - UTM10x10 + Elevation",200
"T-P03131",-0.0160968208000158,-0.0477711240537709,"1","V35",8,503131,138,13419,"30TVN99","",14719,100,"Ciérvana","","ATL_COAST","N_DUNES",15,"SW",NA,1,"756","Bryo argentei-Saginetum procumbentis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.089118393,43.32094987,"3 - UTM10x10 + Elevation",100
"T-P03132",-0.0242112320360783,-0.0417773810778866,"1","V35",8,503132,135,12333,"30TVN88","",14720,300,"Zalla","","ATL_COAST","N_DUNES",20,"N",NA,2,"756","Bryo argentei-Saginetum procumbentis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271."," V35   ","No forest",-3.170260115,43.2290104,"3 - UTM10x10 + Elevation",300
"T-P03468",-0.0316610572207054,-0.0350047188337482,"6","V15",4,503468,113,14203,"29TQG44","",14727,830,"4 km al N de Ferreras de Abajo","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2195a","Triseto ovati-Arnoseridetum minimae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-7,43,"5 - UTMs missing from DEM",830
"T-P03469",-0.0329188500973626,-0.0346897847286896,"6","V15",4,503469,52,9798,"29TQG07","",14728,760,"4 km al NE de Valdeciervos","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2195a","Triseto ovati-Arnoseridetum minimae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.517054166,42.20037363,"4 - UTM10x10 + Centroid",760
"T-P03470",-0.0287163257112001,-0.0399123936099268,"6","V15",4,503470,101,9038,"29TQG15","",14729,800,"1 km al E de Sagallos","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2195a","Triseto ovati-Arnoseridetum minimae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.449399262,42.05884169,"4 - UTM10x10 + Centroid",800
"T-P03471",-0.0284038536400663,-0.0429246944390097,"6","V15",4,503471,105,10104,"29TPG95","",14730,850,"2 km al E de Puebla de Sanabria","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2195a","Triseto ovati-Arnoseridetum minimae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.630956118,41.97932291,"3 - UTM10x10 + Elevation",850
"T-P03472",-0.031207336479064,-0.0412277156223839,"6","V15",4,503472,104,13158,"29TPG85","",14731,890,"1 km al S de Sta. Colomba de Sanabria","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2195a","Triseto ovati-Arnoseridetum minimae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.721037279,41.99264297,"3 - UTM10x10 + Elevation",890
"T-P03473",-0.0297396570746603,-0.0422101447342874,"6","V15",4,503473,101,9038,"29TQG15","",14732,760,"0.5 km al E de Anta","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2195a","Triseto ovati-Arnoseridetum minimae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.449399262,42.05884169,"4 - UTM10x10 + Centroid",760
"T-P03479",-0.0318322543950759,-0.0391667246536997,"6","V15",4,503479,89,9058,"29TQH21","",14733,1160,"Puerto del Manzanal","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2195a","Triseto ovati-Arnoseridetum minimae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.286927646,42.56060595,"3 - UTM10x10 + Elevation",1160
"T-P03480",-0.0239054733850868,-0.0455114680842305,"6","V15",4,503480,112,9393,"29TQH12","",14734,720,"4 km al E de Bembibre","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2195b","Triseto ovati-Arnoseridetum minimae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.391625954,42.64939611,"3 - UTM10x10 + Elevation",720
"T-P03482",-0.0315644022834047,-0.0408271184598235,"6","V15",4,503482,122,8048,"29TPH91","",14735,610,"4 km al N de Ponferrada","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2195b","Triseto ovati-Arnoseridetum minimae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.579063781,42.5572459,"3 - UTM10x10 + Elevation",610
"T-P03492",-0.030502049875016,-0.0412288982597923,"6","V15",4,503492,97,10007,"30TUN04","",14736,1000,"2 km al NE de La Valcueva","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2195b","Triseto ovati-Arnoseridetum minimae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-5.406264651,42.84544537,"3 - UTM10x10 + Elevation",1000
"T-P03500",-0.0229316020971251,-0.0332453943506382,"4","V15",4,503500,121,8554,"29TPH82","",14737,500,"2 km al N de Cacabelos","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2196b","Cnico benedicti-Papaveretum argemones","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.689756159,42.61675948,"3 - UTM10x10 + Elevation",500
"T-P03501",-0.0142806468324376,-0.0467833589438774,"4","V15",4,503501,125,6722,"29TPH92","",14738,650,"1 km al S de Sancedo","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2196b","Cnico benedicti-Papaveretum argemones","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.588881821,42.64337899,"3 - UTM10x10 + Elevation",650
"T-P03503",-0.0292182142574325,-0.0365351414365127,"6","V15",4,503503,97,6685,"30TTN52","",14739,960,"5 km al S de La Venta de la Fuerta","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2196b","Cnico benedicti-Papaveretum argemones","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-5.944573422,42.63655899,"3 - UTM10x10 + Elevation",960
"T-P03512",-0.0205155332845688,-0.031479867063137,"6","V15",4,503512,122,8163,"29TQH01","",14740,600,"1 km al W de Almazcara","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2196a","Cnico benedicti-Papaveretum argemones","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-6.51046248,42.59358715,"3 - UTM10x10 + Elevation",600
"T-P03513",-0.0187111398170247,-0.0311853982421406,"4","V15",4,503513,95,6951,"30TTN52","",14741,590,"1 km al W de S. Juan","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2196a","Cnico benedicti-Papaveretum argemones","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",590
"T-P03533",-0.0256186811418778,-0.0429443103654908,"6","V15",4,503533,97,10638,"30TUN04","",14742,980,"1 km al SW de Candanedo","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2196b","Cnico benedicti-Papaveretum argemones","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-5.336090445,42.86670987,"3 - UTM10x10 + Elevation",980
"T-P03856",-0.0100511945687257,-0.048096656789466,"6","V13",3,503856,110,7637,"30TXN11","",14743,570,"1 km al S de Mendivil","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2200","Veronico triphylli-Cerastietum dichotomi","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V13   ","No forest",-1.54236802,42.60930836,"4 - UTM10x10 + Centroid",570
"T-P03872",-0.0171114378407691,-0.0503056024487759,"4","V15",4,503872,97,10265,"30TUN14","",14745,940,"1 km al W de La Aciza","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2200","Veronico triphylli-Cerastietum dichotomi","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-5.321142037,42.85981026,"3 - UTM10x10 + Elevation",940
"T-P03876",-0.00683391148515436,-0.0466678445345795,"12","V15",4,503876,104,10094,"30TWN53","",14746,830,"1 km al W de Aranarache","","ATL_COAST","N_DUNES",NA,"",NA,NA,"747","Kickxio spuriae-Nigelletum gallicae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-2.298814642,42.76052651,"3 - UTM10x10 + Elevation",830
"T-P03877",-0.00687328418433178,-0.0502832517748107,"12","V15",4,503877,123,8839,"30TWN73","",14747,480,"1 km al W de Evchávarri","","ATL_COAST","N_DUNES",NA,"",NA,NA,"747","Kickxio spuriae-Nigelletum gallicae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-2.084300105,42.72118944,"3 - UTM10x10 + Elevation",480
"T-P03896",-0.0126582341355092,-0.0414532680294765,"2","V15",4,503896,113,14203,"30TWN71","",14748,580,"6 km al NE de Los Arcos","","ATL_COAST","N_DUNES",NA,"",NA,NA,"747","Kickxio spuriae-Nigelletum gallicae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-7,43,"5 - UTMs missing from DEM",580
"T-P03897",-0.0177217631492439,-0.0362940497802503,"2","V15",4,503897,122,7805,"30TWN51","",14744,560,"5 km al NE de Viana","","ATL_COAST","N_DUNES",NA,"",NA,NA,"747","Kickxio spuriae-Nigelletum gallicae","Nezadal, W.","1989","La vegetación arvense (Stellarietea mediae) de los cultivos de primavera de Ibe."," Dissertationes Botanicae, 143: 1-205."," V15   ","No forest",-2.342000878,42.60588748,"3 - UTM10x10 + Elevation",560
"T-P04751",-0.0332372249589899,0.025824932472294,"19","V39",11,504751,101,16441,"29TPH75","",13894,810,"Barranco de Baloura","","ATL_COAST","N_DUNES",NA,"",NA,4,"2258","Chaerophyllo aurei-Valerianetum pyrenaicae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-6.878897273,42.91303194,"3 - UTM10x10 + Elevation",810
"T-P04753",-0.026049602579878,0.0270380525272287,"19","V39",11,504753,89,13352,"29TQH14","",13896,1200,"Salentinos","","ATL_COAST","N_DUNES",NA,"",NA,10,"2258","Chaerophyllo aurei-Valerianetum pyrenaicae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-6.405375769,42.85608473,"3 - UTM10x10 + Elevation",1200
"T-P04754",-0.0359515146717476,0.036098143231905,"19","V39",11,504754,70,14955,"29TQH27","",13897,1540,"entre la Pornacal y Las Camposas (Somiedo)","","ATL_COAST","N_DUNES",NA,"",NA,20,"2258","Chaerophyllo aurei-Valerianetum pyrenaicae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-6.296079158,43.05557585,"3 - UTM10x10 + Elevation",1540
"T-P04757",-0.0271531660647064,0.0319080535759463,"19","V39",11,504757,78,13732,"29TQH37","",13900,1250,"Valle de Saliencia (Somiedo)","","ATL_COAST","N_DUNES",NA,"",NA,15,"2258","Chaerophyllo aurei-Valerianetum pyrenaicae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-6.16709491,43.12585161,"3 - UTM10x10 + Elevation",1250
"T-P04812",-0.00819416997988934,0.00420937079909489,"15","V39",11,504812,102,14887,"30TUN58","",13945,1060,"Vega de Sotres, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,40,"2157","Senecioni duriaei-Chenopodietum boni-henrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.754385375,43.24629828,"3 - UTM10x10 + Elevation",1060
"T-P04813",-0.0149752737323727,0.00891713437605945,"14","V39",11,504813,81,15569,"30TUN56","",13946,1400,"Llánaves de la Reina","","ATL_COAST","N_DUNES",NA,"",NA,10,"2157","Senecioni duriaei-Chenopodietum boni-henrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.822576379,43.05433533,"3 - UTM10x10 + Elevation",1400
"T-P04814",-0.00622164597613192,0.0151450274876235,"15","V39",11,504814,72,11390,"30TUN58","",13947,1500,"Vega de Sotres, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,NA,"2157","Senecioni duriaei-Chenopodietum boni-henrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.798549642,43.24020958,"3 - UTM10x10 + Elevation",1500
"T-P04815",-0.0208036907776726,0.0207332856117682,"15","V37",9,504815,44,17497,"30TUN58","",13948,1900,"Fuente de la Vueltona, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,10,"2157","Senecioni duriaei-Chenopodietum boni-henrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V37   ","No forest",-4.794555687,43.1880464,"3 - UTM10x10 + Elevation",1900
"T-P04816",-0.00952600278085308,0.0176003856297269,"15","V39",11,504816,49,11404,"30TUN48","",13949,1700,"Canal del Perro, Macizo Occidental","","ATL_COAST","N_DUNES",NA,"",NA,10,"2157","Senecioni duriaei-Chenopodietum boni-henrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.934827061,43.18756032,"3 - UTM10x10 + Elevation",1700
"T-P04817",-0.026667634505794,0.00666437256917707,"20","V38",10,504817,70,12433,"30TUN58","",13950,1430,"Aliva, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,10,"2268","Cirsio chodati-Carduetum cantabrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V38   ","No forest",-4.764516188,43.17050472,"3 - UTM10x10 + Elevation",1430
"T-P04819",-0.0184496277409101,0.0232213020552465,"15","V39",11,504819,59,14111,"30TUN58","",13952,1620,"Refugio de Aliva, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,10,"2268","Cirsio chodati-Carduetum cantabrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.825095504,43.22178014,"3 - UTM10x10 + Elevation",1620
"T-P04820",-0.0186007747287661,0.00253265163643879,"1","V39",11,504820,64,12394,"30TUN58","",13953,1550,"Collado de Cámara, Aliva, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,10,"2268","Cirsio chodati-Carduetum cantabrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V39   ","No forest",-4.761746306,43.15974196,"3 - UTM10x10 + Elevation",1550
"T-P04821",-0.022656741031062,0.00574188596389025,"20","V38",10,504821,78,11992,"30TUN57","",13954,1340,"Las Portillas, Espinama, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,10,"2268","Cirsio chodati-Carduetum cantabrici","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V38   ","No forest",-4.764954781,43.10026214,"3 - UTM10x10 + Elevation",1340
"T-P04823",-0.0277781889530365,0.0138794522816879,"20","V38",10,504823,71,9722,"29TQH47","",13956,1350,"Torrestío","","ATL_COAST","N_DUNES",NA,"",NA,15,"2269","Cirsio chodati-Carduetum carpetani","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V38   ","No forest",-6.008270155,43.04550291,"3 - UTM10x10 + Elevation",1350
"T-P04824",-0.0255638922546413,0.0126107859762321,"20","V38",10,504824,67,10527,"29TQH47","",13957,1480,"Puerto de Ventana","","ATL_COAST","N_DUNES",NA,"",NA,10,"2269","Cirsio chodati-Carduetum carpetani","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V38   ","No forest",-6.002846057,43.08526369,"3 - UTM10x10 + Elevation",1480
"T-P04825",-0.00913904931163989,-0.0132932572794546,"14","V37",9,504825,130,10162,"30TUN78","",13958,330,"Allende","","ATL_COAST","N_DUNES",NA,"",NA,2,"753","Sisymbrio officinalis-Hordeetum murini","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V37   ","No forest",-4.5842792,43.24157766,"3 - UTM10x10 + Elevation",330
"T-P04826",0.00129566695505451,-0.0644050950463635,"1","V35",8,504826,73,14783,"30TUN56","",13959,1400,"Llánaves de la Reina","","ATL_COAST","N_DUNES",NA,"",NA,1,"755","Polygono arenastri-Matricarietum matricarioidis","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V35   ","No forest",-4.82806946,42.99121457,"3 - UTM10x10 + Elevation",1400
"T-P04827",-0.0332709110997838,-0.0448161359356335,"1","V35",8,504827,121,13552,"30TUN39","",13960,260,"Covadonga","","ATL_COAST","N_DUNES",NA,"",NA,1,"756","Bryo argentei-Saginetum procumbentis","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V35   ","No forest",-5.08732144,43.32894773,"3 - UTM10x10 + Elevation",260
"T-P04828",0.00115334821252763,-0.061282651696295,"1","V35",8,504828,76,9932,"30TTN56","",13961,1300,"Hotel Babia, San Emiliano","","ATL_COAST","N_DUNES",70,"",NA,4,"626","Polygono-Coronopetum squamati","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V35   ","No forest",-5.990585558,42.98473825,"3 - UTM10x10 + Elevation",1300
"T-P04831",-0.0279086890394402,-0.0422494430102903,"1","V35",8,504831,61,11292,"30TUN56","",13964,1610,"Puerto de San Glorio","","ATL_COAST","N_DUNES",NA,"",NA,4,"731","Plantagini majoris-Poetum variae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V35   ","No forest",-4.837770668,42.98745726,"3 - UTM10x10 + Elevation",1610
"T-P04832",-0.0313954389407415,-0.0391546852881476,"1","V",5,504832,25,13933,"30TUN58","",13965,2360,"Cabaña Verónica, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,1,"731","Plantagini majoris-Poetum variae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones"," V     ","No forest",-4.839268281,43.20174328,"3 - UTM10x10 + Elevation",2360
"T-P04834",-0.0265097100454646,-0.0327123899377046,"1","?",5,504834,58,11817,"30TUN58","",13967,1680,"Refugio de Aliva, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,1,"731","Plantagini majoris-Poetum variae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","      ?","No forest",-4.749554236,43.16353092,"3 - UTM10x10 + Elevation",1680
"T-P04874",-0.115312582808844,0.417208500724087,"13","?",1,504874,139,14080,"30TVP60","30TVP6601",14749,6,"Limpias","","ATL_COAST","N_DUNES",NA,"",NA,10,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.41745649,43.36164366,"1 - UTM1x1 + Elevation",6
"T-P04875",-0.100155654740015,0.365852490927737,"13","?",1,504875,140,14385,"30TVP60","30TVP6706",14784,30,"Laredo","","ATL_COAST","N_DUNES",NA,"",NA,10,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.40543943,43.41031101,"1 - UTM1x1 + Elevation",30
"T-P04876",-0.101048779934965,0.362385417289855,"13","?",1,504876,142,NA,"30TVP60","30TVP6309",14785,50,"Santoña","","ATL_COAST","N_DUNES",NA,"",NA,20,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.445186375,43.44077816,"1 - UTM1x1 + Elevation",50
"T-P04877",-0.0978034119507533,0.345196712707415,"13","?",1,504877,139,13892,"30TVP60","30TVP6905",14786,5,"Bárcena de Cicero","","ATL_COAST","N_DUNES",NA,"",NA,10,"771","Parietarietum judaicae","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","      ?","No forest",-3.370779985,43.39782242,"1 - UTM1x1 + Elevation",5
