Percentage synoptic table with fidelity {Phi coeff. C } (29 columns)
;;;34;56;56;127;47;43;10;14;100;5;59;34;69;41;12;80;188;34;24;206;16;71;169;39;228;30;145;144;427
Bryum argenteum; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    86.5;  ---;  ---;  ---;  ---;  ---;
Sagina procumbens; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     5.2;  ---;  ---;  ---;  ---;     0.3;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    81.7;  ---;  ---;  ---;  ---;  ---;
Mibora minima; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    12.5;  ---;  ---;  ---;  ---;    62.3;  ---;  ---;  ---;  ---;
Spergula arvensis; 0;   ;  ---;  ---;  ---;  ---;  ---;     0.8;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     3.4;  ---;  ---;  ---;  ---;  ---;    11.5;  ---;  ---;  ---;  ---;    47.5;  ---;  ---;    19.4;     0.1;
Rumex acetosella; 0;   ;  ---;  ---;     6.4;  ---;  ---;  ---;     5.7;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     4.1;  ---;  ---;  ---;  ---;     5.4;  ---;  ---;  ---;  ---;    45.7;  ---;  ---;    10.1;  ---;
Arnoseris minima; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;    12.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     3.8;  ---;  ---;  ---;  ---;  ---;    43.4;  ---;  ---;  ---;     0.0;
Scleranthus annuus; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;    13.7;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    43.4;  ---;  ---;  ---;  ---;
Raphanus raphanistrum aggr.; 0;   ;  ---;     1.2;  ---;  ---;  ---;  ---;     3.5;     1.2;  ---;  ---;  ---;  ---;     2.5;     5.3;  ---;  ---;  ---;  ---;  ---;     9.6;  ---;  ---;  ---;  ---;    41.9;  ---;  ---;    17.5;     0.9;
Linaria elegans; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    39.9;  ---;  ---;  ---;  ---;
Anthoxanthum ovatum; 0;   ;  ---;  ---;  ---;  ---;  ---;     1.3;    13.2;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    38.5;  ---;  ---;  ---;     2.8;
Glebionis segetum; 0;   ;  ---;  ---;  ---;  ---;  ---;     0.2;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.3;  ---;  ---;  ---;  ---;  ---;     6.5;  ---;  ---;  ---;  ---;    36.1;  ---;  ---;    17.7;     1.1;
Hypochaeris glabra; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     1.5;  ---;     4.5;  ---;  ---;    34.8;  ---;  ---;  ---;     0.4;
Myosotis discolor; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     3.8;  ---;     5.6;  ---;  ---;  ---;  ---;    34.6;  ---;  ---;  ---;     0.4;
Ornithopus compressus; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    26.8;  ---;  ---;  ---;  ---;  ---;     1.2;  ---;  ---;  ---;  ---;    34.5;  ---;  ---;     1.0;  ---;
Stachys arvensis; 0;   ;  ---;  ---;  ---;  ---;  ---;     1.8;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     2.0;  ---;  ---;  ---;  ---;  ---;    22.3;  ---;  ---;  ---;  ---;    33.3;  ---;  ---;    15.0;     2.1;
Linaria amethystea; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     1.6;  ---;  ---;  ---;  ---;    30.8;  ---;  ---;  ---;  ---;
Aphanes arvensis; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     8.3;  ---;    10.9;  ---;  ---;    30.6;  ---;  ---;  ---;     6.1;
Arundo donax; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    99.9;  ---;  ---;  ---;
Silene latifolia; 0;   ;  ---;    12.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.2;     3.2;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    78.8;  ---;  ---;  ---;
Pteridium aquilinum; 0;   ;  ---;     8.9;  ---;     1.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    22.4;  ---;     7.1;  ---;  ---;     0.8;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    52.6;  ---;  ---;  ---;
Phytolacca americana; 0;   ;  ---;    12.3;     2.3;  ---;     0.3;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     1.4;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    43.7;  ---;  ---;  ---;
Calystegia sepium; 0;   ;  ---;  ---;  ---;    13.5;    20.4;  ---;  ---;  ---;  ---;  ---;  ---;    15.9;    13.7;     7.5;  ---;  ---;     0.0;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    39.8;  ---;  ---;     0.7;
Pentaglottis sempervirens; 0;   ;     9.5;     5.3;     5.3;     4.2;  ---;  ---;  ---;     1.0;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    27.8;     0.0;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    38.2;  ---;  ---;  ---;
Brachypodium pinnatum aggr.; 0;   ;  ---;  ---;     0.4;     3.3;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    21.7;  ---;     1.8;  ---;     4.6;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    32.1;  ---;  ---;     1.0;
Oxalis corniculata; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.0;  ---;  ---;    16.9;  ---;     8.2;  ---;  ---;  ---;     3.1;  ---;  ---;  ---;  ---;  ---;    31.4;  ---;     4.5;     2.6;
Ceratocapnos claviculata; 0;   ;  ---;     7.1;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    30.5;  ---;  ---;  ---;
Hordeum murinum; 0;   ;  ---;  ---;  ---;     5.7;  ---;    15.1;  ---;     6.8;  ---;  ---;  ---;  ---;  ---;    14.7;  ---;  ---;  ---;     4.5;  ---;  ---;  ---;  ---;     3.8;  ---;  ---;  ---;    55.4;  ---;     3.3;
Sisymbrium officinale; 0;   ;     4.6;  ---;  ---;     2.1;  ---;     4.5;  ---;     6.6;  ---;  ---;  ---;  ---;  ---;     8.8;  ---;  ---;     1.2;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    52.8;  ---;     2.3;
Lolium perenne; 0;   ;     4.2;  ---;  ---;  ---;  ---;  ---;     1.0;    18.4;  ---;  ---;  ---;  ---;     5.0;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    26.3;     1.2;  ---;  ---;    31.1;  ---;     1.5;
Digitaria sanguinalis; 0;   ;  ---;  ---;  ---;  ---;    18.0;  ---;  ---;     3.6;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.8;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    60.5;     1.3;
Amaranthus hybridus aggr.; 0;   ;  ---;  ---;  ---;  ---;     3.3;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.1;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    60.2;  ---;
Chenopodium album; 0;   ;  ---;  ---;  ---;  ---;     2.6;     1.9;    27.5;    13.2;  ---;  ---;  ---;  ---;     0.9;  ---;  ---;  ---;  ---;  ---;  ---;     9.7;  ---;  ---;  ---;  ---;  ---;  ---;     2.4;    48.8;     0.8;
Portulaca oleracea; 0;   ;  ---;  ---;  ---;  ---;     5.4;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    43.1;     1.7;
Solanum nigrum; 0;   ;  ---;  ---;  ---;  ---;     6.4;  ---;  ---;     9.9;  ---;  ---;  ---;  ---;     4.5;  ---;  ---;  ---;  ---;  ---;  ---;     7.3;     2.1;  ---;  ---;  ---;  ---;  ---;  ---;    42.9;  ---;
Persicaria maculosa; 0;   ;  ---;  ---;  ---;  ---;    15.8;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.1;  ---;  ---;  ---;  ---;  ---;  ---;     7.0;    23.8;  ---;  ---;  ---;     4.0;     7.7;  ---;    41.6;     0.2;
Fallopia convolvulus; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;     5.3;  ---;  ---;  ---;  ---;  ---;  ---;     0.5;  ---;  ---;  ---;  ---;  ---;     6.8;     7.6;  ---;  ---;  ---;     1.7;    14.6;  ---;    37.4;     1.7;
Oxalis latifolia; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     9.9;  ---;  ---;  ---;  ---;     0.2;  ---;     1.6;    35.7;     2.0;
Setaria verticilliformis; 0;   ;  ---;  ---;  ---;  ---;     7.3;  ---;  ---;  ---;  ---;  ---;  ---;     4.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    30.5;  ---;
Galium aparine; 0;   ;    39.4;    15.2;  ---;    28.4;  ---;  ---;     6.1;  ---;  ---;  ---;  ---;  ---;  ---;     0.9;  ---;  ---;    24.2;    32.1;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.2;  ---;     0.6;
Sambucus ebulus; 0;   ;    34.2;  ---;  ---;    67.1;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     3.1;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Lythrum salicaria; 0;   ;  ---;  ---;  ---;  ---;    64.7;  ---;  ---;  ---;  ---;  ---;  ---;     6.9;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    45.0;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Lycopus europaeus; 0;   ;  ---;  ---;  ---;  ---;    52.1;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    44.8;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Echinochloa crus-galli; 0;   ;  ---;  ---;  ---;  ---;    37.6;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     4.1;    20.1;  ---;  ---;  ---;  ---;  ---;  ---;    51.0;  ---;
Leersia oryzoides; 0;   ;  ---;  ---;  ---;  ---;    36.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    32.7;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Persicaria lapathifolia; 0;   ;  ---;  ---;  ---;  ---;    32.8;  ---;  ---;     0.2;  ---;    24.6;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    50.7;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Mentha pulegium; 0;   ;  ---;  ---;  ---;  ---;    32.5;  ---;  ---;  ---;  ---;    38.8;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    16.3;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Carduus carpetanus; 0;   ;  ---;  ---;  ---;  ---;  ---;    50.9;  ---;  ---;    54.2;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Jacobaea vulgaris; 0;   ;     0.0;  ---;  ---;  ---;  ---;    32.7;     3.3;     1.0;    40.3;  ---;  ---;     0.0;     1.1;  ---;  ---;  ---;  ---;     0.0;  ---;  ---;     5.3;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Anthemis arvensis; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;    45.7;  ---;  ---;  ---;  ---;  ---;  ---;     5.0;  ---;  ---;  ---;  ---;  ---;     3.3;  ---;  ---;  ---;  ---;    38.5;  ---;     3.7;     3.8;     2.5;
Vicia sativa aggr.; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;    31.8;  ---;  ---;  ---;  ---;  ---;  ---;    34.0;  ---;  ---;  ---;     6.8;  ---;     8.8;  ---;  ---;  ---;  ---;    14.9;  ---;     1.6;  ---;     2.5;
Avenella flexuosa; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    79.5;  ---;  ---;  ---;  ---;    37.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Cymbalaria muralis; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    72.1;  ---;  ---;  ---;  ---;    56.7;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Asplenium trichomanes; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    57.7;  ---;  ---;  ---;  ---;    50.6;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Polypodium cambricum; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    34.5;  ---;  ---;  ---;  ---;    49.7;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Umbilicus rupestris; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    34.2;  ---;  ---;  ---;  ---;    37.0;  ---;    14.3;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Asplenium ruta-muraria; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    33.7;  ---;  ---;  ---;  ---;    33.1;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Asplenium ceterach; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    32.7;  ---;  ---;  ---;  ---;    54.0;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;
Parietaria judaica aggr.; 0;   ;  ---;    27.4;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    31.8;  ---;  ---;  ---;  ---;    61.8;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     4.0;  ---;  ---;  ---;
Pulicaria dysenterica; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    47.9;    31.4;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     3.4;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.4;
Daucus carota; 0;   ;  ---;  ---;  ---;  ---;  ---;     9.4;  ---;  ---;  ---;  ---;  ---;     8.2;    49.3;    34.4;  ---;     0.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     6.0;  ---;  ---;     3.1;
Ochlopoa annua; 0;   ;  ---;  ---;     0.6;  ---;  ---;  ---;  ---;    12.8;  ---;  ---;  ---;  ---;  ---;     6.7;  ---;  ---;  ---;  ---;  ---;    18.5;  ---;    22.1;    34.2;    33.2;     4.0;  ---;     8.8;  ---;     0.2;
Urtica dioica; 0;   ;    32.6;     1.5;    27.9;    30.9;  ---;     2.2;  ---;  ---;     9.5;  ---;  ---;     9.5;  ---;  ---;  ---;  ---;    30.3;     3.1;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     3.6;  ---;  ---;  ---;
Setaria pumila; 0;   ;  ---;  ---;  ---;  ---;    29.9;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     1.3;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    26.0;     0.1;
Galinsoga parviflora; 0;   ;  ---;  ---;  ---;  ---;     4.9;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.3;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    24.9;     0.8;
Fumaria officinalis; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     1.0;  ---;  ---;  ---;  ---;  ---;     2.8;  ---;  ---;     7.6;  ---;  ---;  ---;  ---;     6.6;  ---;     1.7;    21.6;     3.0;
Eragrostis minor; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    18.3;  ---;
Sonchus asper; 0;   ;  ---;  ---;  ---;     3.2;  ---;    13.1;  ---;     2.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.9;  ---;  ---;     6.3;     1.7;  ---;  ---;  ---;     2.4;  ---;     1.0;    17.7;     6.1;
Cyperus esculentus; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     3.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    17.5;     0.2;
Lipandra polysperma; 0;   ;  ---;  ---;  ---;  ---;    11.4;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    13.2;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    16.8;     1.1;
Eragrostis virescens; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    16.4;  ---;
Misopates orontium; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.7;  ---;  ---;  ---;  ---;  ---;  ---;     3.4;  ---;  ---;  ---;  ---;     8.5;    10.3;     3.1;    15.9;     1.5;
Amaranthus retroflexus; 0;   ;  ---;  ---;  ---;  ---;    17.0;  ---;  ---;    10.8;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     2.3;  ---;  ---;  ---;  ---;  ---;  ---;     0.4;    14.1;     1.8;
Setaria viridis; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    19.9;  ---;  ---;  ---;  ---;  ---;  ---;     2.1;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    13.9;  ---;
Amaranthus blitum aggr.; 0;   ;  ---;  ---;  ---;  ---;     5.0;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     8.8;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    13.1;     3.6;
Datura stramonium; 0;   ;  ---;  ---;  ---;  ---;    12.7;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     0.5;  ---;  ---;  ---;  ---;  ---;  ---;     1.1;    12.4;  ---;
Veronica agrestis; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     1.5;  ---;  ---;  ---;  ---;     1.3;  ---;  ---;    12.4;     3.7;
Erodium moschatum; 0;   ;  ---;    10.9;  ---;  ---;  ---;     0.1;  ---;     6.3;  ---;  ---;  ---;  ---;  ---;    19.0;  ---;  ---;  ---;  ---;  ---;     0.3;  ---;  ---;  ---;  ---;     2.8;  ---;  ---;    11.4;     0.5;
Corrigiola litoralis; 0;   ;  ---;  ---;  ---;  ---;    13.0;     0.9;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     4.6;  ---;  ---;  ---;  ---;     9.7;     2.5;  ---;  ---;     0.1;  ---;     6.5;  ---;  ---;    10.7;     0.9;
Mercurialis annua; 0;   ;  ---;    15.4;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     5.8;  ---;     1.1;  ---;  ---;  ---;    23.3;  ---;  ---;  ---;  ---;     4.4;     9.3;  ---;    10.5;     3.1;
Chenopodium opulifolium; 0;   ;  ---;  ---;  ---;  ---;  ---;     9.9;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     1.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     8.8;  ---;
Blitum virgatum; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     8.2;  ---;
Matricaria discoidea; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     8.2;  ---;
Spergularia segetalis; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     8.2;  ---;
Veronica officinalis; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     8.2;  ---;
Medicago minima; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     8.2;  ---;
Fagopyrum esculentum; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     8.2;  ---;
Digitaria ischaemum; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     8.2;  ---;
Convolvulus arvensis; 0;   ;     1.1;  ---;  ---;  ---;  ---;     2.0;    26.8;     4.9;  ---;    26.8;  ---;  ---;     9.2;     3.9;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     3.7;  ---;    11.6;     7.4;     2.0;
Arrhenatherum elatius; 0;   ;     7.1;  ---;  ---;     0.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     7.5;    11.7;  ---;     2.0;  ---;  ---;     4.7;  ---;  ---;  ---;  ---;     8.4;     8.6;  ---;     7.1;     1.8;
Laphangium luteoalbum; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     7.5;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     7.1;     2.0;
Amaranthus cruentus; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     7.0;     2.1;
Eragrostis pilosa; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     7.0;     2.1;
Malva sylvestris; 0;   ;     7.7;  ---;    11.7;    20.1;  ---;    20.3;  ---;  ---;  ---;  ---;  ---;  ---;     1.1;  ---;  ---;  ---;     5.2;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    18.0;     6.4;     0.7;
Sonchus oleraceus; 0;   ;  ---;    18.2;  ---;     3.4;  ---;  ---;  ---;     0.6;  ---;  ---;     4.0;  ---;     8.9;    21.5;  ---;    10.5;  ---;  ---;  ---;    19.7;  ---;  ---;  ---;  ---;     2.9;     3.0;     7.7;     5.8;     3.9;
Cyperus rotundus; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     1.8;  ---;  ---;     1.5;  ---;  ---;     2.0;  ---;  ---;  ---;     2.5;     5.8;     3.7;
Ceratochloa cathartica; 0;   ;  ---;     3.1;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    13.2;  ---;  ---;  ---;     1.3;  ---;  ---;     2.3;  ---;  ---;  ---;  ---;  ---;  ---;     5.5;     5.6;     0.4;
Lamium amplexicaule; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;    20.8;     5.4;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;    23.6;  ---;  ---;  ---;  ---;     7.4;  ---;  ---;     5.2;     0.8;
Anagallis arvensis; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;    26.8;     0.8;  ---;  ---;  ---;  ---;     4.4;    26.1;  ---;  ---;  ---;  ---;  ---;     9.0;  ---;  ---;  ---;  ---;     3.2;  ---;  ---;     5.1;     7.8;
Prunella grandiflora; 0;   ;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     7.4;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     5.0;  ---;
Xanthium spinosum; 0;   ;  ---;  ---;  ---;  ---;    10.5;  ---;  ---;    18.6;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;  ---;     4.5;  ---;
