"","SIVIMID","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope","L1"
"115","T-P06625","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",30,1995,-3.012567051,42.89322413,"4 - UTM10x10 + Centroid",620,"",NA,"Balloto-Conion maculati"
"116","T-P06988","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",25,1984,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",600,"NW",18,"Balloto-Conion maculati"
"117","T-P06989","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V37",20,1984,-6.802239258,42.46180761,"3 - UTM10x10 + Elevation",580,"",NA,"Sisymbrion officinalis"
"118","T-P11637","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","C35a",20,1988,-5.873425387,42.94452123,"3 - UTM10x10 + Elevation",1500,"N",36,"Arction lappae"
"119","T-P11638","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","C35a",15,1988,-5.834468808,42.8968695,"3 - UTM10x10 + Elevation",1470,"NE",36,"Arction lappae"
"120","T-P11639","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","R",12,1988,-5.831034095,42.87534389,"3 - UTM10x10 + Elevation",1430,"N",45,"Arction lappae"
"121","T-P11640","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","V37",15,1988,-5.827869342,42.9132408,"3 - UTM10x10 + Elevation",1500,"E",45,"Arction lappae"
"122","T-P11641","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","V37",12,1988,-5.820855853,42.9206175,"3 - UTM10x10 + Elevation",1400,"E",54,"Arction lappae"
"123","T-P11642","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","R",20,1988,-5.907957042,42.94905109,"3 - UTM10x10 + Elevation",1460,"N",54,"Arction lappae"
"124","T-P11643","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","C35a",10,1988,-5.828752755,42.8790021,"3 - UTM10x10 + Elevation",1550,"E",54,"Arction lappae"
"125","T-P11644","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","C35a",12,1988,-5.870976939,42.94458271,"3 - UTM10x10 + Elevation",1500,"E",45,"Arction lappae"
"126","T-P11645","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","V38",15,1988,-5.919417286,42.880326,"3 - UTM10x10 + Elevation",1470,"NE",36,"Arction lappae"
"127","T-P11654","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",25,1988,-5.64636353,42.90857919,"3 - UTM10x10 + Elevation",1140,"NW",22.5,"Balloto-Conion maculati"
"128","T-P11656","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",50,1988,-5.704786375,42.9000092,"3 - UTM10x10 + Elevation",1200,"",NA,"Balloto-Conion maculati"
"129","T-P11661","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",8,1988,-5.640404681,42.94113308,"3 - UTM10x10 + Elevation",1140,"",NA,"Balloto-Conion maculati"
"130","T-P11662","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V15",4,1988,-5.635423289,42.88181811,"3 - UTM10x10 + Elevation",1030,"",NA,"Sisymbrion officinalis"
"131","T-P11670","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris","V38",10,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"",NA,"Balloto-Conion maculati"
"132","T-P11671","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris","V38",20,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1020,"",NA,"Balloto-Conion maculati"
"133","T-P11681","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",25,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1020,"S",1.8,"Sisymbrion officinalis"
"134","T-P11682","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","R",6,1988,-5.718361471,42.87447482,"3 - UTM10x10 + Elevation",1100,"",NA,"Sisymbrion officinalis"
"135","T-P11683","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","R",7,1988,-5.698714819,42.87313904,"3 - UTM10x10 + Elevation",1100,"",NA,"Sisymbrion officinalis"
"136","T-P11684","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",10,1988,-5.664736949,42.93696707,"3 - UTM10x10 + Elevation",1140,"",NA,"Sisymbrion officinalis"
"137","T-P11685","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",12,1988,-5.662288369,42.93702408,"3 - UTM10x10 + Elevation",1130,"",NA,"Sisymbrion officinalis"
"138","T-P11686","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",7,1988,-5.650045362,42.93730836,"3 - UTM10x10 + Elevation",1130,"",NA,"Sisymbrion officinalis"
"139","T-P11687","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",12,1988,-5.709125862,42.94312798,"3 - UTM10x10 + Elevation",1200,"",NA,"Sisymbrion officinalis"
"140","T-P11688","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","R",10,1988,-5.766523388,42.91113911,"3 - UTM10x10 + Elevation",1190,"",NA,"Sisymbrion officinalis"
"141","T-P11689","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",10,1988,-5.701622197,42.93970367,"3 - UTM10x10 + Elevation",1200,"",NA,"Sisymbrion officinalis"
"142","T-P11691","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V38",20,1988,-5.630301604,42.81890376,"3 - UTM10x10 + Elevation",1000,"",NA,"Balloto-Conion maculati"
"143","T-P11855","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",3,1988,-6.266854553,42.92135376,"3 - UTM10x10 + Elevation",1320,"",NA,"Sisymbrion officinalis"
"144","T-P11856","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",2,1988,-6.435897193,42.87678161,"3 - UTM10x10 + Elevation",900,"",NA,"Balloto-Conion maculati"
"145","T-P11857","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",8,1988,-6.355314663,42.9710159,"3 - UTM10x10 + Elevation",1120,"",NA,"Sisymbrion officinalis"
"146","T-P11858","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V38",20,1988,-5.612890353,42.81209893,"3 - UTM10x10 + Elevation",1000,"",NA,"Balloto-Conion maculati"
"147","T-P11859","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",10,1988,-5.664736949,42.93696707,"3 - UTM10x10 + Elevation",1140,"",NA,"Sisymbrion officinalis"
"148","T-P11860","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",5,1988,-5.16733654,42.87183135,"3 - UTM10x10 + Elevation",980,"",NA,"Sisymbrion officinalis"
"149","T-P11870","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",20,1988,-6.351889004,42.9531083,"3 - UTM10x10 + Elevation",1000,"",NA,"Balloto-Conion maculati"
"150","T-P11871","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",25,1988,-6.214149866,42.94445721,"3 - UTM10x10 + Elevation",1270,"",NA,"Balloto-Conion maculati"
"151","T-P11872","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",50,1988,-5.701858365,42.94510076,"3 - UTM10x10 + Elevation",1200,"",NA,"Balloto-Conion maculati"
"152","T-P11874","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",20,1988,-6.754270027,42.59485171,"3 - UTM10x10 + Elevation",540,"",NA,"Balloto-Conion maculati"
"153","T-P11883","Senecioni duriaei-Chenopodietum boni-henrici","Arction lappae","Epilobietea angustifolii","V39",8,1988,-4.824177325,43.02549475,"3 - UTM10x10 + Elevation",1380,"",NA,"Arction lappae"
"154","T-P12083","Holosteo umbellati-Veronicetum persicae","Oxalidion europeae","Papaveretea rhoeadis","V15",100,1988,-6.678433678,42.507273,"3 - UTM10x10 + Elevation",510,"",NA,"Sisymbrion officinalis"
"155","T-P12268","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","V39",10,1988,-6.230343729,43.0196353,"3 - UTM10x10 + Elevation",1480,"",NA,"Arction lappae"
"156","T-P12269","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","V35",10,1988,-6.243923613,43.0444621,"3 - UTM10x10 + Elevation",1300,"",NA,"Arction lappae"
"157","T-P12270","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","C35a",10,1988,-6.213856679,42.98588442,"3 - UTM10x10 + Elevation",1350,"",NA,"Arction lappae"
"158","T-P12271","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","V39",6,1988,-6.402625935,42.98402406,"3 - UTM10x10 + Elevation",1520,"",NA,"Arction lappae"
"159","T-P12277","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",20,1988,-6.327726795,42.91419609,"3 - UTM10x10 + Elevation",1000,"",NA,"Balloto-Conion maculati"
"160","T-P12278","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",25,1988,-6.189951626,42.95053729,"3 - UTM10x10 + Elevation",1270,"",NA,"Balloto-Conion maculati"
"161","T-P12280","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",10,1988,-6.321451714,42.93418754,"3 - UTM10x10 + Elevation",940,"",NA,"Balloto-Conion maculati"
"162","T-P12281","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",4,1988,-6.295206103,42.94755262,"3 - UTM10x10 + Elevation",1030,"",NA,"Balloto-Conion maculati"
"163","T-P12289","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris","V38",10,1988,-6.450663948,42.87813778,"3 - UTM10x10 + Elevation",900,"",NA,"Balloto-Conion maculati"
"164","T-P12296","Secalietalia cerealis","Scleranthion annui","Papaveretea rhoeadis","V15",2,1988,-6.210470786,42.96797132,"3 - UTM10x10 + Elevation",1270,"",NA,"Sisymbrion officinalis"
"165","T-P12297","Secalietalia cerealis","Scleranthion annui","Papaveretea rhoeadis","V15",2,1988,-6.28474577,42.93524784,"3 - UTM10x10 + Elevation",1000,"",NA,"Sisymbrion officinalis"
"166","T-P12301","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",3,1988,-6.290841398,42.91166187,"3 - UTM10x10 + Elevation",1320,"",NA,"Sisymbrion officinalis"
"167","T-P12302","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",2,1988,-6.287384393,42.93877365,"3 - UTM10x10 + Elevation",1000,"",NA,"Balloto-Conion maculati"
"168","T-P12303","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",2,1988,-6.450563657,42.87634,"3 - UTM10x10 + Elevation",900,"",NA,"Balloto-Conion maculati"
"169","T-P12304","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",4,1988,-6.198438827,42.92508856,"3 - UTM10x10 + Elevation",1390,"",NA,"Sisymbrion officinalis"
"170","T-P12305","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",8,1988,-6.354923358,42.96382416,"3 - UTM10x10 + Elevation",1120,"",NA,"Sisymbrion officinalis"
"171","T-P13205","Comunidad de Pastinaca sylvestris y Heracleum sphondylium","Arction lappae","Epilobietea angustifolii","V33",12,1997,-1.67676298,42.70279721,"3 - UTM10x10 + Elevation",620,"",NA,"Sisymbrion officinalis"
"172","T-P13233","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",20,1997,-1.912393755,42.77371811,"1 - UTM1x1 + Elevation",590,"",NA,"Sisymbrion officinalis"
"173","T-P13234","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",20,1997,-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570,"",NA,"Sisymbrion officinalis"
"174","T-P13235","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",20,1997,-2.137259703,42.77743413,"2 - UTM1x1 + Centroid",560,"",NA,"Sisymbrion officinalis"
"175","T-P13237","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",10,1997,-2.34619854,42.67075192,"2 - UTM1x1 + Centroid",520,"",NA,"Sisymbrion officinalis"
"176","T-P13238","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",20,1997,-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",750,"",NA,"Sisymbrion officinalis"
"177","T-P13240","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",10,1997,-2.768570459,42.6454025,"4 - UTM10x10 + Centroid",510,"",NA,"Sisymbrion officinalis"
"178","T-P13242","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",20,1997,-2.405321462,42.86919324,"2 - UTM1x1 + Centroid",630,"",NA,"Sisymbrion officinalis"
"179","T-P13243","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",30,1997,-2.385322996,42.91051165,"1 - UTM1x1 + Elevation",660,"",NA,"Sisymbrion officinalis"
"180","T-P13244","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",10,1997,-2.624613223,43.04662303,"1 - UTM1x1 + Elevation",590,"",NA,"Sisymbrion officinalis"
"181","T-P13245","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",20,1997,-2.608260023,42.91509368,"1 - UTM1x1 + Elevation",530,"",NA,"Sisymbrion officinalis"
"182","T-P13246","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",15,1997,-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",510,"",NA,"Sisymbrion officinalis"
"183","T-P13247","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",10,1997,-1.666766393,42.71348769,"3 - UTM10x10 + Elevation",580,"",NA,"Sisymbrion officinalis"
"184","T-P13248","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",8,1997,-1.667074668,42.69908271,"3 - UTM10x10 + Elevation",620,"",NA,"Sisymbrion officinalis"
"185","T-P13250","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",20,1997,-3.025006039,43.36870566,"2 - UTM1x1 + Centroid",40,"",NA,"Sisymbrion officinalis"
"186","T-P13251","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V32",20,1997,-3.012658994,43.34799757,"1 - UTM1x1 + Elevation",20,"",NA,"Sisymbrion officinalis"
"187","T-P13252","Comunidad de Anthriscus caucalis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V37",10,1997,-2.892479145,42.92832073,"1 - UTM1x1 + Elevation",600,"",NA,"Sisymbrion officinalis"
"188","T-P27870","Asociación de Malva mauritanica-Rumex obtusifolius","Arction lappae","Epilobietea angustifolii","V38",NA,1958,-5.791306903,43.02579298,"3 - UTM10x10 + Elevation",960,"",NA,"Balloto-Conion maculati"
"189","T-P35968","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","R",10,1983,-5.831939783,42.89513125,"1 - UTM1x1 + Elevation",1500,"N",36,"Arction lappae"
"190","T-P35969","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","R",20,1983,-5.834551268,42.89866834,"2 - UTM1x1 + Centroid",1650,"N",36,"Arction lappae"
"191","T-P35970","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","V38",15,1983,-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1600,"",NA,"Arction lappae"
"192","T-P35971","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","V38",10,1983,-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1650,"E",18,"Arction lappae"
"193","T-P35973","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","V38",10,1983,-5.951695753,43.04337567,"3 - UTM10x10 + Elevation",1800,"NE",7.2,"Arction lappae"
"194","T-P35974","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","V38",10,1983,-5.973504431,43.03740811,"3 - UTM10x10 + Elevation",1800,"N",9,"Arction lappae"
"195","T-P36741","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",25,1993,-7.493380493,42.53579211,"1 - UTM1x1 + Elevation",310,"",0,"Sisymbrion officinalis"
"196","T-P36742","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",16,1993,-7.553086558,42.55323795,"1 - UTM1x1 + Elevation",350,"",0,"Sisymbrion officinalis"
"197","T-P36743","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V33",30,1993,-7.550788816,42.55513008,"1 - UTM1x1 + Elevation",350,"",0,"Balloto-Conion maculati"
"198","T-P36744","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V32",40,1993,-7.558539154,42.5278113,"1 - UTM1x1 + Elevation",330,"",0,"Balloto-Conion maculati"
"199","T-P36745","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V32",40,1993,-7.529886802,42.50193964,"1 - UTM1x1 + Elevation",290,"",0,"Sisymbrion officinalis"
"200","T-P36746","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V32",20,1993,-7.554151701,42.50097598,"1 - UTM1x1 + Elevation",280,"",0,"Sisymbrion officinalis"
"201","T-P36747","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",18,1993,-7.614367414,42.52557217,"1 - UTM1x1 + Elevation",440,"",0,"Balloto-Conion maculati"
"202","T-P36765","Anthrisco-Geranietum lucidi","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V32",8,1993,-7.611721567,42.48966563,"1 - UTM1x1 + Elevation",340,"E",10,"Sisymbrion officinalis"
"203","T-P36766","Anthrisco-Geranietum lucidi","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V32",6,1993,-7.547761139,42.58045993,"1 - UTM1x1 + Elevation",400,"",0,"Sisymbrion officinalis"
"204","T-P36767","Anthrisco-Geranietum lucidi","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V37",12,1993,-7.603704614,42.44677255,"1 - UTM1x1 + Elevation",420,"N",NA,"Sisymbrion officinalis"
"205","T-P36814","Coleostepho myconis-Galactitetum tomentosae","Echio-Galactition tomentosae","Chenopodietea","V32",15,1993,-7.492993562,42.53040526,"1 - UTM1x1 + Elevation",300,"",20,"Sisymbrion officinalis"
"206","T-P36816","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Sisymbrietea","V33",10,1993,-7.526591519,42.52367829,"1 - UTM1x1 + Elevation",290,"",0,"Sisymbrion officinalis"
"207","T-P36819","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Sisymbrietea","V32",20,1993,-7.471014783,42.52946593,"1 - UTM1x1 + Elevation",320,"",0,"Sisymbrion officinalis"
"208","T-P36820","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Sisymbrietea","V32",30,1993,-7.495550365,42.53210546,"1 - UTM1x1 + Elevation",300,"",0,"Sisymbrion officinalis"
"209","T-P36821","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Sisymbrietea","V32",20,1993,-7.521606945,42.5220748,"1 - UTM1x1 + Elevation",290,"",0,"Sisymbrion officinalis"
"210","U-P00115","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris","V37",70,2001,-5.040006392,43.02004898,"1 - UTM1x1 + Elevation",1100,"",NA,"Sisymbrion officinalis"
"211","U-P00117","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris","V38",12,2001,-5.097649652,43.05502502,"1 - UTM1x1 + Elevation",1175,"",NA,"Balloto-Conion maculati"
"212","U-P00121","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",8,2001,-5.013435233,43.03312621,"1 - UTM1x1 + Elevation",1100,"",NA,"Sisymbrion officinalis"
"213","U-P00122","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V",4,2001,-5.00858687,43.03501237,"1 - UTM1x1 + Elevation",1100,"",NA,"Balloto-Conion maculati"
"214","U-P00592","Chenopodio boni-henrici-Senecietum duriaei","Arction lappae","Epilobietea angustifolii","V38",8,2002,-4.849414986,43.04850181,"1 - UTM1x1 + Elevation",1270,"",NA,"Balloto-Conion maculati"
"215","U-P00593","Chenopodio boni-henrici-Senecietum duriaei","Arction lappae","Epilobietea angustifolii","V37",40,2002,-4.913500197,42.97721112,"1 - UTM1x1 + Elevation",1150,"",NA,"Sisymbrion officinalis"
"216","U-P00594","Chenopodio boni-henrici-Senecietum duriaei","Arction lappae","Epilobietea angustifolii","V37",10,2002,-5.065268572,42.82149052,"1 - UTM1x1 + Elevation",1340,"E",5,"Sisymbrion officinalis"
"217","U-P00608","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",3,2002,-5.127319845,42.84736866,"1 - UTM1x1 + Elevation",960,"",NA,"Sisymbrion officinalis"
"218","U-P00610","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",50,2002,-5.02411277,42.83483261,"2 - UTM1x1 + Centroid",1020,"",NA,"Balloto-Conion maculati"
"219","U-P00629","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",10,2002,-5.123147981,42.79701874,"1 - UTM1x1 + Elevation",940,"",NA,"Sisymbrion officinalis"
"220","U-P00630","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",12,2002,-5.128715053,42.81672614,"1 - UTM1x1 + Elevation",950,"W",35,"Balloto-Conion maculati"
"221","U-P00631","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",20,2002,-5.127381636,42.84916849,"1 - UTM1x1 + Elevation",960,"",NA,"Balloto-Conion maculati"
"222","U-P00647","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",15,2002,-5.001749362,42.97570125,"1 - UTM1x1 + Elevation",1140,"",NA,"Balloto-Conion maculati"
"223","U-P06048","Senecioni duriaei-Chenopodietum boni-henrici","Arction lappae","Epilobietea angustifolii","V37",10,1988,-5.397736603,42.87804133,"3 - UTM10x10 + Elevation",1050,"",NA,"Sisymbrion officinalis"
"224","U-P06053","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",25,1988,-5.381024606,42.88919593,"3 - UTM10x10 + Elevation",1170,"",NA,"Sisymbrion officinalis"
"225","U-P06054","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",12,1988,-5.400741827,42.8923858,"3 - UTM10x10 + Elevation",1100,"",NA,"Sisymbrion officinalis"
"226","U-P06055","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrietea","V37",12,1988,-5.39284309,42.87814377,"3 - UTM10x10 + Elevation",1050,"",NA,"Sisymbrion officinalis"
"227","U-P16703","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,2009,-5.171021446,43.04645238,"1 - UTM1x1 + Elevation",1240,"",NA,"Balloto-Conion maculati"
"228","U-P16707","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",40,2009,-5.117097905,43.04926399,"2 - UTM1x1 + Centroid",1120,"",NA,"Balloto-Conion maculati"
