"","SIVIMID","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope","L1"
"117","T-P06562","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",30,1995,-2.254605553,42.77825809,"1 - UTM1x1 + Elevation",750,"",NA,"Aegopodion podagrariae"
"118","T-P06566","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",20,1995,-2.589671789,42.76193799,"2 - UTM1x1 + Centroid",770,"",NA,"Aegopodion podagrariae"
"119","T-P06567","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",20,1995,-2.623016772,42.90613801,"1 - UTM1x1 + Elevation",520,"",NA,"Aegopodion podagrariae"
"120","T-P06570","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",50,1995,-2.904694692,42.95354606,"1 - UTM1x1 + Elevation",640,"",NA,"Aegopodion podagrariae"
"121","T-P06573","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",6,1995,-1.875202893,42.93725321,"1 - UTM1x1 + Elevation",740,"",NA,"Aegopodion podagrariae"
"122","T-P06574","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",40,1995,-1.870004948,42.9534111,"1 - UTM1x1 + Elevation",750,"",NA,"Aegopodion podagrariae"
"123","T-P06575","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",30,1995,-1.879418436,42.9751157,"1 - UTM1x1 + Elevation",650,"",NA,"Aegopodion podagrariae"
"124","T-P06576","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",50,1995,-1.925730057,42.99176877,"2 - UTM1x1 + Centroid",610,"",NA,"Aegopodion podagrariae"
"125","T-P06577","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",40,1995,-1.830475884,42.96922304,"1 - UTM1x1 + Elevation",580,"",NA,"Aegopodion podagrariae"
"126","T-P06579","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",30,1995,-1.710895694,42.94092363,"1 - UTM1x1 + Elevation",550,"",NA,"Aegopodion podagrariae"
"127","T-P06580","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V",8,1995,-2.828591366,42.98767691,"1 - UTM1x1 + Elevation",640,"",NA,"Aegopodion podagrariae"
"128","T-P06582","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",20,1995,-2.877766719,42.93190805,"1 - UTM1x1 + Elevation",600,"",NA,"Aegopodion podagrariae"
"129","T-P06583","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",25,1995,-2.890037871,42.92291529,"1 - UTM1x1 + Elevation",600,"",NA,"Aegopodion podagrariae"
"130","T-P06584","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",30,1995,-2.895027842,42.87068951,"1 - UTM1x1 + Elevation",570,"",NA,"Aegopodion podagrariae"
"131","T-P06595","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",30,1995,-2.632366794,42.98181181,"1 - UTM1x1 + Elevation",590,"",NA,"Aegopodion podagrariae"
"132","T-P06598","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",30,1995,-2.235513263,43.13653517,"1 - UTM1x1 + Elevation",250,"",NA,"Aegopodion podagrariae"
"133","T-P06605","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R",5,1995,-2.72142983,43.35666356,"2 - UTM1x1 + Centroid",340,"",NA,"Aegopodion podagrariae"
"134","T-P06626","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",8,1995,-2.635351482,42.89176958,"1 - UTM1x1 + Elevation",520,"",NA,"Aegopodion podagrariae"
"135","T-P06627","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",4,1995,-2.172850231,42.85874448,"2 - UTM1x1 + Centroid",870,"",NA,"Cirsion richterano-chodati"
"136","T-P06629","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V39",10,1995,-2.079816159,43.02372835,"1 - UTM1x1 + Elevation",930,"",NA,"Cirsion richterano-chodati"
"137","T-P07926","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",20,1999,-1.616720493,42.98664996,"1 - UTM1x1 + Elevation",590,"",NA,"Aegopodion podagrariae"
"138","T-P07927","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",5,1999,-1.552657428,42.89400694,"1 - UTM1x1 + Elevation",500,"",NA,"Aegopodion podagrariae"
"139","T-P07928","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",40,1999,-1.808144245,42.85552861,"1 - UTM1x1 + Elevation",400,"",NA,"Aegopodion podagrariae"
"140","T-P09638","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",15,1987,-7.225867201,42.5766016,"3 - UTM10x10 + Elevation",600,"",NA,"Geo urbani-Alliarion officinalis"
"141","T-P09639","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,1987,-7.084262184,42.53492574,"3 - UTM10x10 + Elevation",900,"",NA,"Geo urbani-Alliarion officinalis"
"142","T-P09640","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",8,1987,-7.128461106,42.54054228,"3 - UTM10x10 + Elevation",850,"",NA,"Geo urbani-Alliarion officinalis"
"143","T-P09641","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,1987,-7.153864656,42.62966002,"3 - UTM10x10 + Elevation",670,"",NA,"Geo urbani-Alliarion officinalis"
"144","T-P09642","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V",12,1987,-7.134998199,42.63934742,"3 - UTM10x10 + Elevation",600,"",NA,"Geo urbani-Alliarion officinalis"
"145","T-P09643","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,1987,-7.2087329,42.57543265,"3 - UTM10x10 + Elevation",550,"",NA,"Geo urbani-Alliarion officinalis"
"146","T-P09644","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",15,1987,-7.144253079,42.63180946,"3 - UTM10x10 + Elevation",650,"",NA,"Allion triquetri"
"147","T-P09645","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",8,1987,-7.392091014,42.61895774,"3 - UTM10x10 + Elevation",550,"",NA,"Geo urbani-Alliarion officinalis"
"148","T-P09646","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","?",16,1987,-7.116600445,42.65621784,"3 - UTM10x10 + Elevation",650,"",NA,"Geo urbani-Alliarion officinalis"
"149","T-P09647","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,1987,-7.170412927,42.62185481,"3 - UTM10x10 + Elevation",600,"",NA,"Geo urbani-Alliarion officinalis"
"150","T-P09648","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",40,1987,-7.656255378,42.59770078,"3 - UTM10x10 + Elevation",650,"",NA,"Geo urbani-Alliarion officinalis"
"151","T-P09649","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",12,1987,-6.836681633,42.38862487,"3 - UTM10x10 + Elevation",700,"",NA,"Aegopodion podagrariae"
"152","T-P09650","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",20,1987,-7.162721958,42.65274755,"3 - UTM10x10 + Elevation",730,"",NA,"Geo urbani-Alliarion officinalis"
"153","T-P09651","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",20,1987,-7.064900794,42.64906338,"3 - UTM10x10 + Elevation",880,"",NA,"Aegopodion podagrariae"
"154","T-P11659","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",2,1988,-5.652107694,42.92825608,"3 - UTM10x10 + Elevation",1130,"",NA,"Aegopodion podagrariae"
"155","T-P11660","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V32",20,1988,-5.687993416,42.8517805,"3 - UTM10x10 + Elevation",1140,"S",4.5,"Geranio pusilli-Anthriscion caucalidis"
"156","T-P11662","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V15",4,1988,-5.635423289,42.88181811,"3 - UTM10x10 + Elevation",1030,"",NA,"Aegopodion podagrariae"
"157","T-P11664","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",15,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"S",4.5,"Geo urbani-Alliarion officinalis"
"158","T-P11884","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",40,1988,-5.018145493,42.83942945,"4 - UTM10x10 + Centroid",950,"",NA,"Aegopodion podagrariae"
"159","T-P11886","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",12,1988,-5.583514501,42.98745447,"3 - UTM10x10 + Elevation",1260,"",NA,"Aegopodion podagrariae"
"160","T-P11888","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",40,1988,-5.503423208,42.82715264,"3 - UTM10x10 + Elevation",1030,"",NA,"Aegopodion podagrariae"
"161","T-P11889","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",40,1988,-5.688575971,42.97782968,"3 - UTM10x10 + Elevation",1240,"",NA,"Aegopodion podagrariae"
"162","T-P11890","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,1988,-4.888793567,42.89117522,"3 - UTM10x10 + Elevation",1370,"",NA,"Geo urbani-Alliarion officinalis"
"163","T-P12282","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","?",5,1988,-6.534923633,42.93859187,"3 - UTM10x10 + Elevation",890,"",NA,"Geo urbani-Alliarion officinalis"
"164","T-P12283","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,1988,-6.544916555,42.94188403,"3 - UTM10x10 + Elevation",930,"SE",18,"Geo urbani-Alliarion officinalis"
"165","T-P13196","Geranietum robertiano-lucidi","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",6,1997,-2.759690412,43.04158337,"2 - UTM1x1 + Centroid",1090,"",NA,"Aegopodion podagrariae"
"166","T-P13198","Oxalido acetosellae-Geranietum robertiani","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",15,1997,-1.103909513,42.9901076,"1 - UTM1x1 + Elevation",890,"",NA,"Geo urbani-Alliarion officinalis"
"167","T-P13199","Oxalido acetosellae-Geranietum robertiani","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",15,1997,-1.106472059,42.98654814,"1 - UTM1x1 + Elevation",890,"",NA,"Geranio pusilli-Anthriscion caucalidis"
"168","T-P13200","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",150,1997,-2.892541738,42.89229986,"1 - UTM1x1 + Elevation",580,"",NA,"Aegopodion podagrariae"
"169","T-P13204","Comunidad de Pastinaca sylvestris y Heracleum sphondylium","Arction lappae","Epilobietea angustifolii","R22",30,1997,-2.627862517,42.91515908,"1 - UTM1x1 + Elevation",520,"",NA,"Aegopodion podagrariae"
"170","T-P13252","Comunidad de Anthriscus caucalis","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","V37",10,1997,-2.892479145,42.92832073,"1 - UTM1x1 + Elevation",600,"",NA,"Geranio pusilli-Anthriscion caucalidis"
"171","T-P17220","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Epilobietea angustifolii","V",10,1975,-8.677652213,42.43989049,"3 - UTM10x10 + Elevation",50,"",NA,"Allion triquetri"
"172","T-P17221","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Epilobietea angustifolii","V",20,1975,-8.772686505,42.28389596,"3 - UTM10x10 + Elevation",100,"",NA,"Allion triquetri"
"173","T-P17225","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Epilobietea angustifolii","R55",20,1975,-8.822537538,42.27236536,"3 - UTM10x10 + Elevation",20,"",NA,"Allion triquetri"
"174","T-P17226","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Epilobietea angustifolii","V",20,1975,-8.769944917,42.28043363,"3 - UTM10x10 + Elevation",100,"",NA,"Allion triquetri"
"175","T-P17232","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Epilobietea angustifolii","V39",20,1975,-8.665360817,42.33067547,"3 - UTM10x10 + Elevation",80,"",NA,"Allion triquetri"
"176","T-P23970","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V39",4,1982,-2.353152334,42.94095196,"3 - UTM10x10 + Elevation",1050,"",NA,"Cirsion richterano-chodati"
"177","T-P36750","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",12,1993,-7.298613953,42.64231779,"2 - UTM1x1 + Centroid",600,"S",NA,"Geo urbani-Alliarion officinalis"
"178","T-P36751","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",15,1993,-7.47602842,42.59949657,"1 - UTM1x1 + Elevation",370,"",0,"Aegopodion podagrariae"
"179","T-P36752","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",20,1993,-7.473211811,42.59420475,"1 - UTM1x1 + Elevation",330,"",NA,"Geo urbani-Alliarion officinalis"
"180","T-P36753","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",12,1993,-7.556365816,42.56481157,"2 - UTM1x1 + Centroid",320,"",0,"Geo urbani-Alliarion officinalis"
"181","T-P36754","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",15,1993,-7.476012833,42.56528419,"1 - UTM1x1 + Elevation",330,"",0,"Geo urbani-Alliarion officinalis"
"182","T-P36755","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",25,1993,-7.440211869,42.57568335,"1 - UTM1x1 + Elevation",380,"",0,"Geo urbani-Alliarion officinalis"
"183","T-P36756","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",15,1993,-7.587462991,42.49064127,"1 - UTM1x1 + Elevation",280,"",0,"Geo urbani-Alliarion officinalis"
"184","T-P36757","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",16,1993,-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410,"",NA,"Geo urbani-Alliarion officinalis"
"185","T-P36758","Urtico-Smyrnietum olusatri","Allion triquetri","Chenopodietea","V39",18,1993,-7.623373982,42.54861694,"1 - UTM1x1 + Elevation",500,"",0,"Allion triquetri"
"186","T-P36759","Urtico-Smyrnietum olusatri","Allion triquetri","Chenopodietea","V39",12,1993,-7.620455797,42.50912038,"1 - UTM1x1 + Elevation",380,"SE",5,"Allion triquetri"
"187","T-P36760","Urtico-Smyrnietum olusatri","Allion triquetri","Chenopodietea","V32",5,1993,-7.608540829,42.54561442,"1 - UTM1x1 + Elevation",440,"",0,"Allion triquetri"
"188","T-P36761","Urtico-Smyrnietum olusatri","Allion triquetri","Chenopodietea","V39",15,1993,-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410,"",0,"Allion triquetri"
"189","U-P00649","Geranio robertiani-Cariolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,2002,-4.94031511,42.89391527,"3 - UTM10x10 + Elevation",1370,"",NA,"Geo urbani-Alliarion officinalis"
"190","U-P05018","Oxalido acetosellae-Geranietum robertiani","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R",6,2005,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",740,"",NA,"Geo urbani-Alliarion officinalis"
"191","U-P05024","Geranietum robertiano-lucidi","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",6,2005,-1.862386131,42.83446799,"1 - UTM1x1 + Elevation",850,"",NA,"Geo urbani-Alliarion officinalis"
