"","SIVIMID","Original","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"119","T-P11690","Sisymbrio officinalis-Hordeetum murini",10,1988,-5.685265197,42.7888123,"3 - UTM10x10 + Elevation",1100,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"120","T-P11691","Sisymbrio officinalis-Hordeetum murini",20,1988,-5.630301604,42.81890376,"3 - UTM10x10 + Elevation",1000,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"121","T-P11855","Sisymbrio officinalis-Hordeetum murini",3,1988,-6.266854553,42.92135376,"3 - UTM10x10 + Elevation",1320,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"122","T-P11856","Sisymbrio officinalis-Hordeetum murini",2,1988,-6.435897193,42.87678161,"3 - UTM10x10 + Elevation",900,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"123","T-P11857","Sisymbrio officinalis-Hordeetum murini",8,1988,-6.355314663,42.9710159,"3 - UTM10x10 + Elevation",1120,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"124","T-P11858","Sisymbrio officinalis-Hordeetum murini",20,1988,-5.612890353,42.81209893,"3 - UTM10x10 + Elevation",1000,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"125","T-P11859","Sisymbrio officinalis-Hordeetum murini",10,1988,-5.664736949,42.93696707,"3 - UTM10x10 + Elevation",1140,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"126","T-P11860","Sisymbrio officinalis-Hordeetum murini",5,1988,-5.16733654,42.87183135,"3 - UTM10x10 + Elevation",980,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"127","T-P11861","Sisymbrio officinalis-Hordeetum murini",10,1988,-6.713449807,42.60518797,"3 - UTM10x10 + Elevation",480,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"128","T-P12300","Sisymbrio officinalis-Hordeetum murini",2,1988,-6.29472614,42.93856235,"3 - UTM10x10 + Elevation",1080,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"129","T-P12301","Sisymbrio officinalis-Hordeetum murini",3,1988,-6.290841398,42.91166187,"3 - UTM10x10 + Elevation",1320,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"130","T-P12302","Sisymbrio officinalis-Hordeetum murini",2,1988,-6.287384393,42.93877365,"3 - UTM10x10 + Elevation",1000,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"131","T-P12303","Sisymbrio officinalis-Hordeetum murini",2,1988,-6.450563657,42.87634,"3 - UTM10x10 + Elevation",900,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"132","T-P12304","Sisymbrio officinalis-Hordeetum murini",4,1988,-6.198438827,42.92508856,"3 - UTM10x10 + Elevation",1390,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"133","T-P12305","Sisymbrio officinalis-Hordeetum murini",8,1988,-6.354923358,42.96382416,"3 - UTM10x10 + Elevation",1120,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"134","T-P13233","Sisymbrio officinalis-Hordeetum murini",20,1997,-1.912393755,42.77371811,"1 - UTM1x1 + Elevation",590,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"135","T-P13234","Sisymbrio officinalis-Hordeetum murini",20,1997,-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"136","T-P13235","Sisymbrio officinalis-Hordeetum murini",20,1997,-2.137259703,42.77743413,"2 - UTM1x1 + Centroid",560,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"137","T-P13237","Sisymbrio officinalis-Hordeetum murini",10,1997,-2.34619854,42.67075192,"2 - UTM1x1 + Centroid",520,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"138","T-P13238","Sisymbrio officinalis-Hordeetum murini",20,1997,-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",750,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"139","T-P13239","Sisymbrio officinalis-Hordeetum murini",10,1997,-2.712418457,42.64704099,"1 - UTM1x1 + Elevation",690,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"140","T-P13240","Sisymbrio officinalis-Hordeetum murini",10,1997,-2.768570459,42.6454025,"4 - UTM10x10 + Centroid",510,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"141","T-P13241","Sisymbrio officinalis-Hordeetum murini",10,1997,-2.440817207,42.73429156,"1 - UTM1x1 + Elevation",640,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"142","T-P13242","Sisymbrio officinalis-Hordeetum murini",20,1997,-2.405321462,42.86919324,"2 - UTM1x1 + Centroid",630,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"143","T-P13243","Sisymbrio officinalis-Hordeetum murini",30,1997,-2.385322996,42.91051165,"1 - UTM1x1 + Elevation",660,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"144","T-P13244","Sisymbrio officinalis-Hordeetum murini",10,1997,-2.624613223,43.04662303,"1 - UTM1x1 + Elevation",590,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"145","T-P13245","Sisymbrio officinalis-Hordeetum murini",20,1997,-2.608260023,42.91509368,"1 - UTM1x1 + Elevation",530,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"146","T-P13246","Sisymbrio officinalis-Hordeetum murini",15,1997,-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",510,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"147","T-P13247","Sisymbrio officinalis-Hordeetum murini",10,1997,-1.666766393,42.71348769,"3 - UTM10x10 + Elevation",580,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"148","T-P13248","Sisymbrio officinalis-Hordeetum murini",8,1997,-1.667074668,42.69908271,"3 - UTM10x10 + Elevation",620,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"149","T-P13249","Sisymbrio officinalis-Hordeetum murini",20,1997,-3.020072804,43.38041277,"3 - UTM10x10 + Elevation",0,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"150","T-P13250","Sisymbrio officinalis-Hordeetum murini",20,1997,-3.025006039,43.36870566,"2 - UTM1x1 + Centroid",40,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"151","T-P13251","Sisymbrio officinalis-Hordeetum murini",20,1997,-3.012658994,43.34799757,"1 - UTM1x1 + Elevation",20,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"152","T-P36816","Bromo diandri-Carduetum tenuiflori",10,1993,-7.526591519,42.52367829,"1 - UTM1x1 + Elevation",290,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"153","T-P36817","Bromo diandri-Carduetum tenuiflori",25,1993,-7.569957369,42.48413941,"1 - UTM1x1 + Elevation",300,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"154","T-P36818","Bromo diandri-Carduetum tenuiflori",10,1993,-7.615647268,42.4769026,"1 - UTM1x1 + Elevation",290,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"155","T-P36819","Bromo diandri-Carduetum tenuiflori",20,1993,-7.471014783,42.52946593,"1 - UTM1x1 + Elevation",320,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"156","T-P36820","Bromo diandri-Carduetum tenuiflori",30,1993,-7.495550365,42.53210546,"1 - UTM1x1 + Elevation",300,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"157","T-P36821","Bromo diandri-Carduetum tenuiflori",20,1993,-7.521606945,42.5220748,"1 - UTM1x1 + Elevation",290,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"158","U-P00121","Sisymbrio officinalis-Hordeetum murini",8,2001,-5.013435233,43.03312621,"1 - UTM1x1 + Elevation",1100,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"159","U-P00122","Sisymbrio officinalis-Hordeetum murini",4,2001,-5.00858687,43.03501237,"1 - UTM1x1 + Elevation",1100,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"160","U-P00629","Sisymbrio officinalis-Hordeetum murini",10,2002,-5.123147981,42.79701874,"1 - UTM1x1 + Elevation",940,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"161","U-P00630","Sisymbrio officinalis-Hordeetum murini",12,2002,-5.128715053,42.81672614,"1 - UTM1x1 + Elevation",950,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"162","U-P00631","Sisymbrio officinalis-Hordeetum murini",20,2002,-5.127381636,42.84916849,"1 - UTM1x1 + Elevation",960,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"163","U-P06053","Sisymbrio officinalis-Hordeetum murini",25,1988,-5.381024606,42.88919593,"3 - UTM10x10 + Elevation",1170,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"164","U-P06054","Sisymbrio officinalis-Hordeetum murini",12,1988,-5.400741827,42.8923858,"3 - UTM10x10 + Elevation",1100,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
"165","U-P06055","Sisymbrio officinalis-Hordeetum murini",12,1988,-5.39284309,42.87814377,"3 - UTM10x10 + Elevation",1050,"Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea","Sisymbrion officinalis"
