"","SIVIMID","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope","L1"
"123","T-P04819","Cirsio chodati-Carduetum cantabrici","Cirsion richterano-chodati","Artemisietea vulgaris","V39",10,1984,-4.825095504,43.22178014,"3 - UTM10x10 + Elevation",1620,"",NA,"Balloto-Conion maculati"
"124","T-P05178","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1995,-3.348635457,43.41229918,"1 - UTM1x1 + Elevation",50,"",NA,"Balloto-Conion maculati"
"125","T-P05179","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",8,1995,-3.467041253,43.39026625,"1 - UTM1x1 + Elevation",6,"",NA,"Balloto-Conion maculati"
"126","T-P05180","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1995,-3.481714672,43.37219645,"3 - UTM10x10 + Elevation",4,"",NA,"Balloto-Conion maculati"
"127","T-P05181","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",15,1995,-3.480805149,43.25694172,"1 - UTM1x1 + Elevation",90,"",NA,"Balloto-Conion maculati"
"128","T-P05182","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1995,-3.60392926,43.24915423,"1 - UTM1x1 + Elevation",200,"",NA,"Balloto-Conion maculati"
"129","T-P05183","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","?",10,1995,-3.434991241,43.39759621,"3 - UTM10x10 + Elevation",8,"",NA,"Balloto-Conion maculati"
"130","T-P05184","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",25,1995,-3.412532299,43.36346243,"3 - UTM10x10 + Elevation",50,"",NA,"Balloto-Conion maculati"
"131","T-P06545","Geranietum robertiano-lucidi","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",3,1995,-2.807669055,43.40186354,"2 - UTM1x1 + Centroid",20,"",NA,"Balloto-Conion maculati"
"132","T-P06551","Geranietum robertiano-lucidi","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",5,1995,-2.933749119,43.29575251,"3 - UTM10x10 + Elevation",10,"",NA,"Balloto-Conion maculati"
"133","T-P06559","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R",50,1995,-2.29976708,42.67948279,"2 - UTM1x1 + Centroid",500,"",NA,"Balloto-Conion maculati"
"134","T-P06561","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",40,1995,-1.872172932,42.83456481,"1 - UTM1x1 + Elevation",800,"",NA,"Balloto-Conion maculati"
"135","T-P06564","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",20,1995,-2.494214752,42.77776596,"1 - UTM1x1 + Elevation",810,"",NA,"Balloto-Conion maculati"
"136","T-P06565","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R",10,1995,-2.542860169,42.81219097,"1 - UTM1x1 + Elevation",630,"",NA,"Balloto-Conion maculati"
"137","T-P06568","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",40,1995,-2.887655897,42.88509096,"1 - UTM1x1 + Elevation",600,"",NA,"Balloto-Conion maculati"
"138","T-P06569","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",40,1995,-2.887560996,42.9373212,"1 - UTM1x1 + Elevation",610,"",NA,"Balloto-Conion maculati"
"139","T-P06571","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",70,1995,-2.838470316,42.96247693,"1 - UTM1x1 + Elevation",640,"",NA,"Balloto-Conion maculati"
"140","T-P06572","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",50,1995,-2.042837645,42.87574176,"1 - UTM1x1 + Elevation",590,"",NA,"Balloto-Conion maculati"
"141","T-P06573","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",6,1995,-1.875202893,42.93725321,"1 - UTM1x1 + Elevation",740,"",NA,"Balloto-Conion maculati"
"142","T-P06578","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",60,1995,-1.656783911,42.94930637,"1 - UTM1x1 + Elevation",570,"",NA,"Balloto-Conion maculati"
"143","T-P06581","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",15,1995,-2.384180215,42.77902819,"1 - UTM1x1 + Elevation",960,"",NA,"Balloto-Conion maculati"
"144","T-P06585","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",10,1995,-2.392902866,42.88713855,"1 - UTM1x1 + Elevation",610,"",NA,"Balloto-Conion maculati"
"145","T-P06586","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",20,1995,-2.492973137,42.63006979,"1 - UTM1x1 + Elevation",710,"",NA,"Balloto-Conion maculati"
"146","T-P06588","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",15,1995,-2.130051799,42.76837423,"1 - UTM1x1 + Elevation",530,"",NA,"Balloto-Conion maculati"
"147","T-P06589","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",8,1995,-2.610710331,42.91510204,"1 - UTM1x1 + Elevation",550,"",NA,"Balloto-Conion maculati"
"148","T-P06590","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",20,1995,-2.580020286,43.10409979,"1 - UTM1x1 + Elevation",180,"",NA,"Balloto-Conion maculati"
"149","T-P06591","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",10,1995,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750,"",NA,"Balloto-Conion maculati"
"150","T-P06592","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V",4,1995,-2.350435986,42.96615092,"1 - UTM1x1 + Elevation",1130,"",NA,"Cirsion richterano-chodati"
"151","T-P06593","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",15,1995,-2.396817515,42.98801695,"1 - UTM1x1 + Elevation",960,"",NA,"Cirsion richterano-chodati"
"152","T-P06595","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",30,1995,-2.632366794,42.98181181,"1 - UTM1x1 + Elevation",590,"",NA,"Balloto-Conion maculati"
"153","T-P06596","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",20,1995,-2.538737421,43.03730413,"1 - UTM1x1 + Elevation",500,"",NA,"Balloto-Conion maculati"
"154","T-P06597","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",50,1995,-2.088164812,42.957158,"1 - UTM1x1 + Elevation",610,"",NA,"Balloto-Conion maculati"
"155","T-P06598","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",30,1995,-2.235513263,43.13653517,"1 - UTM1x1 + Elevation",250,"",NA,"Balloto-Conion maculati"
"156","T-P06599","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",NA,1995,-2.368263357,43.14094707,"1 - UTM1x1 + Elevation",540,"",NA,"Balloto-Conion maculati"
"157","T-P06600","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",30,1995,-2.201599488,43.28578159,"1 - UTM1x1 + Elevation",140,"",NA,"Balloto-Conion maculati"
"158","T-P06601","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1995,-3.017597012,43.35700145,"1 - UTM1x1 + Elevation",0,"",NA,"Balloto-Conion maculati"
"159","T-P06602","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",20,1995,-2.440784842,42.73789359,"1 - UTM1x1 + Elevation",640,"",NA,"Balloto-Conion maculati"
"160","T-P06603","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,1995,-2.578365288,42.62681363,"1 - UTM1x1 + Elevation",750,"",NA,"Balloto-Conion maculati"
"161","T-P06604","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",8,1995,-2.63537261,43.30239422,"2 - UTM1x1 + Centroid",10,"",NA,"Balloto-Conion maculati"
"162","T-P06606","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",30,1995,-3.428834687,43.22473146,"1 - UTM1x1 + Elevation",560,"",NA,"Balloto-Conion maculati"
"163","T-P06607","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",20,1995,-2.80786812,43.33883235,"2 - UTM1x1 + Centroid",3,"",NA,"Balloto-Conion maculati"
"164","T-P06609","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V",4,1995,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750,"",NA,"Balloto-Conion maculati"
"165","T-P06610","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,1995,-2.709970304,42.64883595,"1 - UTM1x1 + Elevation",690,"",NA,"Balloto-Conion maculati"
"166","T-P06620","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V38",10,1995,-2.644299203,43.0394819,"1 - UTM1x1 + Elevation",570,"",NA,"Balloto-Conion maculati"
"167","T-P06621","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,1995,-2.63782195,42.88817532,"2 - UTM1x1 + Centroid",600,"",NA,"Balloto-Conion maculati"
"168","T-P06622","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,1995,-2.440801026,42.73609257,"1 - UTM1x1 + Elevation",640,"",NA,"Balloto-Conion maculati"
"169","T-P06623","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",30,1995,-2.931132951,43.42901783,"2 - UTM1x1 + Centroid",3,"",NA,"Balloto-Conion maculati"
"170","T-P06624","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",50,1995,-2.968494292,42.85272332,"2 - UTM1x1 + Centroid",710,"",NA,"Balloto-Conion maculati"
"171","T-P06627","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",4,1995,-2.172850231,42.85874448,"2 - UTM1x1 + Centroid",870,"",NA,"Cirsion richterano-chodati"
"172","T-P06628","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,1995,-2.082350989,43.01834572,"1 - UTM1x1 + Elevation",1120,"",NA,"Cirsion richterano-chodati"
"173","T-P06629","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V39",10,1995,-2.079816159,43.02372835,"1 - UTM1x1 + Elevation",930,"",NA,"Cirsion richterano-chodati"
"174","T-P06630","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",6,1995,-2.611116047,43.23928178,"2 - UTM1x1 + Centroid",800,"",NA,"Cirsion richterano-chodati"
"175","T-P06631","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,1995,-2.612017576,43.09700882,"1 - UTM1x1 + Elevation",980,"",NA,"Cirsion richterano-chodati"
"176","T-P07930","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",60,1999,-7,43,"5 - UTMs missing from DEM",340,"",NA,"Balloto-Conion maculati"
"177","T-P07931","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V",80,1999,-1.865425645,42.78764921,"4 - UTM10x10 + Centroid",390,"",NA,"Balloto-Conion maculati"
"178","T-P11646","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",20,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"N",27,"Balloto-Conion maculati"
"179","T-P11647","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",8,1988,-5.666838907,42.87208558,"3 - UTM10x10 + Elevation",1140,"S",4.5,"Balloto-Conion maculati"
"180","T-P11648","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",15,1988,-5.74582576,42.88642525,"3 - UTM10x10 + Elevation",1200,"SW",4.5,"Balloto-Conion maculati"
"181","T-P11649","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",15,1988,-5.696803534,42.94161827,"3 - UTM10x10 + Elevation",1200,"SW",2.7,"Balloto-Conion maculati"
"182","T-P11650","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",8,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"",NA,"Balloto-Conion maculati"
"183","T-P11651","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1988,-5.684585096,42.88607781,"3 - UTM10x10 + Elevation",1140,"N",9,"Balloto-Conion maculati"
"184","T-P11652","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",20,1988,-5.728383338,42.87963896,"3 - UTM10x10 + Elevation",1200,"S",1.8,"Balloto-Conion maculati"
"185","T-P11653","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",20,1988,-5.819410684,42.99628979,"3 - UTM10x10 + Elevation",1280,"",NA,"Balloto-Conion maculati"
"186","T-P11655","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",15,1988,-5.71835918,42.81864662,"3 - UTM10x10 + Elevation",1230,"",NA,"Balloto-Conion maculati"
"187","T-P11657","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",4,1988,-5.628852935,42.78471933,"3 - UTM10x10 + Elevation",970,"S",1.8,"Balloto-Conion maculati"
"188","T-P11658","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",5,1988,-5.637716352,42.87816344,"3 - UTM10x10 + Elevation",1090,"SW",4.5,"Balloto-Conion maculati"
"189","T-P11663","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","R55",20,1988,-5.740534473,42.87754763,"3 - UTM10x10 + Elevation",1220,"",NA,"Balloto-Conion maculati"
"190","T-P11873","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",5,1988,-5.649793715,42.87428253,"3 - UTM10x10 + Elevation",1090,"",NA,"Balloto-Conion maculati"
"191","T-P11875","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",12,1988,-6.35884046,42.94570107,"3 - UTM10x10 + Elevation",1000,"",NA,"Balloto-Conion maculati"
"192","T-P11876","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1988,-6.216775309,42.99480644,"3 - UTM10x10 + Elevation",1440,"",NA,"Balloto-Conion maculati"
"193","T-P11877","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",5,1988,-6.267710828,42.93753672,"3 - UTM10x10 + Elevation",1030,"",NA,"Balloto-Conion maculati"
"194","T-P11878","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",20,1988,-5.748352093,42.88816549,"3 - UTM10x10 + Elevation",1200,"",NA,"Balloto-Conion maculati"
"195","T-P11879","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1988,-5.689243528,42.88056569,"3 - UTM10x10 + Elevation",1140,"",NA,"Balloto-Conion maculati"
"196","T-P11885","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","+",20,1988,-4.880533711,42.94173846,"3 - UTM10x10 + Elevation",1250,"",NA,"Balloto-Conion maculati"
"197","T-P12037","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",20,1988,-3.16055042,43.28305254,"3 - UTM10x10 + Elevation",150,"",NA,"Balloto-Conion maculati"
"198","T-P12038","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",20,1988,-3.13099271,43.29389577,"3 - UTM10x10 + Elevation",200,"",NA,"Balloto-Conion maculati"
"199","T-P12039","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",15,1988,-3.108806287,43.29571995,"3 - UTM10x10 + Elevation",250,"",NA,"Balloto-Conion maculati"
"200","T-P12040","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",20,1988,-3.054595502,43.33177705,"3 - UTM10x10 + Elevation",300,"",NA,"Balloto-Conion maculati"
"201","T-P12041","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V",15,1988,-3.251542666,43.2306615,"3 - UTM10x10 + Elevation",400,"",NA,"Balloto-Conion maculati"
"202","T-P12042","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",15,1988,-2.988015868,43.17510784,"3 - UTM10x10 + Elevation",250,"",NA,"Balloto-Conion maculati"
"203","T-P12043","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R",15,1988,-2.985541955,43.23093713,"3 - UTM10x10 + Elevation",200,"",NA,"Balloto-Conion maculati"
"204","T-P12272","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",12,1988,-6.323608334,42.92872243,"3 - UTM10x10 + Elevation",1000,"",NA,"Balloto-Conion maculati"
"205","T-P12273","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1988,-6.231850416,43.00158459,"3 - UTM10x10 + Elevation",1440,"",NA,"Balloto-Conion maculati"
"206","T-P12274","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1988,-6.246347129,42.95075099,"3 - UTM10x10 + Elevation",1240,"",NA,"Balloto-Conion maculati"
"207","T-P12275","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1988,-6.403089754,42.94799425,"3 - UTM10x10 + Elevation",1090,"",NA,"Balloto-Conion maculati"
"208","T-P12276","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",5,1988,-6.297557608,42.94568401,"3 - UTM10x10 + Elevation",1030,"",NA,"Balloto-Conion maculati"
"209","T-P12279","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",4,1988,-6.364617546,42.96173849,"3 - UTM10x10 + Elevation",1380,"",NA,"Balloto-Conion maculati"
"210","T-P13201","Chaerophyllo aurei-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",30,1997,-1.138754059,42.96924932,"4 - UTM10x10 + Centroid",800,"",NA,"Balloto-Conion maculati"
"211","T-P13202","Chaerophyllo aurei-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","V39",30,1997,-1.245422045,42.93113216,"1 - UTM1x1 + Elevation",800,"",NA,"Balloto-Conion maculati"
"212","T-P23955","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",20,1982,-2.368763365,43.09232354,"3 - UTM10x10 + Elevation",300,"",NA,"Balloto-Conion maculati"
"213","T-P23956","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1982,-2.412805187,43.11236878,"3 - UTM10x10 + Elevation",140,"",NA,"Balloto-Conion maculati"
"214","T-P23957","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",10,1982,-2.286053424,43.01979776,"3 - UTM10x10 + Elevation",400,"",NA,"Balloto-Conion maculati"
"215","T-P23958","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",15,1982,-2.445949796,43.25300855,"3 - UTM10x10 + Elevation",360,"",NA,"Balloto-Conion maculati"
"216","T-P23959","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",5,1982,-2.343289989,42.94629889,"3 - UTM10x10 + Elevation",1100,"",NA,"Cirsion richterano-chodati"
"217","T-P23960","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",5,1982,-2.458383216,42.96130953,"3 - UTM10x10 + Elevation",910,"",NA,"Cirsion richterano-chodati"
"218","T-P23961","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V39",20,1982,-2.42904152,42.95216181,"3 - UTM10x10 + Elevation",980,"",NA,"Cirsion richterano-chodati"
"219","T-P23962","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V39",20,1982,-2.367361684,42.98965894,"3 - UTM10x10 + Elevation",1000,"",NA,"Cirsion richterano-chodati"
"220","T-P23963","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,1982,-2.324914403,42.94527571,"4 - UTM10x10 + Centroid",1540,"",NA,"Cirsion richterano-chodati"
"221","T-P23964","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",4,1982,-2.324914403,42.94527571,"4 - UTM10x10 + Centroid",1530,"",NA,"Cirsion richterano-chodati"
"222","T-P23965","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",2,1982,-2.087472614,43.00397868,"3 - UTM10x10 + Elevation",1200,"",NA,"Cirsion richterano-chodati"
"223","T-P23966","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",3,1982,-2.070025906,43.02184821,"3 - UTM10x10 + Elevation",1100,"",NA,"Cirsion richterano-chodati"
"224","T-P23968","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",8,1982,-2.141645668,43.16648575,"3 - UTM10x10 + Elevation",900,"",NA,"Cirsion richterano-chodati"
"225","T-P23970","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V39",4,1982,-2.353152334,42.94095196,"3 - UTM10x10 + Elevation",1050,"",NA,"Cirsion richterano-chodati"
"226","T-P27869","Asociación de Malva mauritanica-Rumex obtusifolius","Arction lappae","Epilobietea angustifolii","V38",NA,1958,-5.789921341,42.9952121,"3 - UTM10x10 + Elevation",950,"",NA,"Balloto-Conion maculati"
"227","T-P33581","Galactito tomentosae-Digitaletum purpureae","Arction lappae","Epilobietea angustifolii","H25",NA,1959,-8.609336997,42.84295901,"3 - UTM10x10 + Elevation",150,"W",NA,"Arction lappae"
"228","T-P33582","Galactito tomentosae-Digitaletum purpureae","Arction lappae","Epilobietea angustifolii","H25",NA,1959,-8.622505331,42.88011985,"1 - UTM1x1 + Elevation",200,"S",NA,"Arction lappae"
"229","T-P33583","Galactito tomentosae-Digitaletum purpureae","Arction lappae","Epilobietea angustifolii","V38",NA,1959,-8.484775307,42.84541158,"1 - UTM1x1 + Elevation",300,"W",NA,"Arction lappae"
"230","T-P33584","Galactito tomentosae-Digitaletum purpureae","Arction lappae","Epilobietea angustifolii","V38",NA,1959,-8.488215567,42.82904219,"1 - UTM1x1 + Elevation",200,"S",NA,"Arction lappae"
"231","T-P33585","Galactito tomentosae-Digitaletum purpureae","Arction lappae","Epilobietea angustifolii","H25",NA,1959,-8.583838387,42.85861274,"1 - UTM1x1 + Elevation",200,"NW",NA,"Arction lappae"
"232","T-P33586","Galactito tomentosae-Digitaletum purpureae","Arction lappae","Epilobietea angustifolii","H25",NA,1959,-8.52324208,42.86516205,"1 - UTM1x1 + Elevation",250,"SE",NA,"Arction lappae"
"233","U-P00651","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",20,2002,-5.120104993,42.85110449,"1 - UTM1x1 + Elevation",980,"NW",15,"Balloto-Conion maculati"
"234","U-P13628","Malvo mauritiani-Rumicetum obtusifolii","Arction lappae","Epilobietea angustifolii","V38",NA,1994,-5.806829798,42.98939579,"3 - UTM10x10 + Elevation",950,"",NA,"Balloto-Conion maculati"
"235","U-P16708","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,2009,-5.180900469,43.04806538,"1 - UTM1x1 + Elevation",1240,"",NA,"Balloto-Conion maculati"
