"","SIVIMID","Original","CANTEUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"45","S-P12043","Chrysanthemum-Oxalidetum","V10Y",30,1975,-6.468849961,43.54746352,"3 - UTM10x10 + Elevation",30,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"46","S-P12044","Chrysanthemum-Oxalidetum",NA,20,1975,-6.442002884,43.46724505,"3 - UTM10x10 + Elevation",100,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"47","S-P12045","Chrysanthemum-Oxalidetum","V10X",20,1975,-6.594979936,43.54536292,"3 - UTM10x10 + Elevation",90,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"48","S-P12046","Chrysanthemum-Oxalidetum","V10W",15,1975,-7.069780579,43.46460198,"3 - UTM10x10 + Elevation",5,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"49","S-P12047","Chrysanthemum-Oxalidetum","V10X",30,1975,-6.954206155,43.54969201,"3 - UTM10x10 + Elevation",30,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"50","S-P12048","Chrysanthemum-Oxalidetum","V10X",10,1975,-6.729088145,43.51225124,"3 - UTM10x10 + Elevation",5,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"51","S-P12049","Chrysanthemum-Oxalidetum","V10X",30,1975,-6.763199329,43.54354374,"3 - UTM10x10 + Elevation",80,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"52","S-P12050","Chrysanthemum-Oxalidetum","V10W",15,1975,-6.345618503,43.36734135,"4 - UTM10x10 + Centroid",662,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"53","S-P12051","Chrysanthemum-Oxalidetum","V10X",40,1975,-6.345618503,43.36734135,"4 - UTM10x10 + Centroid",5,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"54","S-P12052","Chrysanthemum-Oxalidetum","V10X",15,1975,-6.348044528,43.55647123,"3 - UTM10x10 + Elevation",10,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"55","S-P12053","Chrysanthemum-Oxalidetum","V10X",30,1975,-6.538568606,43.55432769,"3 - UTM10x10 + Elevation",15,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"56","S-P12054","Chrysanthemum-Oxalidetum","V10W",10,1975,-6.640211967,43.55653445,"3 - UTM10x10 + Elevation",30,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"57","S-P12055","Chrysanthemum-Oxalidetum","V10Y",10,1975,-6.578877179,43.52426077,"3 - UTM10x10 + Elevation",220,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"58","S-P12056","Chrysanthemum-Oxalidetum","V10W",10,1975,-6.796216075,43.5568558,"3 - UTM10x10 + Elevation",20,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"59","S-P12057","Chrysanthemum-Oxalidetum","V10W",10,1975,-6.233777994,43.59232175,"4 - UTM10x10 + Centroid",90,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"60","S-P12058","Chrysanthemum-Oxalidetum","V10Y",10,1975,-6.233777994,43.59232175,"4 - UTM10x10 + Centroid",90,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"61","S-P12059","Chrysanthemum-Oxalidetum","V10W",20,1975,-6.536202455,43.55620166,"3 - UTM10x10 + Elevation",10,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"62","S-P12060","Chrysanthemum-Oxalidetum","V10W",15,1975,-6.447541104,43.52109864,"3 - UTM10x10 + Elevation",90,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"63","S-P12061","Chrysanthemum-Oxalidetum","V10W",15,1975,-6.618509292,43.56622759,"3 - UTM10x10 + Elevation",10,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"64","S-P12062","Chrysanthemum-Oxalidetum","V10W",10,1975,-6.419218872,43.54535899,"3 - UTM10x10 + Elevation",90,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"65","S-P12063","Chrysanthemum-Oxalidetum","V10W",15,1975,-6.577896538,43.54950083,"3 - UTM10x10 + Elevation",40,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"66","S-P12064","Chrysanthemum-Oxalidetum","V10W",15,1975,-6.749381121,43.56020418,"3 - UTM10x10 + Elevation",55,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"67","S-P12065","Chrysanthemum-Oxalidetum","V10W",20,1975,-7.110528975,43.55497325,"3 - UTM10x10 + Elevation",20,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"68","S-P12066","Chrysanthemum-Oxalidetum","V10W",15,1975,-7.05076947,43.54990731,"3 - UTM10x10 + Elevation",20,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"69","S-P12067","Chrysanthemum-Oxalidetum",NA,15,1975,-7.025712301,43.54539195,"3 - UTM10x10 + Elevation",20,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"70","S-P12068","Chrysanthemum-Oxalidetum","V10W",15,1975,-7.113365899,43.56027286,"3 - UTM10x10 + Elevation",20,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"71","S-P12079","Panico-Setarion","V10W",15,1975,-6.544927957,43.53612376,"3 - UTM10x10 + Elevation",40,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"72","S-P12080","Panico-Setarion","V10W",15,1975,-6.669865605,43.55558517,"3 - UTM10x10 + Elevation",55,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"73","S-P12081","Panico-Setarion","V10W",15,1975,-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"74","S-P12082","Panico-Setarion","V10W",15,1975,-6.412246497,43.50955385,"3 - UTM10x10 + Elevation",90,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"75","S-P12083","Panico-Setarion","V10W",15,1975,-6.436740661,43.50521801,"3 - UTM10x10 + Elevation",20,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"76","S-P20386","Panicum sanguinale-Mercurialis annua","V10Y",10,1972,-8.763843749,42.18712146,"3 - UTM10x10 + Elevation",100,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"77","S-P20387","Panicum sanguinale-Mercurialis annua","V10Y",30,1972,-8.812854767,42.32506898,"3 - UTM10x10 + Elevation",100,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"78","S-P20388","Panicum sanguinale-Mercurialis annua","V10W",20,1972,-8.791120671,42.32617246,"3 - UTM10x10 + Elevation",50,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"79","S-P20389","Panicum sanguinale-Mercurialis annua",NA,30,1972,-8.733845821,42.36326797,"3 - UTM10x10 + Elevation",20,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"80","S-P20390","Panicum sanguinale-Mercurialis annua",NA,20,1972,-8.740604573,42.35752745,"3 - UTM10x10 + Elevation",30,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"81","S-P20391","Panicum sanguinale-Mercurialis annua",NA,20,1972,-8.862219828,42.25593399,"3 - UTM10x10 + Elevation",80,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"82","S-P20392","Panicum sanguinale-Mercurialis annua","V10W",30,1972,-8.763843749,42.18712146,"3 - UTM10x10 + Elevation",100,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"83","S-P20393","Panicum sanguinale-Mercurialis annua","V10Y",20,1972,-8.809547093,42.28922975,"3 - UTM10x10 + Elevation",60,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"84","S-P20394","Panicum sanguinale-Mercurialis annua","V10X",6,1972,-8.827528709,42.27391134,"3 - UTM10x10 + Elevation",60,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"85","S-P20395","Panicum sanguinale-Mercurialis annua","V10Y",8,1972,-8.850157672,42.30876246,"3 - UTM10x10 + Elevation",20,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"86","S-P20396","Panicum sanguinale-Mercurialis annua",NA,4,1972,-8.814607303,42.31777833,"3 - UTM10x10 + Elevation",70,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"87","S-P20397","Panicum sanguinale-Mercurialis annua","V10W",10,1972,-8.734575875,42.42444471,"3 - UTM10x10 + Elevation",150,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"88","S-P20398","Panicum sanguinale-Mercurialis annua",NA,20,1972,-8.779105114,42.27456969,"3 - UTM10x10 + Elevation",15,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"89","S-P20399","Panicum sanguinale-Mercurialis annua","V10Y",20,1972,-8.783931179,42.27432557,"3 - UTM10x10 + Elevation",60,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"90","S-P20400","Panicum sanguinale-Mercurialis annua",NA,2,1972,-8.760167041,42.19990945,"3 - UTM10x10 + Elevation",20,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"91","S-P20401","Panicum sanguinale-Mercurialis annua","V10X",2,1972,-8.725391995,42.29707719,"3 - UTM10x10 + Elevation",50,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"92","S-P20402","Panicum sanguinale-Mercurialis annua",NA,4,1972,-8.818967071,42.25994461,"3 - UTM10x10 + Elevation",30,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"93","S-P20403","Panicum sanguinale-Mercurialis annua",NA,10,1972,-8.754693811,42.19298353,"3 - UTM10x10 + Elevation",50,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","NA"
"94","S-P20404","Panicum sanguinale-Mercurialis annua",NA,20,1972,-8.768468982,42.26430467,"3 - UTM10x10 + Elevation",25,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"95","S-P20405","Panicum sanguinale-Mercurialis annua","V10Y",10,1972,-8.643611937,42.4127703,"3 - UTM10x10 + Elevation",80,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"96","T-P02598","Panico-Setarion",NA,30,1984,-6.336303467,42.38989171,"3 - UTM10x10 + Elevation",1100,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"97","T-P05142","Lamio (hybridi) dissecti-Panicetum crus-galli","V10X",50,1995,-3.459347722,43.35247857,"1 - UTM1x1 + Elevation",200,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"98","T-P05143","Lamio (hybridi) dissecti-Panicetum crus-galli","V10X",50,1995,-3.412385948,43.34185211,"1 - UTM1x1 + Elevation",5,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"99","T-P05144","Lamio (hybridi) dissecti-Panicetum crus-galli","V10W",40,1995,-3.481714672,43.37219645,"1 - UTM1x1 + Elevation",10,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"100","T-P05145","Lamio (hybridi) dissecti-Panicetum crus-galli",NA,40,1995,-3.456138786,43.25344087,"1 - UTM1x1 + Elevation",100,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"101","T-P05146","Lamio (hybridi) dissecti-Panicetum crus-galli","V10X",25,1995,-3.482386039,43.45683514,"1 - UTM1x1 + Elevation",8,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"102","T-P05147","Lamio (hybridi) dissecti-Panicetum crus-galli","V10X",30,1995,-3.535722506,43.33773909,"2 - UTM1x1 + Centroid",50,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"103","T-P05148","Lamio (hybridi) dissecti-Panicetum crus-galli","V10W",15,1995,-3.474350969,43.37762992,"1 - UTM1x1 + Elevation",8,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"104","T-P05149","Lamio (hybridi) dissecti-Panicetum crus-galli","V10W",50,1995,-3.447657776,43.44076851,"3 - UTM10x10 + Elevation",10,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"105","T-P05150","Lamio (hybridi) dissecti-Panicetum crus-galli","V10W",40,1995,-3.477088142,43.41183544,"3 - UTM10x10 + Elevation",10,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"106","T-P10738","Setario-Echinochloetum colonae","V10W",35,1984,-6.169282088,41.85661338,"4 - UTM10x10 + Centroid",750,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"107","T-P10739","Setario-Echinochloetum colonae","V10W",30,1984,-6.169282088,41.85661338,"4 - UTM10x10 + Centroid",760,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"108","T-P12049","Amarantho hybridi-Chenopodietum polyspermi","V10W",NA,1988,-6.628735997,42.57369008,"3 - UTM10x10 + Elevation",500,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"109","T-P12293","Setario-Echinochloetum colonae",NA,15,1988,-6.418686539,42.8754966,"3 - UTM10x10 + Elevation",900,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"110","T-P12294","Setario-Echinochloetum colonae","V10W",30,1988,-6.450563657,42.87634,"3 - UTM10x10 + Elevation",920,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"111","T-P12295","Setario-Echinochloetum colonae","V10W",30,1988,-6.326442569,42.93584328,"3 - UTM10x10 + Elevation",960,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"112","T-P22429","Lamio hybridi-Echinochloetum crus-gallii",NA,100,1986,-5.181564248,43.41182702,"3 - UTM10x10 + Elevation",200,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"113","T-P22477","Lamio hybridi-Echinochloetum crus-gallii","V10X",NA,1986,-7.026625266,43.5219517,"3 - UTM10x10 + Elevation",30,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"114","T-P27789","Asociación de Chrysanthemum segetum-Oxalis violacea","V10X",NA,1958,-6.447233707,43.51570587,"3 - UTM10x10 + Elevation",230,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"115","T-P27790","Asociación de Chrysanthemum segetum-Oxalis violacea",NA,NA,1958,-7.051431785,43.52287457,"3 - UTM10x10 + Elevation",30,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"116","T-P27791","Asociación de Chrysanthemum segetum-Oxalis violacea","V10X",NA,1958,-7.109184347,43.53521498,"3 - UTM10x10 + Elevation",30,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"117","T-P27792","Asociación de Chrysanthemum segetum-Oxalis violacea",NA,NA,1958,-7.102387365,43.54446253,"3 - UTM10x10 + Elevation",30,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"118","T-P27793","Asociación de Chrysanthemum segetum-Oxalis violacea",NA,NA,1958,-7.035350671,43.54145038,"3 - UTM10x10 + Elevation",30,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"119","T-P27799","Asociación de Lamium dissectum-Panicum crus-galli",NA,NA,1958,-5.122336609,43.34270979,"3 - UTM10x10 + Elevation",200,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"120","T-P27800","Asociación de Lamium dissectum-Panicum crus-galli","V10X",NA,1958,-5.137193516,43.41446604,"3 - UTM10x10 + Elevation",215,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"121","T-P27801","Asociación de Lamium dissectum-Panicum crus-galli","V10X",NA,1958,-5.821635631,43.04485809,"3 - UTM10x10 + Elevation",640,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"122","T-P27802","Asociación de Amaranthus hybridus-Chenopodium polyspermum","V10W",NA,1958,-6.609383,42.57610299,"3 - UTM10x10 + Elevation",500,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"123","T-P32606","Lamio hybridi-Echinochloetum crus-gallii","V10W",30,1995,-7.350827818,42.65654926,"1 - UTM1x1 + Elevation",740,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"124","T-P32607","Lamio hybridi-Echinochloetum crus-gallii","V10W",40,1995,-7.594082396,42.48137221,"1 - UTM1x1 + Elevation",300,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"125","T-P32608","Lamio hybridi-Echinochloetum crus-gallii","V10X",30,1995,-7.473098382,42.62662144,"1 - UTM1x1 + Elevation",380,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"126","T-P32609","Lamio hybridi-Echinochloetum crus-gallii","V10W",25,1995,-7.470795558,42.62851219,"1 - UTM1x1 + Elevation",380,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"127","T-P32610","Lamio hybridi-Echinochloetum crus-gallii","V10W",30,1995,-7.387924129,42.55969459,"1 - UTM1x1 + Elevation",400,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"128","T-P32611","Lamio hybridi-Echinochloetum crus-gallii","V10W",40,1995,-7.35825285,42.65806717,"1 - UTM1x1 + Elevation",760,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"129","T-P32612","Lamio hybridi-Echinochloetum crus-gallii","V10W",50,1995,-7.592051586,42.48685578,"1 - UTM1x1 + Elevation",300,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"130","T-P32613","Lamio hybridi-Echinochloetum crus-gallii","V10W",50,1995,-7.528987429,42.69104574,"2 - UTM1x1 + Centroid",290,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"131","T-P32614","Lamio hybridi-Echinochloetum crus-gallii","V10W",50,1995,-7.383191539,42.56167678,"1 - UTM1x1 + Elevation",400,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"132","T-P32615","Lamio hybridi-Echinochloetum crus-gallii","V10W",25,1995,-7.506814251,42.55327031,"1 - UTM1x1 + Elevation",320,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"133","T-P32616","Lamio hybridi-Echinochloetum crus-gallii","V10W",40,1995,-7.535390149,42.51072494,"1 - UTM1x1 + Elevation",290,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"134","T-P32617","Lamio hybridi-Echinochloetum crus-gallii","V10W",50,1995,-7.537556731,42.50703764,"1 - UTM1x1 + Elevation",290,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"135","T-P32618","Lamio hybridi-Echinochloetum crus-gallii","V10W",20,1995,-7.340969998,42.65512325,"1 - UTM1x1 + Elevation",740,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"136","T-P32619","Lamio hybridi-Echinochloetum crus-gallii","V10W",25,1995,-7.633362043,42.42036565,"1 - UTM1x1 + Elevation",460,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
"137","T-P32620","Lamio hybridi-Echinochloetum crus-gallii","V10W",25,1995,-7.631336242,42.42584969,"1 - UTM1x1 + Elevation",460,"Spergulo arvensis-Erodion cicutariae","Eragrostietalia","Digitario sanguinalis-Eragrostietea minoris","Spergulo arvensis-Erodion cicutariae"
