"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"216","T-P12300",1868,"Sisymbrio officinalis-Hordeetum murini",1517,"Sisymbrion officinalis","V37","",NA,2,"1988",-6.29472614,42.93856235,"3 - UTM10x10 + Elevation",1080,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"217","T-P12301",1869,"Sisymbrio officinalis-Hordeetum murini",807,"Sisymbrion officinalis","V37","",NA,3,"1988",-6.290841398,42.91166187,"3 - UTM10x10 + Elevation",1320,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"218","T-P12305",1873,"Sisymbrio officinalis-Hordeetum murini",811,"Sisymbrion officinalis","V37","",NA,8,"1988",-6.354923358,42.96382416,"3 - UTM10x10 + Elevation",1120,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"219","T-P13099",1883,"Plantago coronopi-Trifolietum fragiferae",2070,"Dauco-Melilotion","V34","",NA,15,"1997",-2.654496859,43.40870691,"1 - UTM1x1 + Elevation",0,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"220","T-P13100",1884,"Plantago coronopi-Trifolietum fragiferae",2071,"Dauco-Melilotion","V34","",NA,20,"1997",-2.654486623,43.41050777,"1 - UTM1x1 + Elevation",0,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"221","T-P13103",1886,"Plantago coronopi-Trifolietum fragiferae",2073,"Dauco-Melilotion","V","",NA,4,"1997",-2.154690985,43.29084728,"1 - UTM1x1 + Elevation",0,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"222","T-P13216",1899,"Medicagini rigidulae-Aegilopetum geniculatae",1519,"Sisymbrion officinalis","V32","",NA,7,"1997",-1.449531203,42.6098926,"3 - UTM10x10 + Elevation",690,"Taeniathero-Aegilopion geniculatae","Chenopodietea",0,"Polygono-Poetea annuae"
"223","T-P13237",1903,"Sisymbrio officinalis-Hordeetum murini",823,"Sisymbrion officinalis","V37","",NA,10,"1997",-2.34619854,42.67075192,"2 - UTM1x1 + Centroid",520,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"224","T-P13238",1904,"Sisymbrio officinalis-Hordeetum murini",824,"Sisymbrion officinalis","V32","",NA,20,"1997",-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",750,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"225","T-P13239",1905,"Sisymbrio officinalis-Hordeetum murini",825,"Sisymbrion officinalis","V32","",NA,10,"1997",-2.712418457,42.64704099,"1 - UTM1x1 + Elevation",690,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"226","T-P13240",1906,"Sisymbrio officinalis-Hordeetum murini",826,"Sisymbrion officinalis","V32","",NA,10,"1997",-2.768570459,42.6454025,"4 - UTM10x10 + Centroid",510,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"227","T-P13241",1907,"Sisymbrio officinalis-Hordeetum murini",827,"Sisymbrion officinalis","V37","",NA,10,"1997",-2.440817207,42.73429156,"1 - UTM1x1 + Elevation",640,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"228","T-P13242",1908,"Sisymbrio officinalis-Hordeetum murini",828,"Sisymbrion officinalis","V32","",NA,20,"1997",-2.405321462,42.86919324,"2 - UTM1x1 + Centroid",630,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"229","T-P13243",1909,"Sisymbrio officinalis-Hordeetum murini",829,"Sisymbrion officinalis","V32","",NA,30,"1997",-2.385322996,42.91051165,"1 - UTM1x1 + Elevation",660,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"230","T-P13245",1911,"Sisymbrio officinalis-Hordeetum murini",831,"Sisymbrion officinalis","V32","",NA,20,"1997",-2.608260023,42.91509368,"1 - UTM1x1 + Elevation",530,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"231","T-P13246",1912,"Sisymbrio officinalis-Hordeetum murini",832,"Sisymbrion officinalis","V32","",NA,15,"1997",-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",510,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"232","T-P13247",1913,"Sisymbrio officinalis-Hordeetum murini",833,"Sisymbrion officinalis","V32","",NA,10,"1997",-1.666766393,42.71348769,"3 - UTM10x10 + Elevation",580,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"233","T-P13248",1914,"Sisymbrio officinalis-Hordeetum murini",834,"Sisymbrion officinalis","V32","",NA,8,"1997",-1.667074668,42.69908271,"3 - UTM10x10 + Elevation",620,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"234","T-P13249",1915,"Sisymbrio officinalis-Hordeetum murini",835,"Sisymbrion officinalis","V32","",NA,20,"1997",-3.020072804,43.38041277,"3 - UTM10x10 + Elevation",0,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"235","T-P27785",2113,"Asociación de Hordeum murinum-Bromus sterilis",904,"Sisymbrion officinalis","V37","",NA,NA,"1958",-5.759650737,43.00404411,"4 - UTM10x10 + Centroid",1401,"Hordeion murini","Chenopodietea",0,"Polygono-Poetea annuae"
"236","T-P31627",2170,"Associació-Desconeguda",907,"Dauco-Melilotion","V32","",NA,5,"2000",-2.906511653,43.37137182,"1 - UTM1x1 + Elevation",5,"Unknown",NA,0,"Polygono-Poetea annuae"
"237","T-P36813",2367,"Coleostepho myconis-Galactitetum tomentosae",1743,"Sisymbrion officinalis","V37","",0,80,"1993",-7.504256247,42.55157042,"1 - UTM1x1 + Elevation",310,"Echio-Galactition tomentosae","Chenopodietea",0,"Polygono-Poetea annuae"
"238","T-P36815",2369,"Coleostepho myconis-Galactitetum tomentosae",945,"Sisymbrion officinalis","V33","",0,9,"1993",-7.631960626,42.46723974,"2 - UTM1x1 + Centroid",220,"Echio-Galactition tomentosae","Chenopodietea",0,"Polygono-Poetea annuae"
"239","U-P00115",2392,"Carduo carpetani-Onopordetum acanthii",961,"Sisymbrion officinalis","V37","",NA,70,"2001",-5.040006392,43.02004898,"1 - UTM1x1 + Elevation",1100,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Polygono-Poetea annuae"
"240","U-P00121",2398,"Sisymbrio officinalis-Hordeetum murini",964,"Sisymbrion officinalis","V37","",NA,8,"2001",-5.013435233,43.03312621,"1 - UTM1x1 + Elevation",1100,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"241","U-P00630",2437,"Sisymbrio officinalis-Hordeetum murini",985,"Sisymbrion officinalis","V37","W",35,12,"2002",-5.128715053,42.81672614,"1 - UTM1x1 + Elevation",950,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"242","U-P06049",2449,"Centaureetum cyani",993,"Sisymbrion officinalis","V15","",NA,30,"1988",-5.401025125,42.83655069,"3 - UTM10x10 + Elevation",1070,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"243","U-P06054",2454,"Sisymbrio officinalis-Hordeetum murini",997,"Sisymbrion officinalis","V37","",NA,12,"1988",-5.400741827,42.8923858,"3 - UTM10x10 + Elevation",1100,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"244","U-P06055",2455,"Sisymbrio officinalis-Hordeetum murini",998,"Sisymbrion officinalis","V37","",NA,12,"1988",-5.39284309,42.87814377,"3 - UTM10x10 + Elevation",1050,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"245","U-P15499",2546,"Chenopodion muralis",1786,"Sisymbrion officinalis","V37","",NA,25,"1991",-3.918400258,42.94358211,"4 - UTM10x10 + Centroid",888,"Chenopodion muralis","Chenopodietea",0,"Polygono-Poetea annuae"
