"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"209","S-P11142",871,"Geranio robertiani-Cariolophetum sempervirentis",358,"Alliarienion petiolatae","V39","",NA,30,"1989",-4.452627041,42.9875917,"2 - UTM1x1 + Centroid",1140,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"210","S-P11143",872,"Geranio robertiani-Cariolophetum sempervirentis",359,"Alliarienion petiolatae","V39","",NA,30,"1989",-4.446161128,42.92103694,"1 - UTM1x1 + Elevation",1130,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"211","S-P11144",873,"Geranio robertiani-Cariolophetum sempervirentis",360,"Alliarienion petiolatae","V39","",NA,20,"1989",-4.487612527,43.01415687,"1 - UTM1x1 + Elevation",1200,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"212","S-P11145",874,"Comunidad de Ligusticum lucidum",411145,"Arction lappae","V39","",NA,50,"1989",-4.483729229,42.95477496,"1 - UTM1x1 + Elevation",1120,"Saxifragion praetermissae","Thlaspietea rotundifolii",0,"Epilobietea angustifolii"
"213","S-P11148",875,"Comunidad de Ligusticum lucidum",411148,"Arction lappae","V32","",NA,15,"1989",-4.610149279,42.91344443,"2 - UTM1x1 + Centroid",1160,"Saxifragion praetermissae","Thlaspietea rotundifolii",0,"Epilobietea angustifolii"
"214","S-P11290",898,"Omphalodo nitidae-Linarietum triornithophorae",411290,"Alliarienion petiolatae","R57","S",5,10,"1989",-4.39507983,42.93787996,"1 - UTM1x1 + Elevation",1410,"Linarion triornithophorae","Trifolio-Geranietea sanguinei",0,"Epilobietea angustifolii"
"215","S-P11293",899,"Omphalodo nitidae-Linarietum triornithophorae",411293,"Alliarienion petiolatae","R57","E",5,10,"1989",-4.461413386,42.94425616,"1 - UTM1x1 + Elevation",1200,"Linarion triornithophorae","Trifolio-Geranietea sanguinei",0,"Epilobietea angustifolii"
"216","S-P12112",966,"Potentillo-Menthetum rotundifoliae",412112,"Balloto-Conion maculati","V","NE",10,5,"1975",-6.8895192,43.54471187,"3 - UTM10x10 + Elevation",35,"Mentho longifoliae-Juncion inflexi","Molinio-Arrhenatheretea",0,"Epilobietea angustifolii"
"217","S-P12113",967,"Galactito tomentosae-Digitaletum purpureae",377,"Alliarienion petiolatae","R57","NW",15,15,"1975",-6.431495524,43.49997367,"3 - UTM10x10 + Elevation",50,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"218","S-P12114",968,"Galactito tomentosae-Digitaletum purpureae",378,"Smyrnienion olusatri","R57","NW",10,10,"1975",-6.553964927,43.5214375,"3 - UTM10x10 + Elevation",100,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"219","S-P12115",969,"Galactito tomentosae-Digitaletum purpureae",379,"Balloto-Conion maculati","R57","N",10,15,"1975",-6.419789733,43.46791233,"3 - UTM10x10 + Elevation",90,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"220","S-P12116",970,"Galactito tomentosae-Digitaletum purpureae",380,"Alliarienion petiolatae","R57","NE",10,20,"1975",-6.621196556,43.56974371,"3 - UTM10x10 + Elevation",5,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"221","S-P12117",971,"Galactito tomentosae-Digitaletum purpureae",381,"Arction lappae","V38","",NA,20,"1975",-6.940918116,43.53574652,"3 - UTM10x10 + Elevation",30,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"222","S-P12118",972,"Galactito tomentosae-Digitaletum purpureae",382,"Arction lappae","V38","",NA,20,"1975",-6.999259579,43.55712554,"3 - UTM10x10 + Elevation",20,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"223","S-P12119",973,"Galactito tomentosae-Digitaletum purpureae",383,"Arction lappae","V38","SE",15,20,"1975",-6.663215521,43.5684033,"3 - UTM10x10 + Elevation",5,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"224","S-P12120",974,"Galactito tomentosae-Digitaletum purpureae",384,"Arction lappae","V38","N",15,15,"1975",-6.145593991,43.56762876,"3 - UTM10x10 + Elevation",10,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"225","S-P12121",975,"Galactito tomentosae-Digitaletum purpureae",385,"Arction lappae","V38","",NA,15,"1975",-6.034755943,43.57963101,"3 - UTM10x10 + Elevation",10,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"226","S-P12122",976,"Galactito tomentosae-Digitaletum purpureae",386,"Arction lappae","V38","E",10,15,"1975",-7.054020897,43.52458326,"3 - UTM10x10 + Elevation",30,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"227","S-P12125",979,"Galactito tomentosae-Digitaletum purpureae",389,"Arction lappae","V38","",NA,10,"1975",-6.962087663,43.55662122,"3 - UTM10x10 + Elevation",15,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"228","S-P12126",980,"Galactito tomentosae-Digitaletum purpureae",390,"Arction lappae","V38","NE",5,15,"1975",-7.019259908,43.56002427,"3 - UTM10x10 + Elevation",20,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"229","S-P15131",1024,"Urtico dioicae-Sambucetum ebuli",397,"Balloto-Conion maculati","V","",NA,20,"1967",-2.29159175,43.17831819,"1 - UTM1x1 + Elevation",100,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"230","S-P15133",1026,"Urtico dioicae-Sambucetum ebuli",399,"Balloto-Conion maculati","R","",5,20,"1967",-2.25087686,43.28791586,"1 - UTM1x1 + Elevation",25,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"231","S-P15134",1027,"Urtico dioicae-Sambucetum ebuli",400,"Balloto-Conion maculati","R57","",NA,10,"1967",-1.895377618,43.31565038,"2 - UTM1x1 + Centroid",80,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"232","S-P15135",1028,"Urtico dioicae-Sambucetum ebuli",401,"Balloto-Conion maculati","R57","",20,50,"1967",-1.965249735,43.26767938,"1 - UTM1x1 + Elevation",20,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"233","S-P15136",1029,"Urtico dioicae-Sambucetum ebuli",402,"Balloto-Conion maculati","R57","",NA,100,"1967",-2.073035698,43.14794089,"1 - UTM1x1 + Elevation",100,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"234","S-P15137",1030,"Urtico dioicae-Sambucetum ebuli",403,"Balloto-Conion maculati","?","",15,20,"1967",-2.417635987,43.12139835,"1 - UTM1x1 + Elevation",150,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"235","S-P15138",1031,"Urtico dioicae-Sambucetum ebuli",404,"Balloto-Conion maculati","R","",NA,20,"1967",-1.66010672,43.13484527,"1 - UTM1x1 + Elevation",190,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"236","S-P15139",1032,"Urtico dioicae-Sambucetum ebuli",405,"Balloto-Conion maculati","R57","",NA,20,"1967",-1.843525255,43.3187396,"1 - UTM1x1 + Elevation",120,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"237","S-P15140",1033,"Urtico dioicae-Sambucetum ebuli",406,"Balloto-Conion maculati","R57","",NA,20,"1967",-1.603399487,43.14137081,"2 - UTM1x1 + Centroid",120,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"238","S-P15141",1034,"Urtico dioicae-Sambucetum ebuli",407,"Balloto-Conion maculati","?","",20,50,"1967",-2.254396908,43.20149416,"2 - UTM1x1 + Centroid",50,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"239","S-P15142",1035,"Urtico dioicae-Sambucetum ebuli",408,"Balloto-Conion maculati","R","",NA,50,"1967",-1.979371956,43.30742628,"1 - UTM1x1 + Elevation",20,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"240","S-P15143",1036,"Urtico dioicae-Sambucetum ebuli",409,"Balloto-Conion maculati","R55","",5,200,"1967",-1.78376686,43.34693392,"1 - UTM1x1 + Elevation",15,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"241","S-P15145",1038,"Urtico dioicae-Sambucetum ebuli",411,"Balloto-Conion maculati","R57","",NA,20,"1967",-1.974220923,43.02643256,"1 - UTM1x1 + Elevation",310,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"242","S-P15146",1039,"Urtico dioicae-Sambucetum ebuli",412,"Balloto-Conion maculati","R","",NA,100,"1967",-1.969251875,43.02998989,"1 - UTM1x1 + Elevation",490,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"243","S-P15147",1040,"Urtico dioicae-Sambucetum ebuli",413,"Balloto-Conion maculati","R57","",NA,50,"1967",-1.504837161,43.14912973,"2 - UTM1x1 + Centroid",100,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"244","S-P15148",1041,"Urtico dioicae-Sambucetum ebuli",414,"Balloto-Conion maculati","V38","",NA,50,"1967",-2.100370981,42.96085661,"1 - UTM1x1 + Elevation",650,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"245","S-P15149",1042,"Galio aparines-Anthriscetum sylvestris",415,"Balloto-Conion maculati","R57","",5,100,"1967",-1.508988744,42.97809312,"1 - UTM1x1 + Elevation",640,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"246","S-P15150",1043,"Balloto-Conion maculati",416,"Balloto-Conion maculati","V38","",NA,20,"1967",-1.710895694,42.94092363,"1 - UTM1x1 + Elevation",530,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"247","S-P15151",1044,"Balloto-Conion maculati",417,"Balloto-Conion maculati","R55","",NA,20,"1967",-1.969251875,43.02998989,"1 - UTM1x1 + Elevation",480,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"248","S-P15152",1045,"Urtico dioicae-Sambucetum ebuli",418,"Balloto-Conion maculati","V","",NA,50,"1967",-1.766112841,42.99916413,"2 - UTM1x1 + Centroid",920,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"249","S-P15153",1046,"Geranietum robertiano-lucidi",419,"Alliarienion petiolatae","R55","",5,20,"1967",-2.269424273,43.17997973,"1 - UTM1x1 + Elevation",120,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"250","S-P15154",1047,"Urtico dioicae-Sambucetum ebuli",420,"Balloto-Conion maculati","R55","",5,20,"1967",-2.262020399,43.18173316,"1 - UTM1x1 + Elevation",120,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"251","S-P15155",1048,"Urtico dioicae-Sambucetum ebuli",421,"Balloto-Conion maculati","R55","",5,50,"1967",-2.269359848,43.18538217,"1 - UTM1x1 + Elevation",190,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"252","S-P15156",1049,"Urtico dioicae-Sambucetum ebuli",422,"Balloto-Conion maculati","R55","",5,20,"1967",-2.41271908,43.12137322,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"253","S-P15157",1050,"Geranietum robertiano-lucidi",423,"Alliarienion petiolatae","V","",NA,20,"1967",-2.217657394,43.18684124,"1 - UTM1x1 + Elevation",180,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"254","S-P15158",1051,"Carduo nutantis-Cirsietum richterani",424,"Balloto-Conion maculati","R55","",NA,NA,"1967",-2.255082735,42.9421568,"1 - UTM1x1 + Elevation",750,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"255","S-P16228",1069,"Geranio robertiani-Cariolophetum sempervirentis",425,"Alliarienion petiolatae","V39","",NA,20,"1987",-5.853391817,42.66948427,"3 - UTM10x10 + Elevation",900,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"256","S-P16229",1070,"Geranio robertiani-Cariolophetum sempervirentis",426,"Alliarienion petiolatae","V39","",NA,4,"1987",-5.784118781,42.75763513,"3 - UTM10x10 + Elevation",990,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"257","S-P16230",1071,"Geranio robertiani-Cariolophetum sempervirentis",427,"Alliarienion petiolatae","V39","",NA,20,"1987",-5.868498864,42.83839277,"3 - UTM10x10 + Elevation",1050,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"258","S-P16231",1072,"Geranio robertiani-Cariolophetum sempervirentis",428,"Alliarienion petiolatae","V39","",NA,5,"1987",-6.28897324,42.69201194,"3 - UTM10x10 + Elevation",860,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"259","S-P16232",1073,"Geranio robertiani-Cariolophetum sempervirentis",429,"Alliarienion petiolatae","V39","",NA,20,"1987",-6.276102577,42.63295209,"3 - UTM10x10 + Elevation",800,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"260","S-P16233",1074,"Geranio robertiani-Cariolophetum sempervirentis",430,"Alliarienion petiolatae","V39","",NA,4,"1987",-5.838343321,42.82113585,"3 - UTM10x10 + Elevation",1000,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"261","S-P16234",1075,"Geranio robertiani-Cariolophetum sempervirentis",431,"Alliarienion petiolatae","V39","",NA,20,"1987",-6.501838542,42.61366083,"3 - UTM10x10 + Elevation",630,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"262","S-P16235",1076,"Geranio robertiani-Cariolophetum sempervirentis",432,"Alliarienion petiolatae","V39","",NA,40,"1987",-6.295195632,42.25420972,"3 - UTM10x10 + Elevation",980,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"263","S-P16236",1077,"Geranio robertiani-Cariolophetum sempervirentis",433,"Alliarienion petiolatae","V39","",NA,25,"1987",-6.377725136,42.1653602,"3 - UTM10x10 + Elevation",1090,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"264","S-P17963",1091,"Urtico dioicae-Sambucetum ebuli",438,"Balloto-Conion maculati","R57","",NA,20,"1982",-2.739314292,43.21443251,"1 - UTM1x1 + Elevation",110,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"265","S-P17964",1092,"Urtico dioicae-Sambucetum ebuli",439,"Balloto-Conion maculati","R57","",NA,30,"1982",-2.734389712,43.21442118,"1 - UTM1x1 + Elevation",110,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"266","S-P17965",1093,"Urtico dioicae-Sambucetum ebuli",440,"Balloto-Conion maculati","R57","",NA,20,"1982",-2.662416887,43.31688458,"1 - UTM1x1 + Elevation",90,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"267","S-P17966",1094,"Urtico dioicae-Sambucetum ebuli",441,"Balloto-Conion maculati","R57","",NA,20,"1982",-2.657473961,43.3186708,"1 - UTM1x1 + Elevation",80,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"268","S-P17967",1095,"Urtico dioicae-Sambucetum ebuli",442,"Balloto-Conion maculati","R","",NA,30,"1982",-2.65095979,43.16377029,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"269","S-P17968",1096,"Urtico dioicae-Sambucetum ebuli",443,"Balloto-Conion maculati","R57","",NA,30,"1982",-2.648478904,43.16736462,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"270","S-P17969",1097,"Urtico dioicae-Sambucetum ebuli",444,"Balloto-Conion maculati","V","",NA,30,"1982",-2.646008126,43.16915796,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"271","S-P17970",1098,"Urtico dioicae-Sambucetum ebuli",445,"Balloto-Conion maculati","R57","",NA,20,"1982",-2.575129549,43.10047977,"1 - UTM1x1 + Elevation",250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"272","S-P17971",1099,"Urtico dioicae-Sambucetum ebuli",446,"Balloto-Conion maculati","V39","",NA,20,"1982",-2.577587227,43.10048887,"1 - UTM1x1 + Elevation",250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"273","S-P17972",1100,"Urtico dioicae-Sambucetum ebuli",447,"Balloto-Conion maculati","R","",NA,10,"1982",-2.673561842,43.07739006,"2 - UTM1x1 + Centroid",450,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"274","S-P18282",1113,"Urtico dioicae-Sambucetum ebuli",448,"Balloto-Conion maculati","V38","S",40,30,"1974",-5.92266808,43.15577265,"1 - UTM1x1 + Elevation",850,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"275","S-P18283",1114,"Urtico dioicae-Sambucetum ebuli",449,"Balloto-Conion maculati","V38","SE",30,30,"1974",-5.92266808,43.15577265,"1 - UTM1x1 + Elevation",830,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"276","S-P18284",1115,"Urtico dioicae-Sambucetum ebuli",450,"Balloto-Conion maculati","V38","",NA,40,"1974",-6.025787152,43.20171132,"1 - UTM1x1 + Elevation",300,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"277","S-P18285",1116,"Urtico dioicae-Sambucetum ebuli",451,"Balloto-Conion maculati","R57","S",20,40,"1974",-6.028245514,43.20164621,"2 - UTM1x1 + Centroid",250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"278","S-P18286",1117,"Chenopodion subalpinum",452,"Balloto-Conion maculati","V39","NE",15,20,"1974",-5.928699398,43.17902885,"1 - UTM1x1 + Elevation",1540,"Rumicion alpini","Mulgedio-Aconitetea",0,"Epilobietea angustifolii"
"279","S-P18287",1118,"Chenopodion subalpinum",453,"Balloto-Conion maculati","V39","W",10,30,"1974",-5.928699398,43.17902885,"1 - UTM1x1 + Elevation",1570,"Rumicion alpini","Mulgedio-Aconitetea",0,"Epilobietea angustifolii"
"280","S-P18288",1119,"Chenopodion subalpinum",454,"Balloto-Conion maculati","V","",NA,15,"1974",-5.934735765,43.20228451,"2 - UTM1x1 + Centroid",1760,"Rumicion alpini","Mulgedio-Aconitetea",0,"Epilobietea angustifolii"
"281","S-P18289",1120,"Chenopodion subalpinum",455,"Balloto-Conion maculati","V","N",20,20,"1974",-5.934649484,43.20048592,"1 - UTM1x1 + Elevation",1600,"Rumicion alpini","Mulgedio-Aconitetea",0,"Epilobietea angustifolii"
"282","S-P18296",1127,"Sisymbrio officinalis-Hordeetum murini",460,"Arction lappae","V37","E",25,15,"1974",-5.272624467,43.10479993,"4 - UTM10x10 + Centroid",290,"Sisymbrion officinalis","Sisymbrietea",0,"Epilobietea angustifolii"
"283","S-P18304",1135,"Polygono-Chenopodion polyspermi",1337,"Arction lappae","V37","",NA,20,"1974",-5.976103332,43.17763085,"4 - UTM10x10 + Centroid",320,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Epilobietea angustifolii"
"284","S-P18419",1138,"Bidentetea tripartitae",418419,"Balloto-Conion maculati","R57","W",NA,15,"1974",-5.945297316,43.16599674,"2 - UTM1x1 + Centroid",420,"Bidention tripartitae","Bidentetea",0,"Epilobietea angustifolii"
"285","S-P19751",1154,"Galio aparines-Conietum maculati",463,"Balloto-Conion maculati","V39","S",1.8,4,"2001",-5.633738198,42.784607,"3 - UTM10x10 + Elevation",970,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"286","S-P20231",1159,"Oxali-Parietarietum diffusae",2233,"Smyrnienion olusatri","V","E",NA,10,"1972",-8.69927276,42.22276562,"3 - UTM10x10 + Elevation",50,"Galio valantiae-Parietarion judaicae","Cymbalario-Parietarietea diffusae",0,"Epilobietea angustifolii"
"287","S-P20320",1160,"Oenanthetum crocatae",420320,"Alliarienion petiolatae","R55","S",NA,5,"1972",-8.685692091,42.21708255,"4 - UTM10x10 + Centroid",147,"Unknown",NA,0,"Epilobietea angustifolii"
"288","S-P20421",1226,"Galactito tomentosae-Digitaletum purpureae",480,"Alliarienion petiolatae","R55","N",NA,4,"1972",-8.828947458,42.2630368,"3 - UTM10x10 + Elevation",50,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"289","S-P20422",1227,"Galactito tomentosae-Digitaletum purpureae",481,"Alliarienion petiolatae","H25","E",NA,4,"1972",-8.821048616,42.25623789,"3 - UTM10x10 + Elevation",60,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"290","S-P20429",1234,"Galactito tomentosae-Digitaletum purpureae",485,"Arction lappae","V32","N",NA,9,"1972",-8.675814513,42.28514656,"3 - UTM10x10 + Elevation",20,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"291","S-P21801",1275,"Onopordion acanthii",494,"Balloto-Conion maculati","V38","",NA,40,"1981",-6.221480608,43.13153497,"3 - UTM10x10 + Elevation",1200,"Onopordion castellani","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"292","S-P21802",1276,"Onopordion acanthii",495,"Balloto-Conion maculati","V38","",NA,30,"1981",-6.2482752,43.08035453,"3 - UTM10x10 + Elevation",1180,"Onopordion castellani","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"293","S-P21804",1277,"Chenopodio boni-henrici-Senecietum durieui",496,"Balloto-Conion maculati","H25","",NA,10,"1981",-6.283627571,43.05233259,"3 - UTM10x10 + Elevation",1640,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"294","S-P21809",1278,"Chenopodio boni-henrici-Senecietum durieui",497,"Balloto-Conion maculati","V","E",10,20,"1981",-6.25615877,42.99729328,"3 - UTM10x10 + Elevation",1710,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"295","S-P21810",1279,"Arction",498,"Balloto-Conion maculati","V39","",NA,10,"1981",-6.106897356,43.10229232,"3 - UTM10x10 + Elevation",1100,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"296","S-P21812",1280,"Arction",499,"Balloto-Conion maculati","V39","",NA,30,"1981",-6.261877126,43.10517829,"3 - UTM10x10 + Elevation",890,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"297","T-P02591",1297,"Bromo-Hordeetum murini",501,"Arction lappae","V37","",NA,2,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"298","T-P02602",1304,"Galio aparines-Conietum maculati",505,"Arction lappae","V38","SE",45,10,"1984",-6.211862764,42.47449169,"3 - UTM10x10 + Elevation",1000,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"299","T-P02609",1305,"Carduo carpetani-Onopordetum acanthii",506,"Arction lappae","V38","W",27,10,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",880,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"300","T-P03067",1309,"Urtico dioicae-Sambucetum ebuli",507,"Balloto-Conion maculati","R57","",NA,20,"1986",-3.200156905,43.33341586,"3 - UTM10x10 + Elevation",150,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"301","T-P03068",1310,"Urtico dioicae-Sambucetum ebuli",508,"Balloto-Conion maculati","R57","",NA,20,"1986",-3.126031935,43.27949392,"3 - UTM10x10 + Elevation",200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"302","T-P03069",1311,"Urtico dioicae-Sambucetum ebuli",509,"Balloto-Conion maculati","R55","",NA,15,"1986",-3.06693273,43.33357141,"3 - UTM10x10 + Elevation",250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"303","T-P03070",1312,"Urtico dioicae-Sambucetum ebuli",510,"Balloto-Conion maculati","R57","",NA,20,"1986",-3.049613051,43.27234887,"3 - UTM10x10 + Elevation",300,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"304","T-P03071",1313,"Urtico dioicae-Sambucetum ebuli",511,"Balloto-Conion maculati","V","",NA,15,"1986",-3.209938483,43.3081855,"3 - UTM10x10 + Elevation",400,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"305","T-P03072",1314,"Urtico dioicae-Sambucetum ebuli",512,"Balloto-Conion maculati","R57","",NA,15,"1986",-3.091552561,43.29933691,"3 - UTM10x10 + Elevation",250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"306","T-P03073",1315,"Urtico dioicae-Sambucetum ebuli",513,"Balloto-Conion maculati","R","",NA,15,"1986",-3.059527844,43.32997367,"3 - UTM10x10 + Elevation",200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"307","T-P03074",1316,"Carduo nutantis-Cirsietum richterani",514,"Balloto-Conion maculati","V39","NE",NA,9,"1986",-2.806393531,43.02546284,"3 - UTM10x10 + Elevation",1070,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"308","T-P03075",1317,"Carduo nutantis-Cirsietum richterani",515,"Balloto-Conion maculati","V38","N",NA,8,"1986",-2.811236774,43.047083,"3 - UTM10x10 + Elevation",1100,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"309","T-P03076",1318,"Carduo nutantis-Cirsietum richterani",516,"Balloto-Conion maculati","H25","NW",NA,10,"1986",-2.806308577,43.05247778,"3 - UTM10x10 + Elevation",1200,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"310","T-P03077",1319,"Carduo nutantis-Cirsietum richterani",517,"Balloto-Conion maculati","H25","N",NA,10,"1986",-2.803858503,43.0506726,"3 - UTM10x10 + Elevation",1100,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"311","T-P04812",1388,"Senecioni duriaei-Chenopodietum boni-henrici",522,"Alliarienion petiolatae","V39","",NA,40,"1984",-4.754385375,43.24629828,"3 - UTM10x10 + Elevation",1060,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"312","T-P04813",1389,"Senecioni duriaei-Chenopodietum boni-henrici",523,"Balloto-Conion maculati","V39","",NA,10,"1984",-4.822576379,43.05433533,"3 - UTM10x10 + Elevation",1400,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"313","T-P04814",1390,"Senecioni duriaei-Chenopodietum boni-henrici",524,"Balloto-Conion maculati","V39","",NA,NA,"1984",-4.798549642,43.24020958,"3 - UTM10x10 + Elevation",1500,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
