"","SIVIMID","Original","CANTEUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"448","T-P13201","Chaerophyllo aurei-Anthriscetum sylvestris",NA,30,1997,-1.138754059,42.96924932,"4 - UTM10x10 + Centroid",800,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"449","T-P13202","Chaerophyllo aurei-Anthriscetum sylvestris",NA,30,1997,-1.245422045,42.93113216,"1 - UTM1x1 + Elevation",800,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","Balloto-Conion maculati"
"450","T-P17218","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.654418308,42.42483896,"3 - UTM10x10 + Elevation",15,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"451","T-P17219","Arundini-Convolvuletum sepium","R55Z",10,1975,-8.813848245,42.33582066,"3 - UTM10x10 + Elevation",20,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"452","T-P17220","Arundini-Convolvuletum sepium","R55Z",10,1975,-8.677652213,42.43989049,"3 - UTM10x10 + Elevation",50,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"453","T-P17221","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.772686505,42.28389596,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"454","T-P17222","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.807070288,42.26235004,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"455","T-P17223","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.808852256,42.33427436,"3 - UTM10x10 + Elevation",70,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"456","T-P17224","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.805710967,42.30022692,"3 - UTM10x10 + Elevation",80,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"457","T-P17225","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.822537538,42.27236536,"3 - UTM10x10 + Elevation",20,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"458","T-P17226","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.769944917,42.28043363,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"459","T-P17227","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.678874459,42.29219622,"3 - UTM10x10 + Elevation",70,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"460","T-P17228","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.716223267,42.3029373,"3 - UTM10x10 + Elevation",180,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"461","T-P17229","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.80319532,42.32555992,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"462","T-P17230","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.797375012,42.31505309,"3 - UTM10x10 + Elevation",150,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"463","T-P17231","Arundini-Convolvuletum sepium","R55Z",15,1975,-8.730457271,42.21940638,"3 - UTM10x10 + Elevation",50,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"464","T-P17232","Arundini-Convolvuletum sepium","R55Z",20,1975,-8.665360817,42.33067547,"3 - UTM10x10 + Elevation",80,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"465","T-P23955","Urtico dioicae-Sambucetum ebuli","V39X",20,1982,-2.368763365,43.09232354,"3 - UTM10x10 + Elevation",300,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"466","T-P23956","Urtico dioicae-Sambucetum ebuli","V39X",10,1982,-2.412805187,43.11236878,"3 - UTM10x10 + Elevation",140,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"467","T-P23957","Urtico dioicae-Sambucetum ebuli","V39Y",10,1982,-2.286053424,43.01979776,"3 - UTM10x10 + Elevation",400,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"468","T-P23958","Urtico dioicae-Sambucetum ebuli","V39X",15,1982,-2.445949796,43.25300855,"3 - UTM10x10 + Elevation",360,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"469","T-P27794","Comunidad de Convolvulus sepium y Oxalis violacea","V10X",NA,1958,-5.796417456,43.35341735,"3 - UTM10x10 + Elevation",280,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","NA"
"470","T-P27795","Comunidad de Convolvulus sepium y Oxalis violacea",NA,NA,1958,-5.727314327,43.35328655,"3 - UTM10x10 + Elevation",280,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","NA"
"471","T-P27796","Comunidad de Convolvulus sepium y Oxalis violacea",NA,NA,1958,-6.142551358,43.4614705,"3 - UTM10x10 + Elevation",130,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"472","T-P27797","Comunidad de Convolvulus sepium y Oxalis violacea",NA,NA,1958,-5.719999329,43.35526167,"3 - UTM10x10 + Elevation",285,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"473","T-P32574","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",12,2010,-1.494353861,43.47495185,"3 - UTM10x10 + Elevation",45,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"474","T-P32575","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",8,2010,-1.319849073,43.4365037,"3 - UTM10x10 + Elevation",2,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"475","T-P32576","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",16,2010,-1.319948701,43.43290349,"3 - UTM10x10 + Elevation",7,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"476","T-P32577","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",30,2010,-1.052698994,43.36743524,"3 - UTM10x10 + Elevation",50,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"477","T-P32578","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",20,2010,-0.658107539,43.16554178,"3 - UTM10x10 + Elevation",240,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"478","T-P32579","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",40,2010,-1.26807781,43.43212945,"3 - UTM10x10 + Elevation",35,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"479","T-P32580","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",20,2010,-1.253257937,43.43190397,"3 - UTM10x10 + Elevation",16,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"480","T-P32582","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",20,2010,-1.243378118,43.43175259,"3 - UTM10x10 + Elevation",85,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"481","T-P32583","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",20,2010,-1.243430192,43.42995256,"3 - UTM10x10 + Elevation",80,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"482","T-P32584","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",16,2010,-1.253257937,43.43190397,"3 - UTM10x10 + Elevation",10,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"483","T-P32585","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",6,2010,-1.469770238,43.46922293,"3 - UTM10x10 + Elevation",2,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"484","T-P32587","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",60,2010,-1.231080892,43.42976214,"3 - UTM10x10 + Elevation",80,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"485","T-P32588","Picrido hieracioidis-Eupatorietum cannabinii","R55Y",30,2010,-0.655718096,43.16369195,"3 - UTM10x10 + Elevation",240,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"486","T-P33580","Galactito tomentosae-Digitaletum purpureae",NA,NA,1959,-8.498595973,42.83574443,"1 - UTM1x1 + Elevation",250,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"487","T-P33581","Galactito tomentosae-Digitaletum purpureae","V39W",NA,1959,-8.609336997,42.84295901,"3 - UTM10x10 + Elevation",150,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"488","T-P33582","Galactito tomentosae-Digitaletum purpureae","V39W",NA,1959,-8.622505331,42.88011985,"1 - UTM1x1 + Elevation",200,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"489","T-P33583","Galactito tomentosae-Digitaletum purpureae","V332",NA,1959,-8.484775307,42.84541158,"1 - UTM1x1 + Elevation",300,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"490","T-P33584","Galactito tomentosae-Digitaletum purpureae","V39W",NA,1959,-8.488215567,42.82904219,"1 - UTM1x1 + Elevation",200,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"491","T-P33585","Galactito tomentosae-Digitaletum purpureae","V332",NA,1959,-8.583838387,42.85861274,"1 - UTM1x1 + Elevation",200,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"492","T-P33586","Galactito tomentosae-Digitaletum purpureae","V332",NA,1959,-8.52324208,42.86516205,"1 - UTM1x1 + Elevation",250,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"493","T-P35967","Chenopodio boni-henrici-Senecietum durieui","V39W",10,1983,-5.831939783,42.89513125,"1 - UTM1x1 + Elevation",1500,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"494","T-P35968","Chenopodio boni-henrici-Senecietum durieui","V39W",10,1983,-5.831939783,42.89513125,"1 - UTM1x1 + Elevation",1500,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"495","T-P35969","Chenopodio boni-henrici-Senecietum durieui","V39W",20,1983,-5.834551268,42.89866834,"2 - UTM1x1 + Centroid",1650,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"496","T-P35970","Chenopodio boni-henrici-Senecietum durieui","V39W",15,1983,-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1600,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"497","T-P35971","Chenopodio boni-henrici-Senecietum durieui","V39W",10,1983,-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1650,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"498","T-P35972","Chenopodio boni-henrici-Senecietum durieui","V39W",15,1983,-6.005408789,42.88533577,"2 - UTM1x1 + Centroid",1670,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"499","T-P35973","Chenopodio boni-henrici-Senecietum durieui",NA,10,1983,-5.951695753,43.04337567,"3 - UTM10x10 + Elevation",1800,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"500","T-P35974","Chenopodio boni-henrici-Senecietum durieui","V39W",10,1983,-5.973504431,43.03740811,"3 - UTM10x10 + Elevation",1800,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"501","T-P36741","Galio aparines-Conietum maculati",NA,25,1993,-7.493380493,42.53579211,"1 - UTM1x1 + Elevation",310,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"502","T-P36742","Galio aparines-Conietum maculati",NA,16,1993,-7.553086558,42.55323795,"1 - UTM1x1 + Elevation",350,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"503","T-P36743","Galio aparines-Conietum maculati",NA,30,1993,-7.550788816,42.55513008,"1 - UTM1x1 + Elevation",350,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"504","T-P36744","Galio aparines-Conietum maculati",NA,40,1993,-7.558539154,42.5278113,"1 - UTM1x1 + Elevation",330,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"505","T-P36745","Galio aparines-Conietum maculati","V37W",40,1993,-7.529886802,42.50193964,"1 - UTM1x1 + Elevation",290,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"506","T-P36746","Galio aparines-Conietum maculati",NA,20,1993,-7.554151701,42.50097598,"1 - UTM1x1 + Elevation",280,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"507","T-P36747","Galio aparines-Conietum maculati","V39Y",18,1993,-7.614367414,42.52557217,"1 - UTM1x1 + Elevation",440,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"508","T-P36750","Geranio robertiani-Caryolophetum sempervirentis","V39Y",12,1993,-7.298613953,42.64231779,"2 - UTM1x1 + Centroid",600,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"509","T-P36751","Geranio robertiani-Caryolophetum sempervirentis",NA,15,1993,-7.47602842,42.59949657,"1 - UTM1x1 + Elevation",370,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"510","T-P36752","Geranio robertiani-Caryolophetum sempervirentis","V39Y",20,1993,-7.473211811,42.59420475,"1 - UTM1x1 + Elevation",330,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"511","T-P36753","Geranio robertiani-Caryolophetum sempervirentis","V39Y",12,1993,-7.556365816,42.56481157,"2 - UTM1x1 + Centroid",320,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"512","T-P36754","Geranio robertiani-Caryolophetum sempervirentis","V39Y",15,1993,-7.476012833,42.56528419,"1 - UTM1x1 + Elevation",330,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"513","T-P36755","Geranio robertiani-Caryolophetum sempervirentis","V39Y",25,1993,-7.440211869,42.57568335,"1 - UTM1x1 + Elevation",380,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"514","T-P36756","Geranio robertiani-Caryolophetum sempervirentis","V39Y",15,1993,-7.587462991,42.49064127,"1 - UTM1x1 + Elevation",280,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"515","T-P36757","Geranio robertiani-Caryolophetum sempervirentis","V39Y",16,1993,-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"516","U-P00592","Chenopodio boni-henrici-Senecietum duriaei","V39W",8,2002,-4.849414986,43.04850181,"1 - UTM1x1 + Elevation",1270,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"517","U-P00593","Chenopodio boni-henrici-Senecietum duriaei","V39W",40,2002,-4.913500197,42.97721112,"1 - UTM1x1 + Elevation",1150,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"518","U-P00594","Chenopodio boni-henrici-Senecietum duriaei","V39W",10,2002,-5.065268572,42.82149052,"1 - UTM1x1 + Elevation",1340,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"519","U-P00647","Galio aparines-Conietum maculati","V39X",15,2002,-5.001749362,42.97570125,"1 - UTM1x1 + Elevation",1140,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"520","U-P00649","Geranio robertiani-Cariolophetum sempervirentis","V39W",10,2002,-4.94031511,42.89391527,"3 - UTM10x10 + Elevation",1370,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"521","U-P00651","Urtico dioicae-Sambucetum ebuli","V39X",20,2002,-5.120104993,42.85110449,"1 - UTM1x1 + Elevation",980,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"522","U-P05018","Oxalido acetosellae-Geranietum robertiani","V39Y",6,2005,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",740,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","NA"
"523","U-P05024","Geranietum robertiano-lucidi","V39Y",6,2005,-1.862386131,42.83446799,"1 - UTM1x1 + Elevation",850,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"524","U-P06048","Senecioni duriaei-Chenopodietum boni-henrici","V37W",10,1988,-5.397736603,42.87804133,"3 - UTM10x10 + Elevation",1050,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"525","U-P13628","Malvo mauritiani-Rumicetum obtusifolii","V39Y",NA,1994,-5.806829798,42.98939579,"3 - UTM10x10 + Elevation",950,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"526","U-P13629","Picridio hieracioidis-Eupatorietum cannabini","V39Y",30,1994,-5.895010627,43.35096224,"1 - UTM1x1 + Elevation",250,"Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii","Balloto-Conion maculati"
"527","U-P16707","Galio aparines-Conietum maculati","V39X",40,2009,-5.117097905,43.04926399,"2 - UTM1x1 + Centroid",1120,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"528","U-P16708","Galio aparines-Conietum maculati","V39X",20,2009,-5.180900469,43.04806538,"1 - UTM1x1 + Elevation",1240,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
