"","SIVIMID","Original","CANTEUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"110","R-P29005","Urtico dioicae-Sambucetum ebuli","V39X",100,2014,-3.597753212,43.12131899,"1 - UTM1x1 + Elevation",840,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"111","R-P29006","Urtico dioicae-Sambucetum ebuli","V39X",100,2014,-3.597700622,43.11591634,"1 - UTM1x1 + Elevation",840,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"112","R-P29007","Urtico dioicae-Sambucetum ebuli","V39X",30,2014,-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"113","S-P11129","Urtico dioicae-Sambucetum ebuli","V39X",20,1989,-4.457617041,42.9911302,"1 - UTM1x1 + Elevation",1200,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"114","S-P11130","Senecioni duriaei-Chenopodietum boni-henrici","V39W",10,1989,-4.429480143,43.04731528,"1 - UTM1x1 + Elevation",1960,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"115","S-P11131","Senecioni duriaei-Chenopodietum boni-henrici","V39W",10,1989,-4.429521961,43.04911572,"1 - UTM1x1 + Elevation",1760,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"116","S-P11132","Senecioni duriaei-Chenopodietum boni-henrici","V39W",20,1989,-4.43201878,43.05088546,"1 - UTM1x1 + Elevation",1760,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"117","S-P11133","Senecioni duriaei-Chenopodietum boni-henrici","V38Y",12,1989,-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1710,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"118","S-P11134","Senecioni duriaei-Chenopodietum boni-henrici","V39W",8,1989,-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1710,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"119","S-P11135","Senecioni duriaei-Chenopodietum boni-henrici","V39W",10,1989,-4.407221638,43.04038732,"1 - UTM1x1 + Elevation",1940,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"120","S-P11136","Senecioni duriaei-Chenopodietum boni-henrici","V39W",15,1989,-4.341871144,42.97093409,"2 - UTM1x1 + Centroid",1800,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
"121","S-P11137","Galio aparines-Conietum maculati","V39X",20,1989,-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"122","S-P11138","Galio aparines-Conietum maculati",NA,12,1989,-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"123","S-P11139","Galio aparines-Conietum maculati",NA,20,1989,-4.490065996,43.01412495,"2 - UTM1x1 + Centroid",1130,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"124","S-P11140","Galio aparines-Conietum maculati","V39X",20,1989,-4.475859575,42.93326482,"2 - UTM1x1 + Centroid",1120,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"125","S-P11141","Geranio robertiani-Cariolophetum sempervirentis","V39Y",20,1989,-4.451145285,42.92457585,"2 - UTM1x1 + Centroid",1070,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"126","S-P11142","Geranio robertiani-Cariolophetum sempervirentis","V39Y",30,1989,-4.452627041,42.9875917,"2 - UTM1x1 + Centroid",1140,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"127","S-P11143","Geranio robertiani-Cariolophetum sempervirentis","V39W",30,1989,-4.446161128,42.92103694,"1 - UTM1x1 + Elevation",1130,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"128","S-P11144","Geranio robertiani-Cariolophetum sempervirentis","V39W",20,1989,-4.487612527,43.01415687,"1 - UTM1x1 + Elevation",1200,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"129","S-P12113","Galactito tomentosae-Digitaletum purpureae","V39W",15,1975,-6.431495524,43.49997367,"3 - UTM10x10 + Elevation",50,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"130","S-P12114","Galactito tomentosae-Digitaletum purpureae",NA,10,1975,-6.553964927,43.5214375,"3 - UTM10x10 + Elevation",100,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"131","S-P12115","Galactito tomentosae-Digitaletum purpureae","V39W",15,1975,-6.419789733,43.46791233,"3 - UTM10x10 + Elevation",90,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"132","S-P12116","Galactito tomentosae-Digitaletum purpureae",NA,20,1975,-6.621196556,43.56974371,"3 - UTM10x10 + Elevation",5,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"133","S-P12117","Galactito tomentosae-Digitaletum purpureae","V39W",20,1975,-6.940918116,43.53574652,"3 - UTM10x10 + Elevation",30,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"134","S-P12118","Galactito tomentosae-Digitaletum purpureae","V39W",20,1975,-6.999259579,43.55712554,"3 - UTM10x10 + Elevation",20,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"135","S-P12119","Galactito tomentosae-Digitaletum purpureae",NA,20,1975,-6.663215521,43.5684033,"3 - UTM10x10 + Elevation",5,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"136","S-P12120","Galactito tomentosae-Digitaletum purpureae","V39W",15,1975,-6.145593991,43.56762876,"3 - UTM10x10 + Elevation",10,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"137","S-P12121","Galactito tomentosae-Digitaletum purpureae","V39W",15,1975,-6.034755943,43.57963101,"3 - UTM10x10 + Elevation",10,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"138","S-P12122","Galactito tomentosae-Digitaletum purpureae",NA,15,1975,-7.054020897,43.52458326,"3 - UTM10x10 + Elevation",30,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"139","S-P12123","Galactito tomentosae-Digitaletum purpureae","V39W",15,1975,-7.003961648,43.55335946,"3 - UTM10x10 + Elevation",10,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"140","S-P12124","Galactito tomentosae-Digitaletum purpureae","V38Z",20,1975,-6.945734907,43.57159262,"3 - UTM10x10 + Elevation",15,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"141","S-P12125","Galactito tomentosae-Digitaletum purpureae",NA,10,1975,-6.962087663,43.55662122,"3 - UTM10x10 + Elevation",15,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"142","S-P12126","Galactito tomentosae-Digitaletum purpureae",NA,15,1975,-7.019259908,43.56002427,"3 - UTM10x10 + Elevation",20,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"143","S-P15131","Urtico dioicae-Sambucetum ebuli","V39X",20,1967,-2.29159175,43.17831819,"1 - UTM1x1 + Elevation",100,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"144","S-P15132","Urtico dioicae-Sambucetum ebuli","V39X",50,1967,-2.189131221,43.29649937,"1 - UTM1x1 + Elevation",20,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"145","S-P15133","Urtico dioicae-Sambucetum ebuli","V39X",20,1967,-2.25087686,43.28791586,"1 - UTM1x1 + Elevation",25,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"146","S-P15134","Urtico dioicae-Sambucetum ebuli","V39X",10,1967,-1.895377618,43.31565038,"2 - UTM1x1 + Centroid",80,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"147","S-P15135","Urtico dioicae-Sambucetum ebuli","V39X",50,1967,-1.965249735,43.26767938,"1 - UTM1x1 + Elevation",20,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"148","S-P15136","Urtico dioicae-Sambucetum ebuli","V39X",100,1967,-2.073035698,43.14794089,"1 - UTM1x1 + Elevation",100,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"149","S-P15137","Urtico dioicae-Sambucetum ebuli","V39X",20,1967,-2.417635987,43.12139835,"1 - UTM1x1 + Elevation",150,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Cynancho-Convolvulion sepium"
"150","S-P15138","Urtico dioicae-Sambucetum ebuli","V39X",20,1967,-1.66010672,43.13484527,"1 - UTM1x1 + Elevation",190,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"151","S-P15139","Urtico dioicae-Sambucetum ebuli","V39X",20,1967,-1.843525255,43.3187396,"1 - UTM1x1 + Elevation",120,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"152","S-P15140","Urtico dioicae-Sambucetum ebuli","V39X",20,1967,-1.603399487,43.14137081,"2 - UTM1x1 + Centroid",120,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"153","S-P15141","Urtico dioicae-Sambucetum ebuli","V39X",50,1967,-2.254396908,43.20149416,"2 - UTM1x1 + Centroid",50,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"154","S-P15142","Urtico dioicae-Sambucetum ebuli","V39X",50,1967,-1.979371956,43.30742628,"1 - UTM1x1 + Elevation",20,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"155","S-P15143","Urtico dioicae-Sambucetum ebuli","V39X",200,1967,-1.78376686,43.34693392,"1 - UTM1x1 + Elevation",15,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"156","S-P15144","Urtico dioicae-Sambucetum ebuli","V39X",50,1967,-1.734874045,43.32479284,"1 - UTM1x1 + Elevation",8,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"157","S-P15145","Urtico dioicae-Sambucetum ebuli","V39X",20,1967,-1.974220923,43.02643256,"1 - UTM1x1 + Elevation",310,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"158","S-P15146","Urtico dioicae-Sambucetum ebuli","V39X",100,1967,-1.969251875,43.02998989,"1 - UTM1x1 + Elevation",490,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"159","S-P15147","Urtico dioicae-Sambucetum ebuli","V39X",50,1967,-1.504837161,43.14912973,"2 - UTM1x1 + Centroid",100,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"160","S-P15148","Urtico dioicae-Sambucetum ebuli","V39X",50,1967,-2.100370981,42.96085661,"1 - UTM1x1 + Elevation",650,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"161","S-P15149","Galio aparines-Anthriscetum sylvestris","V39X",100,1967,-1.508988744,42.97809312,"1 - UTM1x1 + Elevation",640,"Aegopodion podagrariae","Circaeo lutetianae-Stachyetalia sylvaticae","Epilobietea angustifolii","NA"
"162","S-P15150","Balloto-Conion maculati",NA,20,1967,-1.710895694,42.94092363,"1 - UTM1x1 + Elevation",530,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"163","S-P15151","Balloto-Conion maculati",NA,20,1967,-1.969251875,43.02998989,"1 - UTM1x1 + Elevation",480,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"164","S-P15152","Urtico dioicae-Sambucetum ebuli","V39Y",50,1967,-1.766112841,42.99916413,"2 - UTM1x1 + Centroid",920,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"165","S-P15153","Geranietum robertiano-lucidi","V39Y",20,1967,-2.269424273,43.17997973,"1 - UTM1x1 + Elevation",120,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"166","S-P15154","Urtico dioicae-Sambucetum ebuli","V39Y",20,1967,-2.262020399,43.18173316,"1 - UTM1x1 + Elevation",120,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"167","S-P15155","Urtico dioicae-Sambucetum ebuli","V39Y",50,1967,-2.269359848,43.18538217,"1 - UTM1x1 + Elevation",190,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"168","S-P15156","Urtico dioicae-Sambucetum ebuli","V39Y",20,1967,-2.41271908,43.12137322,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"169","S-P15157","Geranietum robertiano-lucidi","V39Y",20,1967,-2.217657394,43.18684124,"1 - UTM1x1 + Elevation",180,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"170","S-P16228","Geranio robertiani-Cariolophetum sempervirentis","V39Y",20,1987,-5.853391817,42.66948427,"3 - UTM10x10 + Elevation",900,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"171","S-P16229","Geranio robertiani-Cariolophetum sempervirentis","V39Y",4,1987,-5.784118781,42.75763513,"3 - UTM10x10 + Elevation",990,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"172","S-P16230","Geranio robertiani-Cariolophetum sempervirentis","V39Y",20,1987,-5.868498864,42.83839277,"3 - UTM10x10 + Elevation",1050,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Aegopodion podagrariae"
"173","S-P16231","Geranio robertiani-Cariolophetum sempervirentis","V39Y",5,1987,-6.28897324,42.69201194,"3 - UTM10x10 + Elevation",860,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"174","S-P16232","Geranio robertiani-Cariolophetum sempervirentis","V39Y",20,1987,-6.276102577,42.63295209,"3 - UTM10x10 + Elevation",800,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"175","S-P16233","Geranio robertiani-Cariolophetum sempervirentis","V39Y",4,1987,-5.838343321,42.82113585,"3 - UTM10x10 + Elevation",1000,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"176","S-P16234","Geranio robertiani-Cariolophetum sempervirentis","V37Z",20,1987,-6.501838542,42.61366083,"3 - UTM10x10 + Elevation",630,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"177","S-P16235","Geranio robertiani-Cariolophetum sempervirentis","V39Y",40,1987,-6.295195632,42.25420972,"3 - UTM10x10 + Elevation",980,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"178","S-P16236","Geranio robertiani-Cariolophetum sempervirentis","V39Y",25,1987,-6.377725136,42.1653602,"3 - UTM10x10 + Elevation",1090,"Geo urbani-Alliarion officinalis","Galio-Alliarietalia","Epilobietea angustifolii","Geo urbani-Alliarion officinalis"
"179","S-P17963","Urtico dioicae-Sambucetum ebuli","V39X",20,1982,-2.739314292,43.21443251,"1 - UTM1x1 + Elevation",110,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"180","S-P17964","Urtico dioicae-Sambucetum ebuli","V39X",30,1982,-2.734389712,43.21442118,"1 - UTM1x1 + Elevation",110,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"181","S-P17965","Urtico dioicae-Sambucetum ebuli","V39X",20,1982,-2.662416887,43.31688458,"1 - UTM1x1 + Elevation",90,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"182","S-P17966","Urtico dioicae-Sambucetum ebuli","V39X",20,1982,-2.657473961,43.3186708,"1 - UTM1x1 + Elevation",80,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"183","S-P17967","Urtico dioicae-Sambucetum ebuli","V39X",30,1982,-2.65095979,43.16377029,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"184","S-P17968","Urtico dioicae-Sambucetum ebuli","V39X",30,1982,-2.648478904,43.16736462,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"185","S-P17969","Urtico dioicae-Sambucetum ebuli","V39X",30,1982,-2.646008126,43.16915796,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"186","S-P17970","Urtico dioicae-Sambucetum ebuli","V39X",20,1982,-2.575129549,43.10047977,"1 - UTM1x1 + Elevation",250,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"187","S-P17971","Urtico dioicae-Sambucetum ebuli","V39X",20,1982,-2.577587227,43.10048887,"1 - UTM1x1 + Elevation",250,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"188","S-P17972","Urtico dioicae-Sambucetum ebuli","V39X",10,1982,-2.673561842,43.07739006,"2 - UTM1x1 + Centroid",450,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"189","S-P18282","Urtico dioicae-Sambucetum ebuli","V39X",30,1974,-5.92266808,43.15577265,"1 - UTM1x1 + Elevation",850,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"190","S-P18283","Urtico dioicae-Sambucetum ebuli","V39X",30,1974,-5.92266808,43.15577265,"1 - UTM1x1 + Elevation",830,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"191","S-P18284","Urtico dioicae-Sambucetum ebuli","V39X",40,1974,-6.025787152,43.20171132,"1 - UTM1x1 + Elevation",300,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"192","S-P18285","Urtico dioicae-Sambucetum ebuli","V39X",40,1974,-6.028245514,43.20164621,"2 - UTM1x1 + Centroid",250,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"193","S-P19748","Asphodelo arrondeaui-Epilobietum angustifolii","R571",50,2001,-5.708021421,42.91794165,"3 - UTM10x10 + Elevation",1540,"Epilobion angustifolii","Galeopsio-Senecionetalia sylvatici","Epilobietea angustifolii","Epilobion angustifolii"
"194","S-P19751","Galio aparines-Conietum maculati","V39Y",4,2001,-5.633738198,42.784607,"3 - UTM10x10 + Elevation",970,"Balloto-Conion maculati","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"195","S-P20406","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.756626836,42.39993072,"3 - UTM10x10 + Elevation",15,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"196","S-P20407","Arundini-Convolvuletum sepium","R55Z",10,1972,-8.717336264,42.28847845,"3 - UTM10x10 + Elevation",20,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"197","S-P20408","Arundini-Convolvuletum sepium","R55Z",10,1972,-8.745193175,42.40770778,"3 - UTM10x10 + Elevation",50,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"198","S-P20409","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.796984906,42.28446649,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"199","S-P20410","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.790511787,42.26679086,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"200","S-P20411","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.806473068,42.28218448,"3 - UTM10x10 + Elevation",70,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"201","S-P20412","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.83651627,42.26625127,"3 - UTM10x10 + Elevation",80,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"202","S-P20413","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"203","S-P20414","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.813351438,42.33044482,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"204","S-P20415","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.661816316,42.31824822,"3 - UTM10x10 + Elevation",70,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"205","S-P20416","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.672930964,42.3339008,"3 - UTM10x10 + Elevation",180,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"206","S-P20417","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.850740406,42.28892867,"3 - UTM10x10 + Elevation",100,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"207","S-P20418","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.761107417,42.1836586,"3 - UTM10x10 + Elevation",150,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"208","S-P20419","Arundini-Convolvuletum sepium","R55Z",15,1972,-8.790022314,42.18219795,"3 - UTM10x10 + Elevation",50,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"209","S-P20420","Arundini-Convolvuletum sepium","R55Z",20,1972,-8.672424391,42.22050003,"3 - UTM10x10 + Elevation",80,"Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii","Senecionion fluviatilis"
"210","S-P20421","Galactito tomentosae-Digitaletum purpureae","V39Y",4,1972,-8.828947458,42.2630368,"3 - UTM10x10 + Elevation",50,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"211","S-P20422","Galactito tomentosae-Digitaletum purpureae","V39Y",4,1972,-8.821048616,42.25623789,"3 - UTM10x10 + Elevation",60,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"212","S-P20423","Galactito tomentosae-Digitaletum purpureae","V34Z",4,1972,-8.768052046,42.20671344,"3 - UTM10x10 + Elevation",50,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","NA"
"213","S-P20424","Galactito tomentosae-Digitaletum purpureae","V37W",4,1972,-8.646193414,42.44144945,"3 - UTM10x10 + Elevation",7,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"214","S-P20425","Galactito tomentosae-Digitaletum purpureae","V38Z",7,1972,-8.681501241,42.40189058,"3 - UTM10x10 + Elevation",2,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"215","S-P20426","Galactito tomentosae-Digitaletum purpureae",NA,7,1972,-8.746870682,42.34641016,"3 - UTM10x10 + Elevation",70,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"216","S-P20427","Galactito tomentosae-Digitaletum purpureae",NA,7,1972,-8.679197579,42.29578098,"3 - UTM10x10 + Elevation",80,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"217","S-P20428","Galactito tomentosae-Digitaletum purpureae","V37W",10,1972,-8.656824797,42.31669495,"3 - UTM10x10 + Elevation",15,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"218","S-P20429","Galactito tomentosae-Digitaletum purpureae","V39Y",9,1972,-8.675814513,42.28514656,"3 - UTM10x10 + Elevation",20,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Balloto-Conion maculati"
"219","S-P20430","Galactito tomentosae-Digitaletum purpureae",NA,10,1972,-8.748958932,42.34270434,"3 - UTM10x10 + Elevation",20,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"220","S-P20431","Galactito tomentosae-Digitaletum purpureae",NA,10,1972,-8.677976939,42.44347517,"3 - UTM10x10 + Elevation",50,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"221","S-P20432","Galactito tomentosae-Digitaletum purpureae",NA,10,1972,-8.65296843,42.4357132,"3 - UTM10x10 + Elevation",70,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"222","S-P20433","Galactito tomentosae-Digitaletum purpureae",NA,10,1972,-8.649416338,42.39627972,"3 - UTM10x10 + Elevation",120,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Senecionion fluviatilis"
"223","S-P21804","Chenopodio boni-henrici-Senecietum durieui","V39W",10,1981,-6.283627571,43.05233259,"3 - UTM10x10 + Elevation",1640,"Arction lappae","Arctio lappae-Artemisietalia","Epilobietea angustifolii","Arction lappae"
