"","SIVIMID","Original","CANTEUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"105","R-P27105","Coleostepho myconis-Galactitetum tomentosae","V332",3,1985,-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea","Echio-Galactition tomentosae"
"106","R-P27106","Coleostepho myconis-Galactitetum tomentosae","V332",20,1985,-5.982601798,43.44749749,"4 - UTM10x10 + Centroid",325,"Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea","Echio-Galactition tomentosae"
"107","R-P27107","Coleostepho myconis-Galactitetum tomentosae","V332",8,1985,-5.814756567,43.6140776,"4 - UTM10x10 + Centroid",48,"Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea","Echio-Galactition tomentosae"
"108","S-P11127","Urtico urentis-Malvetum neglectae","V10W",2,1989,-4.428310812,42.99690267,"2 - UTM1x1 + Centroid",1220,"Chenopodion muralis","Chenopodietalia","Chenopodietea","Chenopodion muralis"
"109","S-P21313","Scrophulario-Vulpietum alopecuroris","V32Z",100,1990,NA,NA,"5 - UTMs missing from DEM",NA,"Linario polygalifoliae-Vulpion alopecuri","Brometalia rubenti-tectorum","Chenopodietea","Linario polygalifoliae-Vulpion alopecuri"
"110","S-P21314","Scrophulario-Vulpietum alopecuroris","V32Z",50,1990,NA,NA,"5 - UTMs missing from DEM",NA,"Linario polygalifoliae-Vulpion alopecuri","Brometalia rubenti-tectorum","Chenopodietea","Linario polygalifoliae-Vulpion alopecuri"
"111","S-P21315","Scrophulario-Vulpietum alopecuroris","V32Z",60,1990,NA,NA,"5 - UTMs missing from DEM",NA,"Linario polygalifoliae-Vulpion alopecuri","Brometalia rubenti-tectorum","Chenopodietea","Linario polygalifoliae-Vulpion alopecuri"
"112","S-P21316","Scrophulario-Vulpietum alopecuroris","V32Z",150,1990,NA,NA,"5 - UTMs missing from DEM",NA,"Linario polygalifoliae-Vulpion alopecuri","Brometalia rubenti-tectorum","Chenopodietea","Linario polygalifoliae-Vulpion alopecuri"
"113","S-P21317","Scrophulario-Vulpietum alopecuroris","V32Z",100,1990,NA,NA,"5 - UTMs missing from DEM",NA,"Linario polygalifoliae-Vulpion alopecuri","Brometalia rubenti-tectorum","Chenopodietea","Linario polygalifoliae-Vulpion alopecuri"
"114","T-P01412","Chenopodio albi-Conyzetum canadensis",NA,100,1994,-8.089908005,42.31364925,"4 - UTM10x10 + Centroid",223,"Chenopodion muralis","Chenopodietalia","Chenopodietea","Echio-Galactition tomentosae"
"115","T-P01418","Chenopodio albi-Conyzetum canadensis",NA,100,1994,-8.56634392,42.31572717,"4 - UTM10x10 + Centroid",177,"Chenopodion muralis","Chenopodietalia","Chenopodietea","Echio-Galactition tomentosae"
"116","T-P01420","Chenopodio albi-Conyzetum canadensis",NA,100,1994,-2.936228824,43.30657379,"4 - UTM10x10 + Centroid",58.5,"Chenopodion muralis","Chenopodietalia","Chenopodietea","Echio-Galactition tomentosae"
"117","T-P05961","Chelidonio maji-Smyrnietum olusatri","V37Y",10,1997,-7.486889724,41.96701878,"3 - UTM10x10 + Elevation",500,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"118","T-P05962","Chelidonio maji-Smyrnietum olusatri","V37Y",14,1997,-7.513612217,41.96957064,"3 - UTM10x10 + Elevation",500,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"119","T-P05963","Chelidonio maji-Smyrnietum olusatri","V37Y",15,1997,-7.454478929,41.95207655,"3 - UTM10x10 + Elevation",500,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"120","T-P05964","Chelidonio maji-Smyrnietum olusatri","V37Y",10,1997,-7.873573094,42.35276252,"3 - UTM10x10 + Elevation",140,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"121","T-P05965","Chelidonio maji-Smyrnietum olusatri","V37Y",18,1997,-7.622975702,42.54323107,"1 - UTM1x1 + Elevation",500,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"122","T-P05966","Chelidonio maji-Smyrnietum olusatri","V37Y",12,1997,-7.620853386,42.5145063,"1 - UTM1x1 + Elevation",380,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"123","T-P05967","Chelidonio maji-Smyrnietum olusatri","V37Y",5,1997,-7.603684858,42.54581003,"1 - UTM1x1 + Elevation",440,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"124","T-P05968","Chelidonio maji-Smyrnietum olusatri","V37Y",15,1997,-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"125","T-P05971","Chelidonio maji-Smyrnietum olusatri","V37Y",15,1997,-7.911564883,41.11408263,"3 - UTM10x10 + Elevation",100,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"126","T-P05972","Chelidonio maji-Smyrnietum olusatri","V37Y",15,1997,-8.803856493,42.33272783,"3 - UTM10x10 + Elevation",100,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"127","T-P05973","Chelidonio maji-Smyrnietum olusatri","V37Y",10,1997,-8.781682515,42.27623972,"3 - UTM10x10 + Elevation",60,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"128","T-P05974","Chelidonio maji-Smyrnietum olusatri","V37Y",9,1997,-8.783931179,42.27432557,"3 - UTM10x10 + Elevation",70,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"129","T-P05975","Chelidonio maji-Smyrnietum olusatri","V37Y",15,1997,-8.764134987,42.26992447,"3 - UTM10x10 + Elevation",60,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"130","T-P05976","Chelidonio maji-Smyrnietum olusatri","V37Y",25,1997,-8.67613738,42.28873135,"3 - UTM10x10 + Elevation",0,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"131","T-P05977","Chelidonio maji-Smyrnietum olusatri","V37Y",10,1997,-8.722652234,42.29361361,"3 - UTM10x10 + Elevation",40,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"132","T-P05978","Chelidonio maji-Smyrnietum olusatri","V37Y",4,1997,-8.581121353,42.3384208,"3 - UTM10x10 + Elevation",40,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"133","T-P13216","Medicagini rigidulae-Aegilopetum geniculatae",NA,7,1997,-1.449531203,42.6098926,"3 - UTM10x10 + Elevation",690,"Taeniathero-Aegilopion geniculatae","Brometalia rubenti-tectorum","Chenopodietea","Echio-Galactition tomentosae"
"134","T-P36758","Urtico-Smyrnietum olusatri","V37Y",18,1993,-7.623373982,42.54861694,"1 - UTM1x1 + Elevation",500,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"135","T-P36759","Urtico-Smyrnietum olusatri","V37Y",12,1993,-7.620455797,42.50912038,"1 - UTM1x1 + Elevation",380,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"136","T-P36760","Urtico-Smyrnietum olusatri","V37Y",5,1993,-7.608540829,42.54561442,"1 - UTM1x1 + Elevation",440,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"137","T-P36761","Urtico-Smyrnietum olusatri","V37Y",15,1993,-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410,"Allion triquetri","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Allion triquetri"
"138","T-P36765","Anthrisco-Geranietum lucidi","V37Z",8,1993,-7.611721567,42.48966563,"1 - UTM1x1 + Elevation",340,"Geranio pusilli-Anthriscion caucalidis","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Geranio pusilli-Anthriscion caucalidis"
"139","T-P36766","Anthrisco-Geranietum lucidi","V37Z",6,1993,-7.547761139,42.58045993,"1 - UTM1x1 + Elevation",400,"Geranio pusilli-Anthriscion caucalidis","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Geranio pusilli-Anthriscion caucalidis"
"140","T-P36767","Anthrisco-Geranietum lucidi","V37Z",12,1993,-7.603704614,42.44677255,"1 - UTM1x1 + Elevation",420,"Geranio pusilli-Anthriscion caucalidis","Geranio purpureae-Cardaminetalia hirsutae","Chenopodietea","Geranio pusilli-Anthriscion caucalidis"
"141","T-P36813","Coleostepho myconis-Galactitetum tomentosae",NA,80,1993,-7.504256247,42.55157042,"1 - UTM1x1 + Elevation",310,"Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea","Echio-Galactition tomentosae"
"142","T-P36814","Coleostepho myconis-Galactitetum tomentosae",NA,15,1993,-7.492993562,42.53040526,"1 - UTM1x1 + Elevation",300,"Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea","Echio-Galactition tomentosae"
"143","T-P36815","Coleostepho myconis-Galactitetum tomentosae","V332",9,1993,-7.631960626,42.46723974,"2 - UTM1x1 + Centroid",220,"Echio-Galactition tomentosae","Brometalia rubenti-tectorum","Chenopodietea","Echio-Galactition tomentosae"
"144","U-P15499","Chenopodion muralis","V37X",25,1991,-3.918400258,42.94358211,"4 - UTM10x10 + Centroid",888,"Chenopodion muralis","Chenopodietalia","Chenopodietea","Chenopodion muralis"
"145","U-P15500","Chenopodion muralis","V37X",20,1991,-3.918400258,42.94358211,"4 - UTM10x10 + Centroid",888,"Chenopodion muralis","Chenopodietalia","Chenopodietea","Chenopodion muralis"
