"","SIVIMID","Original","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"108","T-P04886","Parietarietum judaicae",40,1995,-3.486968984,43.41179379,"3 - UTM10x10 + Elevation",10,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"109","T-P04887","Parietarietum judaicae",20,1995,-3.412410328,43.34545383,"1 - UTM1x1 + Elevation",25,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"110","T-P04888","Parietarietum judaicae",30,1995,-3.510944897,43.3252461,"1 - UTM1x1 + Elevation",50,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"111","T-P04889","Parietarietum judaicae",10,1995,-3.571297047,43.18448787,"2 - UTM1x1 + Centroid",400,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"112","T-P11544","Cymbalarietum muralis",10,1988,-5.61899362,42.84077425,"3 - UTM10x10 + Elevation",1090,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"113","T-P11545","Cymbalarietum muralis",10,1988,-5.639847717,42.81328114,"3 - UTM10x10 + Elevation",1100,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"114","T-P11546","Cymbalarietum muralis",9,1988,-5.688930827,42.87336941,"3 - UTM10x10 + Elevation",1120,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"115","T-P11547","Cymbalarietum muralis",8,1988,-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1120,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"116","T-P12130","Cymbalarietum muralis",6,1988,-6.38672846,42.91786629,"3 - UTM10x10 + Elevation",1080,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"117","T-P13302","Parietarietum judaicae",80,1997,-3.19521693,43.33162348,"1 - UTM1x1 + Elevation",60,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"118","T-P13303","Parietarietum judaicae",50,1997,-2.987978355,43.3660067,"1 - UTM1x1 + Elevation",60,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"119","T-P13304","Parietarietum judaicae",20,1997,-2.990447076,43.36420603,"1 - UTM1x1 + Elevation",60,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"120","T-P13305","Parietarietum judaicae",50,1997,-3.017598053,43.36060326,"1 - UTM1x1 + Elevation",40,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"121","T-P13306","Parietarietum judaicae",50,1997,-3.061978343,43.31376413,"3 - UTM10x10 + Elevation",40,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"122","T-P13307","Parietarietum judaicae",10,1997,-2.723582941,43.42600315,"2 - UTM1x1 + Centroid",40,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"123","T-P13308","Cymbalario-Trachelietum caerulei",50,1997,-3.017595451,43.35159874,"1 - UTM1x1 + Elevation",20,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"124","T-P13309","Cymbalario-Trachelietum caerulei",30,1997,-2.501690511,43.36672266,"1 - UTM1x1 + Elevation",0,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"125","T-P32454","Parietarietum judaicae",10,1966,-2.072845145,43.16054602,"1 - UTM1x1 + Elevation",150,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"126","T-P32455","Parietarietum judaicae",10,1966,-1.660185344,43.1312443,"1 - UTM1x1 + Elevation",100,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"127","T-P32456","Parietarietum judaicae",60,1966,-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"128","T-P32457","Parietarietum judaicae",10,1966,-2.266898901,43.18536643,"1 - UTM1x1 + Elevation",130,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"129","T-P32458","Parietarietum judaicae",10,1966,-2.271820797,43.18539786,"1 - UTM1x1 + Elevation",160,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"130","T-P32459","Parietarietum judaicae",10,1966,-2.271842201,43.18359705,"1 - UTM1x1 + Elevation",160,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"131","T-P32460","Parietarietum judaicae",30,1966,-1.662565169,43.13487403,"1 - UTM1x1 + Elevation",130,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"132","T-P32461","Parietarietum judaicae",100,1966,-1.667521175,43.13313092,"1 - UTM1x1 + Elevation",160,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"133","T-P32462","Parietarietum judaicae",10,1966,-2.415143223,43.12498758,"1 - UTM1x1 + Elevation",190,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"134","T-P32463","Parietarietum judaicae",20,1966,-2.27432441,43.18181187,"1 - UTM1x1 + Elevation",100,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"135","T-P32464","Parietarietum judaicae",20,1966,-2.251671146,43.22308765,"1 - UTM1x1 + Elevation",140,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"136","T-P32465","Parietarietum judaicae",10,1966,-2.183491904,43.1649911,"1 - UTM1x1 + Elevation",180,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"137","T-P32466","Parietarietum judaicae",50,1966,-1.686288442,43.29002808,"1 - UTM1x1 + Elevation",220,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"138","T-P32467","Parietarietum judaicae",10,1966,-1.509623614,43.15459498,"1 - UTM1x1 + Elevation",290,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"139","T-P32468","Parietarietum judaicae",50,1966,-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"140","T-P32469","Parietarietum judaicae",20,1966,-1.504705465,43.1545308,"1 - UTM1x1 + Elevation",290,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"141","T-P32470","Parietarietum judaicae",NA,1966,-1.522005849,43.15115377,"1 - UTM1x1 + Elevation",280,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"142","T-P32471","Parietarietum judaicae",20,1966,-1.899592669,43.08156961,"2 - UTM1x1 + Centroid",700,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"143","T-P32472","Parietarietum judaicae",20,1966,-1.948138409,43.11624453,"1 - UTM1x1 + Elevation",750,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"144","T-P36846","Parietarietum judaicae",12,1993,-7.507624686,42.52798861,"2 - UTM1x1 + Centroid",360,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"145","T-P36847","Parietarietum judaicae",20,1993,-7.507624686,42.52798861,"2 - UTM1x1 + Centroid",360,"Galio valantiae-Parietarion judaicae","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Galio valantiae-Parietarion judaicae"
"146","U-P00528","Cymbalarietum muralis",20,2002,-5.114782695,42.83859615,"1 - UTM1x1 + Elevation",980,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"147","U-P00529","Cymbalarietum muralis",5,2002,-5.141603583,42.90653401,"1 - UTM1x1 + Elevation",1030,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"148","U-P00530","Cymbalarietum muralis",2,2002,-5.109590857,42.90172579,"1 - UTM1x1 + Elevation",1100,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
"149","U-P00531","Cymbalarietum muralis",2,2002,-4.903916548,42.98457479,"1 - UTM1x1 + Elevation",1130,"Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae","Cymbalario-Asplenion"
