"","SIVIMID","Original","CANTEUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Alliance","Order","Class","L1"
"108","S-P17978","Bryo argentei-Saginetum procumbentis","V35Z",1,1982,-2.623875168,43.16728638,"2 - UTM1x1 + Centroid",180,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"109","S-P17979","Bryo argentei-Saginetum procumbentis","V35Z",1,1982,-2.701402888,43.41424167,"1 - UTM1x1 + Elevation",20,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"110","S-P19749","Matricario-Polygonetum arenastrii","V34Z",5,2001,-5.595407568,42.80349211,"3 - UTM10x10 + Elevation",1000,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"111","T-P02599","Polygono arenastri-Matricarietum matricarioidis","V34Z",2,1984,-6.361905299,42.41435588,"3 - UTM10x10 + Elevation",1270,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"112","T-P03121","Polygono arenastri-Matricarietum matricarioidis","V34Z",1,1986,-3.02989145,43.26335106,"3 - UTM10x10 + Elevation",200,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"113","T-P03122","Polygono arenastri-Matricarietum matricarioidis","V34Z",2,1986,-3.116196195,43.29211083,"3 - UTM10x10 + Elevation",150,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"114","T-P03123","Polygono arenastri-Matricarietum matricarioidis","V34Z",1,1986,-2.881881044,43.34253456,"3 - UTM10x10 + Elevation",80,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"115","T-P03124","Polygono arenastri-Matricarietum matricarioidis","V34Z",1,1986,-3.128625923,43.34072231,"3 - UTM10x10 + Elevation",100,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"116","T-P03125","Polygono arenastri-Matricarietum matricarioidis","V34Z",1,1986,-3.145674068,43.24705377,"3 - UTM10x10 + Elevation",200,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"117","T-P03126","Polygono arenastri-Matricarietum matricarioidis","V34Z",NA,1986,-3.325469031,43.23767883,"3 - UTM10x10 + Elevation",300,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"118","T-P03127","Bryo argentei-Saginetum procumbentis","V35Z",2,1986,-3.032392999,43.3335864,"3 - UTM10x10 + Elevation",20,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"119","T-P03128","Bryo argentei-Saginetum procumbentis","V35Z",1,1986,-3.010190382,43.34259509,"3 - UTM10x10 + Elevation",10,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"120","T-P03129","Bryo argentei-Saginetum procumbentis","V35Z",1,1986,-3.101427479,43.30653227,"3 - UTM10x10 + Elevation",200,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"121","T-P03130","Bryo argentei-Saginetum procumbentis","V35Z",2,1986,-3.367430084,43.25195926,"3 - UTM10x10 + Elevation",200,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"122","T-P03131","Bryo argentei-Saginetum procumbentis","V35Z",1,1986,-3.089118393,43.32094987,"3 - UTM10x10 + Elevation",100,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"123","T-P03132","Bryo argentei-Saginetum procumbentis","V35Z",2,1986,-3.170260115,43.2290104,"3 - UTM10x10 + Elevation",300,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"124","T-P04826","Polygono arenastri-Matricarietum matricarioidis","V34Z",1,1984,-4.82806946,42.99121457,"3 - UTM10x10 + Elevation",1400,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"125","T-P04827","Bryo argentei-Saginetum procumbentis","V35Z",1,1984,-5.08732144,43.32894773,"3 - UTM10x10 + Elevation",260,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"126","T-P04828","Polygono-Coronopetum squamati","V34Z",4,1984,-5.990585558,42.98473825,"3 - UTM10x10 + Elevation",1300,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"127","T-P05134","Polygono arenastri-Matricarietum matricarioidis","V35Z",1,1995,-3.594302608,43.27261673,"1 - UTM1x1 + Elevation",150,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"128","T-P05135","Polygono arenastri-Matricarietum matricarioidis","V34Z",2,1995,-3.470367587,43.18134543,"1 - UTM1x1 + Elevation",600,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"129","T-P05136","Polygono arenastri-Matricarietum matricarioidis","V34Z",1,1995,-3.4706028,43.21196065,"1 - UTM1x1 + Elevation",150,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"130","T-P05137","Bryo argentei-Saginetum procumbentis","V35Z",1,1995,-3.591855531,43.27443034,"1 - UTM1x1 + Elevation",150,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"131","T-P05138","Poo annuae-Spergularietum salinae","V34Y",2,1995,-3.425452985,43.44625591,"3 - UTM10x10 + Elevation",6,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"132","T-P05139","Poo annuae-Spergularietum salinae","V34Y",1,1995,-3.407945866,43.41570476,"1 - UTM1x1 + Elevation",5,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"133","T-P05140","Poo annuae-Spergularietum salinae","V34Y",1,1995,-3.407945866,43.41570476,"1 - UTM1x1 + Elevation",4,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"134","T-P05141","Poo annuae-Spergularietum salinae","V34Y",1,1995,-3.489120472,43.37216502,"1 - UTM1x1 + Elevation",2,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"135","T-P06971","Polygono arenastri-Matricarietum matricarioidis","V34Z",4,1984,-6.579475306,42.56443645,"3 - UTM10x10 + Elevation",600,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"136","T-P06973","Polygono arenastri-Matricarietum matricarioidis","V34Z",1,1984,-5.204285641,42.9467654,"3 - UTM10x10 + Elevation",1153,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"137","T-P06974","Polygono arenastri-Matricarietum matricarioidis","V34Z",1,1984,-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1100,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"138","T-P06975","Polygono arenastri-Matricarietum matricarioidis","V34Z",2,1984,-5.660941624,42.848811,"3 - UTM10x10 + Elevation",1030,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"139","T-P06976","Polygono arenastri-Matricarietum matricarioidis","V34Z",5,1984,-5.769911792,42.98669411,"3 - UTM10x10 + Elevation",1320,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"140","T-P06977","Polygono arenastri-Matricarietum matricarioidis","V34Z",3,1984,-5.745586244,42.8810283,"3 - UTM10x10 + Elevation",1120,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"141","T-P06978","Polygono arenastri-Matricarietum matricarioidis","V34Z",2,1984,-5.65195323,42.92465786,"3 - UTM10x10 + Elevation",1129,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"142","T-P06979","Polygono arenastri-Matricarietum matricarioidis","V34Z",20,1984,-4.724710705,42.8919645,"3 - UTM10x10 + Elevation",1420,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"143","T-P06980","Polygono arenastri-Matricarietum matricarioidis","V34Z",2,1984,-6.384131367,42.42090482,"3 - UTM10x10 + Elevation",1275,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"144","T-P11672","Polygono-Matricarietum matricarioidis","V34Z",1,1988,-5.659500858,42.87225639,"3 - UTM10x10 + Elevation",1100,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"145","T-P11673","Polygono-Matricarietum matricarioidis","V34Z",2,1988,-5.662753852,42.94781861,"3 - UTM10x10 + Elevation",1140,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"146","T-P11674","Polygono-Matricarietum matricarioidis","V34Z",5,1988,-5.654125132,42.80394623,"3 - UTM10x10 + Elevation",1000,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"147","T-P11675","Polygono-Matricarietum matricarioidis","V34Z",5,1988,-5.637179724,42.86556941,"3 - UTM10x10 + Elevation",1100,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"148","T-P11676","Polygono-Matricarietum matricarioidis","V34Z",2,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"149","T-P11677","Polygono-Matricarietum matricarioidis","V34Z",5,1988,-5.755531323,42.99424496,"3 - UTM10x10 + Elevation",1400,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"150","T-P11678","Polygono-Matricarietum matricarioidis","V34Z",3,1988,-5.763593473,42.90040458,"3 - UTM10x10 + Elevation",1200,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"151","T-P11679","Bryo argentei-Saginetum procumbentis","V35Z",1,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"152","T-P11680","Bryo argentei-Saginetum procumbentis","V35Z",5,1988,-5.583789745,42.8181625,"3 - UTM10x10 + Elevation",1140,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"153","T-P11836","Polygono-Matricarietum matricarioidis","V34Z",3,1988,-5.498679137,42.8308582,"3 - UTM10x10 + Elevation",1100,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"154","T-P11837","Polygono-Matricarietum matricarioidis","V34Z",8,1988,-5.254332017,42.97460515,"3 - UTM10x10 + Elevation",1170,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"155","T-P11838","Polygono-Matricarietum matricarioidis","V34Z",20,1988,-5.638406811,42.89435571,"3 - UTM10x10 + Elevation",1100,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"156","T-P11839","Polygono-Matricarietum matricarioidis","V34Z",20,1988,-5.681303716,42.97980127,"3 - UTM10x10 + Elevation",1260,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"157","T-P11840","Polygono-Matricarietum matricarioidis","V34Z",8,1988,-6.211862764,42.47449169,"3 - UTM10x10 + Elevation",990,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"158","T-P11842","Polygono-Matricarietum matricarioidis","V34Z",5,1988,-5.024032771,43.01942117,"4 - UTM10x10 + Centroid",1060,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"159","T-P11845","Coronopodo-Sclerochloetum durae","V34Z",10,1988,-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"160","T-P11846","Coronopodo-Sclerochloetum durae","V34Z",4,1988,-5.018145493,42.83942945,"4 - UTM10x10 + Centroid",950,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"161","T-P11848","Bryo argentei-Saginetum procumbentis","V35Z",1,1988,-6.33388078,42.93742747,"3 - UTM10x10 + Elevation",960,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"162","T-P11849","Bryo argentei-Saginetum procumbentis","V35Z",1,1988,-6.315112232,43.04422072,"3 - UTM10x10 + Elevation",1500,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"163","T-P11850","Bryo argentei-Saginetum procumbentis","V35Z",1,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"164","T-P11851","Bryo argentei-Saginetum procumbentis","V35Z",5,1988,-5.600973331,42.81957414,"3 - UTM10x10 + Elevation",1140,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"165","T-P12306","Polygono-Matricarietum matricarioidis","V34Z",5,1988,-6.204359135,42.94473198,"3 - UTM10x10 + Elevation",1270,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"166","T-P12307","Polygono-Matricarietum matricarioidis","V34Z",2,1988,-6.277308892,42.9336604,"3 - UTM10x10 + Elevation",1070,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"167","T-P12308","Polygono-Matricarietum matricarioidis","V34Z",4,1988,-6.301779297,42.93295645,"3 - UTM10x10 + Elevation",1000,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"168","T-P12309","Polygono-Matricarietum matricarioidis","V34Z",6,1988,-6.41439312,42.88642977,"3 - UTM10x10 + Elevation",880,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"169","T-P12310","Polygono-Matricarietum matricarioidis","V34Z",2,1988,-6.346701063,42.94785783,"3 - UTM10x10 + Elevation",1060,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"170","T-P12311","Polygono-Matricarietum matricarioidis","V34Z",3,1988,-6.236285031,43.03927617,"3 - UTM10x10 + Elevation",1440,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"171","T-P12312","Polygono-Matricarietum matricarioidis","V34Z",1,1988,-6.268825415,42.9122933,"3 - UTM10x10 + Elevation",1130,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"172","T-P12313","Bryo argentei-Saginetum procumbentis","V35Z",1,1988,-6.400119171,42.89405834,"3 - UTM10x10 + Elevation",960,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"173","T-P12314","Bryo argentei-Saginetum procumbentis","V35Z",1,1988,-6.399284766,42.96791626,"3 - UTM10x10 + Elevation",1500,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"174","T-P13254","Polygono arenastri-Matricarietum matricarioidis","V34Z",1,1997,-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"175","T-P13255","Polygono arenastri-Matricarietum matricarioidis","V34Z",3,1997,-2.894644124,43.09581705,"2 - UTM1x1 + Centroid",470,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"176","T-P13256","Polygono arenastri-Matricarietum matricarioidis","V34Z",5,1997,-2.440817207,42.73429156,"1 - UTM1x1 + Elevation",640,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"177","T-P13257","Polygono arenastri-Matricarietum matricarioidis","V34Z",4,1997,-2.47842573,42.91097369,"1 - UTM1x1 + Elevation",600,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"178","T-P13258","Polygono arenastri-Matricarietum matricarioidis","V34Z",3,1997,-2.405321462,42.86919324,"2 - UTM1x1 + Centroid",630,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"179","T-P13259","Polygono arenastri-Matricarietum matricarioidis","V34Z",10,1997,-1.820426992,42.9817269,"1 - UTM1x1 + Elevation",600,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"180","T-P13260","Polygono arenastri-Matricarietum matricarioidis","V34Z",1,1997,-2.807669055,43.40186354,"2 - UTM1x1 + Centroid",20,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"181","T-P13261","Poo annuae-Spergularietum salinae","V34Y",3,1997,-2.787765394,43.44324866,"1 - UTM1x1 + Elevation",20,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"182","T-P15237","Polygono-Matricarietum matricarioidis","V34Z",2,1988,-4.372863032,43.37037305,"3 - UTM10x10 + Elevation",5,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"183","T-P15238","Polygono-Matricarietum matricarioidis","V34Y",1,1988,-4.461834886,43.37467283,"3 - UTM10x10 + Elevation",5,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"184","T-P15239","Polygono-Matricarietum matricarioidis","V34Z",1,1988,-4.703831267,43.20023932,"2 - UTM1x1 + Centroid",150,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"185","T-P15240","Polygono-Matricarietum matricarioidis","V35Z",1,1988,-4.828741302,43.26134135,"2 - UTM1x1 + Centroid",531,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"186","T-P15241","Polygono-Matricarietum matricarioidis","V34Z",1,1988,-6.20418092,43.22386099,"3 - UTM10x10 + Elevation",940,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"187","T-P15242","Polygono-Matricarietum matricarioidis","V34Z",1,1988,-6.252787937,42.73457925,"4 - UTM10x10 + Centroid",800,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"188","T-P15243","Polygono-Matricarietum matricarioidis","V34Z",1,1988,-5.775916498,43.36381505,"4 - UTM10x10 + Centroid",214.5,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"189","T-P15244","Bryo argentei-Saginetum procumbentis","V35Z",1,1988,-5.88701936,43.33855899,"3 - UTM10x10 + Elevation",200,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"190","T-P15245","Bryo argentei-Saginetum procumbentis","V35Z",1,1988,-4.400299783,43.38264643,"3 - UTM10x10 + Elevation",20,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"191","T-P15246","Bryo argentei-Saginetum procumbentis","V35Z",10,1988,-4.393183315,43.39533941,"3 - UTM10x10 + Elevation",20,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"192","T-P15247","Bryo argentei-Saginetum procumbentis","V35Z",1,1988,-4.78656111,43.29350877,"4 - UTM10x10 + Centroid",531,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Saginion procumbentis"
"193","T-P15248","Poo annuae-Spergularietum salinae","V34Y",1,1988,-1.946976419,43.2963547,"4 - UTM10x10 + Centroid",66,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"194","T-P15249","Poo annuae-Spergularietum salinae","V34Y",1,1988,-1.946976419,43.2963547,"4 - UTM10x10 + Centroid",66,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"195","T-P15250","Poo annuae-Spergularietum salinae","V34Y",1,1988,-3.222548315,43.36756967,"4 - UTM10x10 + Centroid",52,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"196","T-P15251","Poo annuae-Spergularietum salinae","V34Y",1,1988,-3.222548315,43.36756967,"4 - UTM10x10 + Centroid",52,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"197","T-P15252","Poo annuae-Spergularietum salinae","V34Y",1,1988,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"198","T-P15253","Poo annuae-Spergularietum salinae","V34Y",1,1988,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"199","T-P15254","Poo annuae-Spergularietum salinae","V34Y",1,1988,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"200","T-P15255","Poo annuae-Spergularietum salinae","V34Y",1,1988,-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"201","T-P15256","Poo annuae-Spergularietum salinae","V34Y",2,1988,-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"202","T-P15257","Poo annuae-Spergularietum salinae","V34Y",2,1988,-5.046636726,43.44615064,"4 - UTM10x10 + Centroid",57,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"203","T-P15258","Poo annuae-Spergularietum salinae","V34Y",1,1988,-5.046636726,43.44615064,"4 - UTM10x10 + Centroid",57,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"204","T-P15259","Poo annuae-Spergularietum salinae","V34Y",2,1988,-5.311596575,43.52094319,"4 - UTM10x10 + Centroid",121,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"205","T-P15260","Poo annuae-Spergularietum salinae","V34Y",1,1988,-5.984658559,43.53591033,"4 - UTM10x10 + Centroid",108,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"206","T-P15261","Poo annuae-Spergularietum salinae","V34Y",1,1988,-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"207","T-P15262","Poo annuae-Spergularietum salinae","V34Y",1,1988,-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"208","T-P15263","Poo annuae-Spergularietum salinae","V34Y",1,1988,-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"209","T-P15264","Poo annuae-Spergularietum salinae","V34Y",1,1988,-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"210","T-P15265","Poo annuae-Spergularietum salinae","V34Y",1,1988,-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"211","T-P15266","Polygono-Coronopetum squamati","V34Z",1,1988,-4.363435165,43.3902954,"3 - UTM10x10 + Elevation",10,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"212","T-P15267","Crassulo tillaeae-Saginetum apetalae","V34Y",1,1988,-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122,"Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"213","T-P28146","Sagino-Bryetum argentei","V34Y",1,1958,-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31,"Saginion procumbentis","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polycarpion tetraphylli"
"214","T-P36822","Polygono-Matricarietum matricarioidis","V34Z",8,1993,-7.620455797,42.50912038,"1 - UTM1x1 + Elevation",390,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"215","T-P36823","Polygono-Matricarietum matricarioidis","V34Z",8,1993,-7.303231438,42.63854269,"1 - UTM1x1 + Elevation",640,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
"216","T-P36824","Polygono-Matricarietum matricarioidis","V34Z",5,1993,-7.523644918,42.51659216,"1 - UTM1x1 + Elevation",300,"Polygono-Coronopodion","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae","Polygono-Coronopodion"
